cbsa_fips,name,pct_low_inf_bw,pct_obese_adult,pct_uninsured_adult
24660,"Greensboro-High Point, NC",8.956666666666667,29.266666666666666,16.766666666666666
24780,"Greenville, NC",10.94,32.2,17.9
24860,"Greenville-Anderson-Mauldin, SC",8.870000000000001,28.075,18.175
25060,"Gulfport-Biloxi-Pascagoula, MS",9.433333333333334,31.033333333333335,20.566666666666666
25180,"Hagerstown-Martinsburg, MD-WV",7.605,30.799999999999997,17.5
25260,"Hanford-Corcoran, CA",6.27,26.2,19.6
25420,"Harrisburg-Carlisle, PA",8.053333333333333,28.6,12.200000000000001
25500,"Harrisonburg, VA",6.93,26.1,21.049999999999997
25540,"Hartford-West Hartford-East Hartford, CT",7.31,21.433333333333334,11.333333333333334
25620,"Hattiesburg, MS",9.963333333333333,33.36666666666667,24.2
25860,"Hickory-Lenoir-Morganton, NC",8.4375,28,16.725
25980,"Hinesville, GA",8.55,30,29.5
26300,"Hot Springs, AR",8.67,26.6,22.2
26380,"Houma-Thibodaux, LA",10.39,29.7,20.1
26420,"Houston-The Woodlands-Sugar Land, TX",7.645555555555556,27.488888888888887,24.555555555555557
26580,"Huntington-Ashland, WV-KY-OH",9.958571428571428,32.800000000000004,15.3
26620,"Huntsville, AL",9.465,29.299999999999997,16.25
26820,"Idaho Falls, ID",7.583333333333333,26.366666666666667,18.633333333333333
26900,"Indianapolis-Carmel-Anderson, IN",7.358181818181818,28.381818181818183,13.827272727272726
26980,"Iowa City, IA",6.154999999999999,25.200000000000003,12.7
27060,"Ithaca, NY",6.71,25.3,27.3
27100,"Jackson, MI",7.97,30.3,12.2
27140,"Jackson, MS",12.493333333333332,32.53333333333333,19.366666666666667
27180,"Jackson, TN",9.156666666666666,30.433333333333334,15.966666666666667
27260,"Jacksonville, FL",8.058,26.1,18.220000000000002
27340,"Jacksonville, NC",7.99,29.8,17.3
27500,"Janesville-Beloit, WI",7.4,27.5,8.5
27620,"Jefferson City, MO",7.0825,29.725,14.4
27740,"Johnson City, TN",8.606666666666667,30.4,13.1
27780,"Johnstown, PA",8.8,31.3,11
27860,"Jonesboro, AR",8.629999999999999,31.35,18.15
27900,"Joplin, MO",6.75,30.35,15.25
28020,"Kalamazoo-Portage, MI",7.5600000000000005,28.2,13.35
28100,"Kankakee, IL",8.2,28.7,11.5
28140,"Kansas City, MO-KS",7.208571428571428,29.52857142857143,13.757142857142856
28420,"Kennewick-Richland, WA",6.1850000000000005,27.1,16.1
28660,"Killeen-Temple, TX",7.533333333333333,26.9,25.733333333333334
28700,"Kingsport-Bristol-Bristol, TN-VA",8.184,28.560000000000002,13.08
28740,"Kingston, NY",7.23,26.7,16.8
28940,"Knoxville, TN",8.688888888888888,29.333333333333332,14
29020,"Kokomo, IN",7.93,28.3,11
29100,"La Crosse-Onalaska, WI-MN",6.5600000000000005,26.450000000000003,10.15
29180,"Lafayette, LA",10.212,29.36,21.400000000000002
29200,"Lafayette-West Lafayette, IN",6.346666666666667,28.433333333333334,19.3
29340,"Lake Charles, LA",9.16,30.6,27.799999999999997
29460,"Lakeland-Winter Haven, FL",8.16,30.1,24
29540,"Lancaster, PA",6.15,27.4,13.6
29620,"Lansing-East Lansing, MI",7.306666666666667,29.2,13.666666666666666
29700,"Laredo, TX",7.18,28,39.9
29740,"Las Cruces, NM",7.55,22.7,29.8
29820,"Las Vegas-Henderson-Paradise, NV",7.91,24.8,20.9
29940,"Lawrence, KS",6.77,25.2,18.5
30020,"Lawton, OK",8.465,29.85,22.700000000000003
30140,"Lebanon, PA",7,28.9,12.2
30300,"Lewiston, ID-WA",6.655,28,11.2
30340,"Lewiston-Auburn, ME",6.8,27.9,8.2
30460,"Lexington-Fayette, KY",8.441666666666666,29.8,16.783333333333335
30620,"Lima, OH",9.24,31.1,12.5
30700,"Lincoln, NE",6.775,26.700000000000003,11.4
30780,"Little Rock-North Little Rock-Conway, AR",8.235,28.96666666666667,19.566666666666666
30860,"Logan, UT-ID",5.295,26.5,19.1
30980,"Longview, TX",8.32,28.766666666666666,22.833333333333332
31020,"Longview, WA",5.9,34.7,11.8
31080,"Los Angeles-Long Beach-Anaheim, CA",6.49,19.45,22.45
31140,"Louisville/Jefferson County, KY-IN",7.984166666666667,29.691666666666666,16.341666666666665
31180,"Lubbock, TX",9.573333333333334,27.3,28.633333333333333
31340,"Lynchburg, VA",7.705,28.483333333333334,13.683333333333334
31420,"Macon-Bibb County, GA",10.984,30.12,17.88
31460,"Madera, CA",6.09,23.6,24.4
31540,"Madison, WI",6.0825,26.425,11.25
31700,"Manchester-Nashua, NH",6.6,24.5,12.4
31900,"Mansfield, OH",8.18,29.3,11.1
32580,"McAllen-Edinburg-Mission, TX",6.77,28.7,30.4
32780,"Medford, OR",5.62,23.2,19.2
32820,"Memphis, TN-MS-AR",11.173333333333334,34.75555555555555,16.988888888888887
32900,"Merced, CA",6.2,29.5,15.9
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",8.55,20.133333333333333,27.7
33140,"Michigan City-La Porte, IN",8.29,29.5,14.9
33260,"Midland, TX",7.17,26.15,27.25
33340,"Milwaukee-Waukesha-West Allis, WI",6.3875,27,8.9
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",5.903125,26.65,9.7625
33540,"Missoula, MT",7.01,19.2,19.7
33660,"Mobile, AL",11.53,29.9,14.7
33700,"Modesto, CA",6.35,28,16.7
33740,"Monroe, LA",10.399999999999999,30.2,23.45
33780,"Monroe, MI",7.62,30.2,8.9
33860,"Montgomery, AL",10.3675,32.95,13.95
34060,"Morgantown, WV",8.665,28.55,24.3
34100,"Morristown, TN",8.14,29.1,16.3
34580,"Mount Vernon-Anacortes, WA",5.34,29.5,16.1
34620,"Muncie, IN",9.06,31.3,14.6
34740,"Muskegon, MI",8.42,30.5,8.6
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",9.57,27.3,22.4
34900,"Napa, CA",5.72,20.8,21.1
34940,"Naples-Immokalee-Marco Island, FL",6.54,20.9,32.9
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",8.26142857142857,29.62142857142857,15.042857142857143
35300,"New Haven-Milford, CT",8.29,24,11.5
35380,"New Orleans-Metairie, LA",10.15875,30.325,21.825
35620,"New York-Newark-Jersey City, NY-NJ-PA",7.6124,22.924,15.8
35660,"Niles-Benton Harbor, MI",7.96,29.1,12.1
35840,"North Port-Sarasota-Bradenton, FL",7.49,21.4,25.85
35980,"Norwich-New London, CT",6.79,22.4,10.1
36100,"Ocala, FL",8.31,25,25.8
36140,"Ocean City, NJ",6.57,25.1,15.5
36220,"Odessa, TX",9.7,28.6,24.2
36260,"Ogden-Clearfield, UT",6.29,23.975,17.125
36420,"Oklahoma City, OK",7.577142857142857,29.32857142857143,22.557142857142857
36500,"Olympia-Tumwater, WA",5.67,26.9,12.7
36540,"Omaha-Council Bluffs, NE-IA",7.15375,27.8875,11.05
36740,"Orlando-Kissimmee-Sanford, FL",8.315,24.15,23.125
36780,"Oshkosh-Neenah, WI",6.83,26.3,9.2
36980,"Owensboro, KY",8.88,30.633333333333336,18.366666666666667
37100,"Oxnard-Thousand Oaks-Ventura, CA",6.35,23.1,17.9
37340,"Palm Bay-Melbourne-Titusville, FL",8.25,23.3,19.6
37460,"Panama City, FL",7.99,25.25,19.8
37620,"Parkersburg-Vienna, WV",9.39,31.4,19.05
37860,"Pensacola-Ferry Pass-Brent, FL",8.79,25.25,18.85
37900,"Peoria, IL",7.2379999999999995,27.1,14.540000000000001
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",8.24,25.79090909090909,12.290909090909091
38060,"Phoenix-Mesa-Scottsdale, AZ",7.0649999999999995,25.3,21.4
38220,"Pine Bluff, AR",11.1,32.86666666666667,19.733333333333334
38300,"Pittsburgh, PA",7.7785714285714285,28.17142857142857,11.042857142857143
38340,"Pittsfield, MA",7.5,22.8,10.7
38540,"Pocatello, ID",7.33,27.4,11.6
38860,"Portland-South Portland, ME",6.34,23.333333333333332,10.833333333333334
38900,"Portland-Vancouver-Hillsboro, OR-WA",5.671428571428572,26.8,16.914285714285715
38940,"Port St. Lucie, FL",7.845000000000001,23.15,26.5
39140,"Prescott, AZ",7.16,17.7,26.4
39300,"Providence-Warwick, RI-MA",7.153333333333333,21.766666666666666,11.433333333333334
39340,"Provo-Orem, UT",6.8100000000000005,24.5,16.7
39380,"Pueblo, CO",9.19,23.3,13.2
39460,"Punta Gorda, FL",7.19,23.7,25.4
39540,"Racine, WI",7.39,28,8.8
39580,"Raleigh, NC",8.066666666666666,29.566666666666666,18.9
39660,"Rapid City, SD",7.66,25.5,15.666666666666666
39740,"Reading, PA",7.41,28,14
39820,"Redding, CA",6.07,25.3,14.4
39900,"Reno, NV",8.19,21.2,21.1
40060,"Richmond, VA",9.078235294117647,29.111764705882354,14.31764705882353
40140,"Riverside-San Bernardino-Ontario, CA",6.59,25.8,25
40220,"Roanoke, VA",7.523333333333333,27.316666666666666,13.666666666666666
40340,"Rochester, MN",6.8125,26.9,11.475
40380,"Rochester, NY",6.443333333333333,25.866666666666667,14.5
40420,"Rockford, IL",8.09,26.15,16.85
40580,"Rocky Mount, NC",11,35.05,13.05
40660,"Rome, GA",8.74,31.9,17.2
40900,"Sacramento--Roseville--Arden-Arcade, CA",6.0275,21.975,16.5
40980,"Saginaw, MI",9.15,33.7,9.6
41060,"St. Cloud, MN",7.175,26.7,10.1
41100,"St. George, UT",5.59,22.6,22.5
41140,"St. Joseph, MO-KS",6.1625,30.3,14.975
41180,"St. Louis, MO-IL",7.673333333333334,28.44,13.786666666666667
41420,"Salem, OR",5.355,30.25,18.35
41500,"Salinas, CA",5.96,21.8,23.5
41540,"Salisbury, MD-DE",9.04,30.174999999999997,16.55
41620,"Salt Lake City, UT",6.91,25.65,16.45
41660,"San Angelo, TX",8.04,26.6,21.6
41700,"San Antonio-New Braunfels, TX",7.858750000000001,26.5625,26.0375
41740,"San Diego-Carlsbad, CA",6.29,22.2,21.6
41860,"San Francisco-Oakland-Hayward, CA",6.636,18.32,16.52
41940,"San Jose-Sunnyvale-Santa Clara, CA",5.835,20.95,16.700000000000003
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",5.88,21.5,21.1
42100,"Santa Cruz-Watsonville, CA",5.39,17.8,22.1
42140,"Santa Fe, NM",8.37,12.7,29
42200,"Santa Maria-Santa Barbara, CA",6.34,22.2,25.4
42220,"Santa Rosa, CA",5.47,19.8,20.1
42340,"Savannah, GA",8.8966666666666665,28.533333333333335,17.1
42540,"Scranton--Wilkes-Barre--Hazleton, PA",7.33,27.6,11.366666666666667
42660,"Seattle-Tacoma-Bellevue, WA",6.083333333333333,25.733333333333334,13.8
42680,"Sebastian-Vero Beach, FL",7.41,21.2,24.3
43100,"Sheboygan, WI",5.19,26.5,10
43300,"Sherman-Denison, TX",7.24,25.4,22.1
43340,"Shreveport-Bossier City, LA",12.325,29.375,21.075
43580,"Sioux City, IA-NE-SD",6.562,29.599999999999998,13.08
43620,"Sioux Falls, SD",6.52,26.15,13.15
43780,"South Bend-Mishawaka, IN-MI",8.41,29.8,13.149999999999999
43900,"Spartanburg, SC",10.690000000000001,31.200000000000003,16.2
44060,"Spokane-Spokane Valley, WA",6.336666666666667,27.4,13.833333333333334
44100,"Springfield, IL",7.605,27.549999999999997,13
44140,"Springfield, MA",7.43,23.799999999999997,11.85
44180,"Springfield, MO",6.364,29.060000000000002,16.78
44220,"Springfield, OH",8.59,30,10.3
44300,"State College, PA",6.47,27.1,25
44700,"Stockton-Lodi, CA",6.68,29.2,16.2
44940,"Sumter, SC",10.05,34.1,14.3
45060,"Syracuse, NY",7.636666666666667,27.2,13.833333333333334
45220,"Tallahassee, FL",9.75,29.8,20.925
45300,"Tampa-St. Petersburg-Clearwater, FL",7.9675,25.2,20.3
45460,"Terre Haute, IN",7.8,29.75,13.6
45500,"Texarkana, TX-AR",10.193333333333333,31.933333333333334,18.4
45780,"Toledo, OH",7.343333333333334,29.633333333333333,12.166666666666666
45820,"Topeka, KS",6.554,29.1,12.08
45940,"Trenton, NJ",9.16,22.2,13.9
46060,"Tucson, AZ",7.48,21.2,19.4
46140,"Tulsa, OK",7.765714285714286,30.857142857142858,20.771428571428572
46220,"Tuscaloosa, AL",11.296666666666667,35.36666666666667,15.433333333333334
46340,"Tyler, TX",7.84,26.7,24.8
46520,"Urban Honolulu, HI",8.24,20.5,8.9
46540,"Utica-Rome, NY",7.5,24.45,15.299999999999999
46660,"Valdosta, GA",10.66,30.2,18.9
46700,"Vallejo-Fairfield, CA",6.98,25.1,15.7
47020,"Victoria, TX",7.305000000000001,26.799999999999997,23.700000000000003
47220,"Vineland-Bridgeton, NJ",8.95,27.2,16.1
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",8.68625,28.48125,15.325
47300,"Visalia-Porterville, CA",5.97,28.2,18.8
47380,"Waco, TX",8.77,30.3,24.35
47580,"Warner Robins, GA",9.673333333333334,30.900000000000002,19.233333333333334
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",7.412916666666667,26.1875,15.466666666666667
47940,"Waterloo-Cedar Falls, IA",6.783333333333333,27.033333333333335,11.166666666666666
48140,"Wausau, WI",6.53,27.1,10.7
48260,"Weirton-Steubenville, WV-OH",7.963333333333333,31.566666666666666,14.666666666666666
48300,"Wenatchee, WA",5.2,23.700000000000003,16.85
48540,"Wheeling, WV-OH",8.65,30.466666666666665,16
48620,"Wichita, KS",7.41,28.48,12.08
48660,"Wichita Falls, TX",7.193333333333333,26.933333333333334,22.7
48700,"Williamsport, PA",6.86,25.7,10.9
48900,"Wilmington, NC",8.969999999999999,26.25,19.65
49020,"Winchester, VA-WV",7.680000000000001,28.666666666666668,17.233333333333334
49180,"Winston-Salem, NC",8.943999999999999,28.44,18.32
49340,"Worcester, MA-CT",7.46,25.3,10.3
49420,"Yakima, WA",6.4,29.2,16.9
49620,"York-Hanover, PA",8.12,28.7,11.5
49660,"Youngstown-Warren-Boardman, OH-PA",8.633333333333333,28.466666666666665,11.066666666666666
49700,"Yuba City, CA",6.32,25.95,18.45
49740,"Yuma, AZ",5.8,25.7,19.7
