cbsa_fips,cbsa,total_young,total_old,total,pct_u18,pct_o64
16700,"Charleston-North Charleston, SC",141342,56910,549033,0.2574380774926097,0.10365497155908661
16740,"Charlotte-Concord-Gastonia, NC-SC",437077,179528,1717372,0.2545033923925626,0.10453646618205024
16820,"Charlottesville, VA",42046,23291,189644,0.22171015165257008,0.12281432578937378
16860,"Chattanooga, TN-GA",113313,64169,476531,0.2377872583315671,0.1346586056311132
16940,"Cheyenne, WY",21023,9351,81607,0.25761270479248105,0.11458575857463207
16980,"Chicago-Naperville-Elgin, IL-IN-WI",2447345,990487,9098316,0.26898878869452325,0.10886487125749425
17020,"Chico, CA",48767,32056,203171,0.24002933489523604,0.1577784231017222
17140,"Cincinnati, OH-KY-IN",528019,233295,1994830,0.264693733300582,0.11694981527247936
17300,"Clarksville, TN-KY",61674,19642,219630,0.28080863270045076,0.08943222692710467
17420,"Cleveland, TN",24458,12620,104015,0.23513916262077586,0.12132865452098256
17460,"Cleveland-Elyria, OH",544890,311579,2148143,0.25365629755560964,0.14504574416135238
17660,"Coeur d'Alene, ID",29500,13345,108685,0.2714265998067811,0.12278603303123706
17780,"College Station-Bryan, TX",41673,15590,184885,0.22539957270735864,0.08432268707574979
17820,"Colorado Springs, CO",147802,46327,537484,0.2749886508249548,0.08619233316712684
17860,"Columbia, MO",30902,11639,135454,0.22813648914022472,0.08592584936583637
17900,"Columbia, SC",162384,68234,647158,0.25091863192605207,0.10543638493227311
17980,"Columbus, GA-AL",75512,32208,281768,0.26799352658925074,0.11430680559893246
18020,"Columbus, IN",18951,8652,71435,0.26529012388885,0.12111709946104851
18140,"Columbus, OH",429515,169742,1675013,0.2564248755084289,0.10133772096097164
18580,"Corpus Christi, TX",115341,46481,403280,0.2860072406268597,0.11525738940686371
18700,"Corvallis, OR",16658,8026,78153,0.21314600847056414,0.1026959937558379
18880,"Crestview-Fort Walton Beach-Destin, FL",50928,27087,211099,0.24125173496795344,0.12831420328850446
19060,"Cumberland, MD-WV",21737,17511,102008,0.21309113010744254,0.17166300682299426
19100,"Dallas-Fort Worth-Arlington, TX",1460976,413625,5204126,0.28073417130945716,0.07948020474523484
19140,"Dalton, GA",33038,11498,120031,0.2752455615632628,0.09579192042055802
19180,"Danville, IL",20972,13425,83919,0.2499076490425291,0.15997569084474314
19300,"Daphne-Fairhope-Foley, AL",34320,21703,140415,0.2444183313748531,0.154563258911085
19340,"Davenport-Moline-Rock Island, IA-IL",94663,52284,376019,0.2517505764336377,0.1390461652203745
19380,"Dayton, OH",198976,107285,805816,0.24692485629473726,0.13313833430956942
19460,"Decatur, AL",37084,17903,145867,0.2542315945347474,0.12273509429823058
19500,"Decatur, IL",28171,17481,114706,0.24559308144299338,0.15239830523250744
19660,"Deltona-Daytona Beach-Ormond Beach, FL",98787,112080,493175,0.20030820702590357,0.2272621280478532
19740,"Denver-Aurora-Lakewood, CO",557569,194064,2157756,0.2584022475201089,0.08993787990857169
19780,"Des Moines-West Des Moines, IA",125249,55554,481394,0.26017981113183797,0.1154023523350935
19820,"Detroit-Warren-Dearborn, MI",1181921,533116,4452557,0.265447696683052,0.11973254918465952
20020,"Dothan, AL",33094,19033,130861,0.2528942924171449,0.1454444028396543
20100,"Dover, DE",34533,14801,126697,0.2725636755408573,0.11682202419946802
20220,"Dubuque, IA",22779,13103,89143,0.25553324433774943,0.14698854649271395
20260,"Duluth, MN-WI",63063,43349,275486,0.22891544397900437,0.15735463871122307
20500,"Durham-Chapel Hill, NC",94827,43925,426493,0.22234128109957257,0.10299113936219352
20700,"East Stroudsburg, PA",37128,17036,138687,0.26771074433796965,0.12283775696352217
20740,"Eau Claire, WI",36422,19432,148337,0.24553550361676452,0.13099900901326034
20940,"El Centro, CA",44746,14305,142361,0.31431361117159895,0.10048398086554604
21060,"Elizabethtown-Fort Knox, KY",37150,13240,133896,0.27745414351436937,0.09888271494294079
21140,"Elkhart-Goshen, IN",52799,19841,182791,0.28884901335404917,0.10854473141456636
21300,"Elmira, NY",22210,14222,91070,0.2438783353464368,0.15616558691116722
21340,"El Paso, TX",218564,66404,682966,0.32002178732177006,0.09722885180228591
21500,"Erie, PA",70311,40256,280843,0.2503569610066835,0.1433398731675705
21660,"Eugene, OR",73814,42954,322959,0.22855532745642634,0.13300140265482616
21780,"Evansville, IN-KY",72287,41249,296195,0.2440520602981144,0.13926298553317915
21820,"Fairbanks, AK",24919,3845,82840,0.30080878802510863,0.04641477547078706
22020,"Fargo, ND-MN",41670,18498,174367,0.23897870583309916,0.10608658748501723
22140,"Farmington, NM",37133,10326,113801,0.32629765995026405,0.09073733974218152
22180,"Fayetteville, NC",94633,25993,336609,0.2811362738370038,0.07722015751212831
22220,"Fayetteville-Springdale-Rogers, AR-MO",90389,42057,347045,0.2604532553415263,0.12118601334120935
22380,"Flagstaff, AZ",33425,8143,116320,0.2873538514442916,0.07000515818431911
22420,"Flint, MI",119601,50607,436141,0.2742255371542689,0.11603357629757349
22500,"Florence, SC",50310,22995,193155,0.26046439388056225,0.11904946804379903
22520,"Florence-Muscle Shoals, AL",33344,21734,142950,0.23325638335082197,0.15203917453655125
22540,"Fond du Lac, WI",24489,13942,97296,0.2516958559447459,0.14329468837362275
22660,"Fort Collins, CO",59755,24037,251494,0.23760010179169283,0.09557683284690688
22900,"Fort Smith, AR-OK",68239,32780,255399,0.2671858542907372,0.12834819243614892
23060,"Fort Wayne, IN",107702,45655,390156,0.27604855493699954,0.11701729564584423
23420,"Fresno, CA",256425,79209,799407,0.32076902003610175,0.09908469653130383
23460,"Gadsden, AL",24654,16560,103459,0.23829729651359477,0.16006340676016587
23540,"Gainesville, FL",47467,22886,232392,0.20425401907122448,0.09848015422217632
23580,"Gainesville, GA",37517,13067,139277,0.2693696733846938,0.09382022875277325
23900,"Gettysburg, PA",22764,12656,91292,0.24935372212242038,0.13863208167199756
24020,"Glens Falls, NY",30220,18145,124345,0.2430334955165065,0.1459246451405364
24140,"Goldsboro, NC",29642,13109,113329,0.26155705953462927,0.11567206981443408
24220,"Grand Forks, ND-MN",23863,11831,97478,0.2448039557643776,0.12137097601510084
24260,"Grand Island, NE",21388,11475,77708,0.275235496988727,0.14766819375096515
24300,"Grand Junction, CO",29067,17642,116255,0.2500279557868479,0.1517526127908477
24340,"Grand Rapids-Wyoming, MI",262668,97854,930670,0.2822353788131131,0.10514360621917543
24420,"Grants Pass, OR",17472,15237,75726,0.230726566833056,0.20121226527216543
24500,"Great Falls, MT",20912,11248,80357,0.2602386848687731,0.13997535995619548
24540,"Greeley, CO",51033,16240,180936,0.28205000663217933,0.08975549365521511
24580,"Green Bay, WI",73500,32679,282599,0.260085846022102,0.11563735186607171
24660,"Greensboro-High Point, NC",153917,78894,643430,0.23921327883375038,0.12261473664578898
24780,"Greenville, NC",31554,12828,133798,0.23583312157132394,0.0958758725840446
24860,"Greenville-Anderson-Mauldin, SC",176435,88984,725680,0.2431305809723294,0.12262154117517363
25060,"Gulfport-Biloxi-Pascagoula, MS",96540,40558,363988,0.2652285240172753,0.11142675033242855
25180,"Hagerstown-Martinsburg, MD-WV",50443,27156,207828,0.2427151298188887,0.13066574282579826
25220,"Hammond, LA",27889,10690,100588,0.27725971288821727,0.10627510239790035
25260,"Hanford-Corcoran, CA",37528,9557,129461,0.2898788052000216,0.07382145974463351
25420,"Harrisburg-Carlisle, PA",119228,72943,509074,0.234205636115771,0.14328565198772675
25500,"Harrisonburg, VA",22916,13198,108193,0.211806678805468,0.1219857107206566
25540,"Hartford-West Hartford-East Hartford, CT",278332,160582,1148618,0.24231903034777447,0.13980453031382062
25620,"Hattiesburg, MS",32222,13381,123812,0.2602494103964075,0.10807514618938391
25860,"Hickory-Lenoir-Morganton, NC",82147,43666,341851,0.2403005987988919,0.12773401277164612
25940,"Hilton Head Island-Bluffton-Beaufort, SC",33684,21023,141615,0.23785615930515835,0.1484517882992621
25980,"Hinesville, GA",23105,3026,71914,0.32128653669660984,0.042078037656089216
26140,"Homosassa Springs, FL",20330,38010,118085,0.17216411906677392,0.3218867764745734
26300,"Hot Springs, AR",18759,18652,88068,0.2130058591088704,0.21179088885860925
26380,"Houma-Thibodaux, LA",55069,20329,194477,0.2831645901571908,0.1045316412737753
26420,"Houston-The Woodlands-Sugar Land, TX",1362394,363803,4693161,0.29029347171341446,0.07751769010268346
26580,"Huntington-Ashland, WV-KY-OH",82323,52888,362346,0.22719444950406517,0.14595993884298433
26620,"Huntsville, AL",87128,37286,342376,0.25448045423744653,0.10890366147159848
26820,"Idaho Falls, ID",34330,10606,104576,0.32827799877600977,0.10141906364749081
26900,"Indianapolis-Carmel-Anderson, IN",439754,182286,1658462,0.2651577184162194,0.10991267813190776
26980,"Iowa City, IA",27701,11959,131676,0.21037242929615116,0.09082141012788966
27060,"Ithaca, NY",18296,9257,96501,0.1895938902187542,0.09592646708324266
27100,"Jackson, MI",40597,20380,158422,0.2562586004469076,0.12864374897425862
27140,"Jackson, MS",144795,56481,525346,0.27561835437978016,0.10751200161417428
27180,"Jackson, TN",31133,15703,121909,0.2553790122140285,0.12880919374287378
27260,"Jacksonville, FL",293332,124421,1122750,0.26126207971498555,0.11081808060565576
27340,"Jacksonville, NC",39338,9499,150355,0.261634132552958,0.06317714741777793
27500,"Janesville-Beloit, WI",40366,19395,152307,0.265030497613373,0.12734148791585417
27620,"Jefferson City, MO",34938,16538,140052,0.2494644846199983,0.1180847113929112
27740,"Johnson City, TN",38581,26631,181607,0.21244225167532088,0.14664082331628187
27780,"Johnstown, PA",32075,30087,152598,0.21019279413884848,0.19716510046003224
27860,"Jonesboro, AR",26493,13320,107762,0.24584733022772406,0.123605723724504
27900,"Joplin, MO",40771,21818,157322,0.25915637990872226,0.13868371874245178
27980,"Kahului-Wailuku-Lahaina, HI",32714,14676,128241,0.2550978236289486,0.11444077946990432
28020,"Kalamazoo-Portage, MI",78797,36521,314866,0.25025566431434326,0.11598902390223143
28100,"Kankakee, IL",28107,13584,103833,0.2706942879431395,0.13082546011383664
28140,"Kansas City, MO-KS",481399,208632,1811254,0.2657821597633463,0.11518649510228825
28420,"Kennewick-Richland, WA",59435,18855,191822,0.3098445433787574,0.09829425196275714
28660,"Killeen-Temple, TX",93309,27715,330714,0.28214408824543263,0.08380352812399838
28700,"Kingsport-Bristol-Bristol, TN-VA",64855,46970,298484,0.21728132831240535,0.15736186864287532
28740,"Kingston, NY",41771,23711,177749,0.2349999156113396,0.13339596847239646
28940,"Knoxville, TN",168931,102666,748259,0.2257654101053245,0.13720650202670465
29020,"Kokomo, IN",21748,11336,84964,0.255967233181112,0.13342121369050422
29100,"La Crosse-Onalaska, WI-MN",30621,16599,126838,0.2414181869786657,0.13086772102997524
29180,"Lafayette, LA",121073,45893,425020,0.2848642416827443,0.10797844807303186
29200,"Lafayette-West Lafayette, IN",39124,17815,178541,0.21913174004850428,0.09978100268285715
29340,"Lake Charles, LA",53106,22817,193568,0.27435319887584725,0.11787588857662423
29420,"Lake Havasu City-Kingman, AZ",35860,31728,155032,0.2313070849889055,0.20465452293720007
29460,"Lakeland-Winter Haven, FL",118205,88738,483924,0.244263562046933,0.18337176912077102
29540,"Lancaster, PA",125291,66060,470658,0.26620391027030244,0.14035669212039315
29620,"Lansing-East Lansing, MI",110643,45036,447728,0.24712101990494229,0.10058785691312583
29700,"Laredo, TX",69862,14656,193117,0.3617599693450085,0.07589181687785125
29740,"Las Cruces, NM",51901,18512,174682,0.2971170469767921,0.10597542963785622
29820,"Las Vegas-Henderson-Paradise, NV",351770,146899,1375765,0.255690470392836,0.10677622995206304
29940,"Lawrence, KS",20401,7937,99962,0.2040875532702427,0.07940017206538484
30020,"Lawton, OK",33617,12394,121610,0.27643285913987337,0.10191596085848204
30140,"Lebanon, PA",28516,19696,120327,0.23698754228061863,0.16368728548039924
30300,"Lewiston, ID-WA",14138,9530,57961,0.24392263763565156,0.1644209037111161
30340,"Lewiston-Auburn, ME",24836,14962,103793,0.23928395941922867,0.14415230314183036
30460,"Lexington-Fayette, KY",93475,41997,408326,0.2289224786077791,0.102851643049916
30620,"Lima, OH",28092,15366,108473,0.2589768882579075,0.14165737095867173
30700,"Lincoln, NE",62907,28582,266787,0.23579484757503177,0.10713415571223485
30780,"Little Rock-North Little Rock-Conway, AR",156534,69014,610518,0.25639538883374446,0.11304171211987198
30860,"Logan, UT-ID",32824,7860,102720,0.31954828660436135,0.07651869158878505
30980,"Longview, TX",51102,27214,194042,0.2633553560569361,0.14024798754908732
31020,"Longview, WA",24905,12368,92948,0.2679455179240005,0.13306364849162972
31080,"Los Angeles-Long Beach-Anaheim, CA",3436395,1207436,12365627,0.27789896945783665,0.09764454321644993
31140,"Louisville/Jefferson County, KY-IN",278896,139826,1121109,0.2487679610100356,0.1247211466503257
31180,"Lubbock, TX",66479,28765,256250,0.259430243902439,0.11225365853658537
31340,"Lynchburg, VA",53425,33106,228616,0.23368880568289183,0.14481051195016972
31420,"Macon, GA",59311,26658,222368,0.2667245287091668,0.11988235717369405
31460,"Madera, CA",36467,13596,123109,0.29621717339918285,0.11043871690940549
31540,"Madison, WI",124555,55421,535421,0.23263002385039064,0.10350920117066757
31700,"Manchester-Nashua, NH",100221,40526,380841,0.2631570655470393,0.10641186216820142
31740,"Manhattan, KS",17206,7180,81052,0.2122834723387455,0.08858510585796772
31860,"Mankato-North Mankato, MN",19316,10007,85712,0.22535934291581108,0.11675144670524547
31900,"Mansfield, OH",32013,18243,128852,0.24844783162077422,0.14158103871107938
32580,"McAllen-Edinburg-Mission, TX",201002,55274,569463,0.3529676203721752,0.09706337373982155
32780,"Medford, OR",44260,28991,181269,0.2441675079577865,0.15993357937650673
32820,"Memphis, TN-MS-AR",342960,121924,1213230,0.28268341534581243,0.10049537185859235
32900,"Merced, CA",72684,20004,210554,0.3452036057258471,0.09500650664437627
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",1182600,823737,5007564,0.23616273301749113,0.16449854659870547
33140,"Michigan City-La Porte, IN",27002,14912,110106,0.2452364085517592,0.13543312807658076
33220,"Midland, MI",22261,9975,82874,0.2686125926104689,0.12036344329946666
33260,"Midland, TX",36644,14098,120755,0.30345741377168645,0.11674878887002609
33340,"Milwaukee-Waukesha-West Allis, WI",395989,188688,1500741,0.26386231868123816,0.1257298894346193
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",810634,294648,3031918,0.26736672957514024,0.09718204779944577
33540,"Missoula, MT",21917,9585,95802,0.22877392956305714,0.1000501033381349
33660,"Mobile, AL",109881,47919,399843,0.274810363067504,0.11984453898155026
33700,"Modesto, CA",139222,46697,446997,0.3114607033156822,0.10446826265053233
33740,"Monroe, LA",46984,20832,170053,0.2762903330138251,0.12250298436369837
33780,"Monroe, MI",39993,16222,145945,0.27402788721778754,0.11115146116687794
33860,"Montgomery, AL",91132,39475,346528,0.26298596361621573,0.11391575861113676
34060,"Morgantown, WV",21860,13151,111200,0.19658273381294963,0.11826438848920863
34100,"Morristown, TN",23670,13422,102422,0.23110269278084786,0.1310460643221183
34580,"Mount Vernon-Anacortes, WA",27082,15034,102979,0.26298565726992884,0.14599093018965031
34620,"Muncie, IN",26248,15989,118769,0.2210004294049794,0.13462267089897195
34740,"Muskegon, MI",46878,21887,170200,0.2754289071680376,0.1285957696827262
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",57438,41850,269772,0.212913126640274,0.15513099951069792
34900,"Napa, CA",29998,19086,124279,0.24137625825763,0.15357381375775472
34940,"Naples-Immokalee-Marco Island, FL",49941,61513,251377,0.19866972714289693,0.24470416943475337
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",344136,142195,1381287,0.24914156145681526,0.10294384874396124
35100,"New Bern, NC",27887,16295,114751,0.24302184730416293,0.14200311979852026
35300,"New Haven-Milford, CT",201679,119292,824008,0.24475369171173095,0.14477043912195028
35380,"New Orleans-Metairie, LA",358092,152029,1337726,0.26768710483312724,0.11364733884218442
35620,"New York-Newark-Jersey City, NY-NJ-PA",4684028,2379721,18944519,0.24724977182054608,0.12561527690410088
35660,"Niles-Benton Harbor, MI",42302,23449,162453,0.2603953143370698,0.1443432869814654
35840,"North Port-Sarasota-Bradenton, FL",107474,168230,589959,0.1821719814427782,0.2851554091047005
35980,"Norwich-New London, CT",63231,33765,259088,0.2440522139195949,0.13032251590193294
36100,"Ocala, FL",55425,63488,258916,0.21406556566608476,0.24520693970245175
36140,"Ocean City, NJ",22859,20681,102326,0.22339385884330473,0.2021089459179485
36220,"Odessa, TX",36820,13238,121123,0.30398850755017626,0.10929385830932192
36260,"Ogden-Clearfield, UT",162958,42883,485401,0.33571830301132466,0.08834551226717703
36420,"Oklahoma City, OK",281536,124547,1095421,0.25701168774379896,0.11369783854791903
36500,"Olympia-Tumwater, WA",52527,23629,207355,0.25331918690169036,0.11395432953147983
36540,"Omaha-Council Bluffs, NE-IA",208811,83960,767041,0.2722292550202662,0.10945959863944692
36740,"Orlando-Kissimmee-Sanford, FL",407879,204124,1644561,0.2480169479879433,0.12412066198821449
36780,"Oshkosh-Neenah, WI",37343,19663,156763,0.23821309875417032,0.1254313836810982
36980,"Owensboro, KY",28266,15002,109875,0.2572559726962457,0.13653697383390215
37100,"Oxnard-Thousand Oaks-Ventura, CA",214244,76804,753197,0.2844461674701307,0.10197066637280817
37340,"Palm Bay-Melbourne-Titusville, FL",104699,94681,476230,0.21984965247884425,0.19881359847132687
37460,"Panama City, FL",38537,21975,161549,0.23854681861230959,0.1360268401537614
37620,"Parkersburg-Vienna, WV",21720,14371,93859,0.23141094620654387,0.15311264769494667
37860,"Pensacola-Ferry Pass-Brent, FL",100540,52141,412153,0.2439385373878147,0.1265088450162925
37900,"Peoria, IL",91628,54010,366899,0.24973630345135855,0.14720672446640629
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1443301,758833,5687147,0.2537829600676754,0.13342946823776491
38060,"Phoenix-Mesa-Scottsdale, AZ",873084,388150,3251876,0.26848625224332046,0.11936186988679764
38220,"Pine Bluff, AR",27618,13771,107341,0.2572921809932831,0.12829207851613084
38300,"Pittsburgh, PA",541621,430748,2431087,0.222789641012436,0.17718329290560147
38340,"Pittsfield, MA",30187,24223,134953,0.22368528302446036,0.1794921194786333
38540,"Pocatello, ID",21256,7662,75565,0.2812942499834579,0.10139614901078542
38860,"Portland-South Portland, ME",117309,65087,487568,0.24060028549863813,0.133493174285433
38900,"Portland-Vancouver-Hillsboro, OR-WA",491742,199320,1927881,0.25506864790928485,0.10338812405952442
38940,"Port St. Lucie, FL",67206,79539,319426,0.21039614809063759,0.24900602956553317
39140,"Prescott, AZ",35403,36816,167517,0.21133974462293378,0.2197747094324755
39300,"Providence-Warwick, RI-MA",379540,227914,1582997,0.23976040384157393,0.14397626780088654
39340,"Provo-Orem, UT",128664,24312,376774,0.34148853158657444,0.06452674547606788
39380,"Pueblo, CO",36546,21456,141472,0.25832673603257184,0.1516625197919023
39460,"Punta Gorda, FL",22186,49167,141627,0.15665092108143222,0.34715838081721706
39540,"Racine, WI",50951,23233,188831,0.2698232811349831,0.12303594219169522
39580,"Raleigh, NC",201379,63539,797071,0.25264876027355154,0.07971560877261875
39660,"Rapid City, SD",32194,14148,120093,0.26807557476289207,0.11780869825884939
39740,"Reading, PA",91909,56190,373638,0.24598408084830772,0.1503862026881634
39820,"Redding, CA",42674,24861,163256,0.26139314940951636,0.1522823050913902
39900,"Reno, NV",85149,36243,342885,0.2483310731003106,0.10570016186184872
40060,"Richmond, VA",265231,119660,1055683,0.2512411396224056,0.11334841993287757
40140,"Riverside-San Bernardino-Ontario, CA",1020738,342423,3254821,0.3136080294430938,0.10520486380049779
40220,"Roanoke, VA",64959,44821,288309,0.22531034410996534,0.15546167480030107
40340,"Rochester, MN",50250,22865,184740,0.2720038973692757,0.12376853956912418
40380,"Rochester, NY",272636,136995,1062452,0.2566101809775877,0.12894229574606664
40420,"Rockford, IL",85972,39913,320204,0.26849133677280734,0.12464866147830758
40580,"Rocky Mount, NC",37271,17845,143026,0.26058898382112344,0.1247675247857033
40660,"Rome, GA",22236,12615,90565,0.24552531331088168,0.1392922210566996
40900,"Sacramento--Roseville--Arden-Arcade, CA",486631,203551,1796857,0.27082344337918934,0.11328169130876858
40980,"Saginaw, MI",55890,28331,210039,0.2660934397897533,0.13488447383581145
41060,"St. Cloud, MN",43528,18426,167392,0.2600363219269738,0.11007694513477347
41100,"St. George, UT",28190,15343,90354,0.31199504172477144,0.16980985899904819
41140,"St. Joseph, MO-KS",29776,18202,122336,0.24339523934083182,0.1487869474234894
41180,"St. Louis, MO-IL",701206,347591,2675343,0.26209947659047833,0.12992390134648155
41420,"Salem, OR",93778,44449,347214,0.27008703566100445,0.1280161514224657
41500,"Salinas, CA",114050,40299,401762,0.2838745326835291,0.10030565359591001
41540,"Salisbury, MD-DE",70408,52699,312572,0.22525370154716354,0.16859795503116082
41620,"Salt Lake City, UT",287836,75655,939122,0.30649478981431594,0.08055928835657135
41660,"San Angelo, TX",27604,14245,105781,0.2609542356377799,0.13466501545646192
41700,"San Antonio-New Braunfels, TX",485622,184941,1711703,0.28370692812947107,0.10804502883969941
41740,"San Diego-Carlsbad, CA",723661,313750,2813833,0.25717979709527894,0.11150270822753162
41860,"San Francisco-Oakland-Hayward, CA",931453,482491,4123740,0.2258757826633105,0.11700325432738243
41940,"San Jose-Sunnyvale-Santa Clara, CA",433545,164842,1735819,0.24976394428220916,0.09496497042606401
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",53413,35685,246681,0.21652660723768755,0.14466051297019228
42100,"Santa Cruz-Watsonville, CA",60741,25487,255602,0.23763898561044122,0.09971361726434065
42140,"Santa Fe, NM",31101,13903,129292,0.2405485258175293,0.10753178850972991
42200,"Santa Maria-Santa Barbara, CA",99502,50765,399347,0.2491617565675966,0.12712002343826295
42220,"Santa Rosa, CA",112153,57977,458614,0.24454770242513313,0.1264178590274174
42340,"Savannah, GA",76606,34489,293000,0.2614539249146758,0.1177098976109215
42540,"Scranton--Wilkes-Barre--Hazleton, PA",120657,107999,560625,0.21521872909698997,0.19264035674470456
42660,"Seattle-Tacoma-Bellevue, WA",747354,308796,3043878,0.24552692322097008,0.10144821835829163
