cbsa_fips,cbsa,vacancy_msa,vacancy_city
27620,"Jefferson City, MO",0.08974404174305457,0.07023017601695414
27740,"Johnson City, TN",0.08198942780755192,0.078118927322192
27780,"Johnstown, PA",0.08002006200984862,0.1302921418528355
27860,"Jonesboro, AR",0.08351377100294474,0.08424349833079174
27900,"Joplin, MO",0.08768601411039308,0.10441672918229557
27980,"Kahului-Wailuku-Lahaina, HI",0.2285982068648429,0.032735647310412896
28020,"Kalamazoo-Portage, MI",0.08830174516794896,0.07500471727781621
28100,"Kankakee, IL",0.05978822950012312,0.08618331053351573
28140,"Kansas City, MO-KS",0.06474600709849157,0.09070645566241957
28420,"Kennewick-Richland, WA",0.060252335281135924,0.05702490586580774
28660,"Killeen-Temple, TX",0.08307206182106926,0.081939846645729
28700,"Kingsport-Bristol-Bristol, TN-VA",0.08993447170102072,0.09790787300422096
28740,"Kingston, NY",0.1307947872669208,0.0720127855598383
28940,"Knoxville, TN",0.08910708111266111,0.09803367811628481
29020,"Kokomo, IN",0.07456653547494947,0.09057060828996949
29100,"La Crosse-Onalaska, WI-MN",0.04675973435049471,0.05051050240633293
29180,"Lafayette, LA",0.09302947969816326,0.07167395711085031
29200,"Lafayette-West Lafayette, IN",0.06118357897114462,0.06022966955706585
29340,"Lake Charles, LA",0.11220813711868784,0.10993031913201183
29420,"Lake Havasu City-Kingman, AZ",0.2154954909944793,0.2218698409940047
29460,"Lakeland-Winter Haven, FL",0.1729114393751988,0.14035402770651617
29540,"Lancaster, PA",0.04128007111506195,0.09081827658095899
29620,"Lansing-East Lansing, MI",0.05165452905326615,0.0687371846723979
29700,"Laredo, TX",0.08089700394884614,0.06890041535006658
29740,"Las Cruces, NM",0.08670449317589327,0.07884603244744649
29820,"Las Vegas-Henderson-Paradise, NV",0.08493405668820415,0.07326817810029151
29940,"Lawrence, KS",0.04382608695652174,0.04190958761942554
30020,"Lawton, OK",0.125337621904703,0.12776878105014686
30140,"Lebanon, PA",0.05614355231143552,0.08502673796791443
30300,"Lewiston, ID-WA",0.06573437623449474,0.0447215170972077
30340,"Lewiston-Auburn, ME",0.0855526544821584,0.071645415907711
30460,"Lexington-Fayette, KY",0.06509112072211888,0.06782476951285649
30620,"Lima, OH",0.08134252457904848,0.1259713005501673
30700,"Lincoln, NE",0.04921144199918659,0.04951732686267713
30780,"Little Rock-North Little Rock-Conway, AR",0.07950228507504285,0.08775488542686306
30860,"Logan, UT-ID",0.05737381104324308,0.053770759597059625
30980,"Longview, TX",0.09618465481970769,0.07690555230098288
31020,"Longview, WA",0.07182062966031483,0.0761247947454844
31080,"Los Angeles-Long Beach-Anaheim, CA",0.04040474550354177,0.04656778096233403
31140,"Louisville/Jefferson County, KY-IN",0.060853109999664326,0.08131106988249845
31180,"Lubbock, TX",0.08534019611526468,0.07778412199938144
31340,"Lynchburg, VA",0.08485880661248049,0.0782561505065123
31420,"Macon, GA",0.10330235821974611,0.1329920389707043
31460,"Madera, CA",0.10478619357714115,0.043367143199424966
31540,"Madison, WI",0.046971837203142935,0.03652834599649328
31700,"Manchester-Nashua, NH",0.03671621288201599,0.03584502745576571
31740,"Manhattan, KS",0.05861664712778429,0.04188807235726399
31860,"Mankato-North Mankato, MN",0.04537653187197013,0.03072341092562113
31900,"Mansfield, OH",0.06648825901775282,0.09363632280953878
32580,"McAllen-Edinburg-Mission, TX",0.18599798606857748,0.12581087495385265
32780,"Medford, OR",0.055521079525199045,0.04578469026885196
32820,"Memphis, TN-MS-AR",0.06778635600587238,0.07671090619844449
32900,"Merced, CA",0.0666637415354014,0.050947427085268435
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",0.11366675830527191,0.09562767878804215
33140,"Michigan City-La Porte, IN",0.10019508559654546,0.11750228535264749
33220,"Midland, MI",0.05997751213161321,0.05795307488887638
33260,"Midland, TX",0.11187397413827616,0.10490528164596663
33340,"Milwaukee-Waukesha-West Allis, WI",0.04947399408647719,0.06835991573879024
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",0.03046384501521981,0.03709239291602909
33540,"Missoula, MT",0.06970159006752341,0.042973240832507434
33660,"Mobile, AL",0.09038103948492135,0.08942183856033972
33700,"Modesto, CA",0.03753804531619885,0.03304604117358103
33740,"Monroe, LA",0.09790642994917426,0.08727323996616224
33780,"Monroe, MI",0.047794443165518584,0.056330295377182385
33860,"Montgomery, AL",0.10312999108087366,0.09682325693940337
34060,"Morgantown, WV",0.10269450926424539,0.08011261837727156
34100,"Morristown, TN",0.08284104335181314,0.0694092062341428
34580,"Mount Vernon-Anacortes, WA",0.08971204985825075,0.042329134833780716
34620,"Muncie, IN",0.0764422323248158,0.09544777354742592
34740,"Muskegon, MI",0.07622965167162611,0.08938058628664292
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",0.3531547522994998,0.2896029471960704
34900,"Napa, CA",0.06491741154178853,0.028729838709677418
34940,"Naples-Immokalee-Marco Island, FL",0.2875615763546798,0.3628803963198868
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",0.06168250443661541,0.0620661494487546
35100,"New Bern, NC",0.11669018343075993,0.09807102938525329
35300,"New Haven-Milford, CT",0.06366293744056913,0.11044370147900492
35380,"New Orleans-Metairie, LA",0.0910677880172733,0.12478439358225123
35620,"New York-Newark-Jersey City, NY-NJ-PA",0.05856837861379387,0.05602278350670059
35660,"Niles-Benton Harbor, MI",0.13446796922867452,0.07864762249141204
35840,"North Port-Sarasota-Bradenton, FL",0.18153121539637238,0.12904305152799464
35980,"Norwich-New London, CT",0.09793628133075519,0.09090361445783132
36100,"Ocala, FL",0.1296886591718774,0.09048339105409492
36140,"Ocean City, NJ",0.5370742583500829,0.6322790422701744
36220,"Odessa, TX",0.11422222222222222,0.11339092872570194
36260,"Ogden-Clearfield, UT",0.05496629073849691,0.07993145852232637
36420,"Oklahoma City, OK",0.08968954677557384,0.10394522877593151
36500,"Olympia-Tumwater, WA",0.05801366385080552,0.054108825615563884
36540,"Omaha-Council Bluffs, NE-IA",0.05468960647107916,0.05426263040710549
36740,"Orlando-Kissimmee-Sanford, FL",0.08529429406145261,0.08592319688990349
36780,"Oshkosh-Neenah, WI",0.05506713431498277,0.05263571990558615
36980,"Owensboro, KY",0.06875753920386007,0.06760760431240227
37100,"Oxnard-Thousand Oaks-Ventura, CA",0.033681350114416475,0.035203471637957756
37340,"Palm Bay-Melbourne-Titusville, FL",0.10751918296768616,0.07798917998905841
37460,"Panama City, FL",0.2498663132686987,0.1044839255499154
37620,"Parkersburg-Vienna, WV",0.10434136256997514,0.10142857142857142
37860,"Pensacola-Ferry Pass-Brent, FL",0.10890507924450123,0.0915354695313947
37900,"Peoria, IL",0.06324729457349171,0.07991857506361323
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.06460661970133555,0.10859752431423142
38060,"Phoenix-Mesa-Scottsdale, AZ",0.1030017613237343,0.06050033075719195
38220,"Pine Bluff, AR",0.11697072254804237,0.11243550969578367
38300,"Pittsburgh, PA",0.07693784127861317,0.1201412778668756
38340,"Pittsfield, MA",0.1552766926592359,0.07778713844425723
38540,"Pocatello, ID",0.06563122809428905,0.06268483056188491
38860,"Portland-South Portland, ME",0.15709552851626285,0.06741573033707865
38900,"Portland-Vancouver-Hillsboro, OR-WA",0.05733515747095626,0.05718331106962711
38940,"Port St. Lucie, FL",0.15639335685528893,0.07818404240859046
39140,"Prescott, AZ",0.1414290958032546,0.11934204386374242
39300,"Providence-Warwick, RI-MA",0.06535161513806519,0.0813664138997276
39340,"Provo-Orem, UT",0.04417269544924154,0.038914861394613816
39380,"Pueblo, CO",0.07377049180327869,0.06525822685002666
39460,"Punta Gorda, FL",0.19927781539155948,0.1955765128550578
39540,"Racine, WI",0.05218287427393667,0.05880768540132878
39580,"Raleigh, NC",0.06990619489974599,0.06703452389829245
39660,"Rapid City, SD",0.09027478342675709,0.04490755498884284
39740,"Reading, PA",0.05759475975556177,0.12242816343183541
39820,"Redding, CA",0.07824444121493969,0.050263298029702384
39900,"Reno, NV",0.08218330767539037,0.06984003121342178
40060,"Richmond, VA",0.057131790452212644,0.08379749030146724
40140,"Riverside-San Bernardino-Ontario, CA",0.12750886772233386,0.046165119687347336
40220,"Roanoke, VA",0.07912947547888878,0.07190047948383675
40340,"Rochester, MN",0.04465274588724709,0.03479884569682567
40380,"Rochester, NY",0.0749118924678305,0.10812815039733839
40420,"Rockford, IL",0.055778089325055076,0.0694038068271197
40580,"Rocky Mount, NC",0.11493292712888802,0.11304671659701246
40660,"Rome, GA",0.07065410350949064,0.08188585607940446
40900,"Sacramento--Roseville--Arden-Arcade, CA",0.06948855983585578,0.05718572552559512
40980,"Saginaw, MI",0.05935325419566107,0.09583057061507859
41060,"St. Cloud, MN",0.04834433969663221,0.02567852380747559
41100,"St. George, UT",0.17925873129009265,0.17625575107906843
41140,"St. Joseph, MO-KS",0.07976030377343564,0.08585285966238347
41180,"St. Louis, MO-IL",0.07433795953828748,0.16601834945620741
41420,"Salem, OR",0.0598333773136804,0.05836445732761023
41500,"Salinas, CA",0.0795092173596137,0.03431755717491616
41540,"Salisbury, MD-DE",0.3356694407942765,0.057324178110694964
41620,"Salt Lake City, UT",0.05228448275862069,0.07258545954784956
41660,"San Angelo, TX",0.10334597367834039,0.09796015809437916
41700,"San Antonio-New Braunfels, TX",0.07297026024024311,0.06383420837546927
41740,"San Diego-Carlsbad, CA",0.043716813648813774,0.04044804115063372
41860,"San Francisco-Oakland-Hayward, CA",0.034169273729457515,0.048558986745621556
41940,"San Jose-Sunnyvale-Santa Clara, CA",0.02363098075283471,0.01860268733079999
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",0.09323881691517966,0.03454884491867813
42100,"Santa Cruz-Watsonville, CA",0.07822155694679032,0.04938616071428571
42140,"Santa Fe, NM",0.09044903901145561,0.0970752955818295
42200,"Santa Maria-Santa Barbara, CA",0.043939510570254935,0.03967526162477074
42220,"Santa Rosa, CA",0.05869409728478376,0.026781062211261246
42340,"Savannah, GA",0.09322026981808092,0.10554172397583439
42540,"Scranton--Wilkes-Barre--Hazleton, PA",0.09927955657716182,0.11413289563051845
42660,"Seattle-Tacoma-Bellevue, WA",0.04694058631527469,0.04445076961748311
42680,"Sebastian-Vero Beach, FL",0.15137646368001106,0.1720785533735174
42700,"Sebring, FL",0.23287474921180853,0.2099920382165605
43100,"Sheboygan, WI",0.05227762421920909,0.04517048065435162
43300,"Sherman-Denison, TX",0.11313256752561317,0.07952565992228326
43340,"Shreveport-Bossier City, LA",0.10058900194096557,0.0937766410912191
43420,"Sierra Vista-Douglas, AZ",0.14147400539842742,0.09493146318138349
43580,"Sioux City, IA-NE-SD",0.05779706674648309,0.05210551218358174
43620,"Sioux Falls, SD",0.04114916074758938,0.03771284829721362
43780,"South Bend-Mishawaka, IN-MI",0.08004767106961963,0.07424108395003129
43900,"Spartanburg, SC",0.08737960893158381,0.0964624773960217
44060,"Spokane-Spokane Valley, WA",0.0800403590145172,0.07310583231939596
44100,"Springfield, IL",0.07878206823591642,0.09513706660711295
44140,"Springfield, MA",0.05415098969409455,0.06607598247564245
44180,"Springfield, MO",0.07149840567948726,0.07119885139985642
44220,"Springfield, OH",0.07219601677148847,0.10423419427479613
44300,"State College, PA",0.07219578262259928,0.037155669442664956
44420,"Staunton-Waynesboro, VA",0.06956635091683323,0.07202455164476838
44700,"Stockton-Lodi, CA",0.03981285684076972,0.04249043173008946
44940,"Sumter, SC",0.09635697348566502,0.09156686626746507
45060,"Syracuse, NY",0.0937290999964043,0.12772759267949318
45220,"Tallahassee, FL",0.08201216836809314,0.07600450180510691
45300,"Tampa-St. Petersburg-Clearwater, FL",0.11771457343185496,0.0811483620080132
45460,"Terre Haute, IN",0.09259540195010274,0.10789514744889998
45500,"Texarkana, TX-AR",0.10663917525773196,0.10168818272095333
45540,"The Villages, FL",0.17527287160150823,0.13287265547877591
45780,"Toledo, OH",0.06331767701829905,0.0782578232800223
45820,"Topeka, KS",0.07057798431600348,0.07521927881633737
45940,"Trenton, NJ",0.056069927971188475,0.13018940401264664
46060,"Tucson, AZ",0.09376474149049592,0.07975802565729526
46140,"Tulsa, OK",0.07913816409290132,0.07615172375351857
46220,"Tuscaloosa, AL",0.10920466715517728,0.09972172017098431
46340,"Tyler, TX",0.083806362533298,0.07957664770637009
46520,"Urban Honolulu, HI",0.09347823335063357,0.11550266917932978
46540,"Utica-Rome, NY",0.1379451008314235,0.13999862947988762
46660,"Valdosta, GA",0.11411486233960384,0.11715237742635003
46700,"Vallejo-Fairfield, CA",0.03055466757859835,0.039253742206264104
47020,"Victoria, TX",0.10051964477193369,0.08527612433862433
47220,"Vineland-Bridgeton, NJ",0.07037058055728959,0.049050481916213376
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",0.06760041300318731,0.0482015319484585
47300,"Visalia-Porterville, CA",0.0773493593226289,0.05423531573467263
47380,"Waco, TX",0.07677414470055055,0.07726052510967066
47460,"Walla Walla, WA",0.0790416576732139,0.07052631578947369
47580,"Warner Robins, GA",0.08327251242484274,0.09857985983032092
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.047748649021540635,0.09644344994451418
47940,"Waterloo-Cedar Falls, IA",0.04326807228915663,0.04508627411098681
48060,"Watertown-Fort Drum, NY",0.2589606066210468,0.11357429718875502
48140,"Wausau, WI",0.05277998411437649,0.05939524838012959
48260,"Weirton-Steubenville, WV-OH",0.07906167080734844,0.061596480201131364
48300,"Wenatchee, WA",0.1523378930128486,0.06486157060769633
48540,"Wheeling, WV-OH",0.10065591770688859,0.12651216095759582
48620,"Wichita, KS",0.07674823443997096,0.0856697716918991
48660,"Wichita Falls, TX",0.09744719867453794,0.09414066227693482
48700,"Williamsport, PA",0.10409042390972857,0.09649511978704525
48900,"Wilmington, NC",0.16110303344155197,0.11166554630539324
49020,"Winchester, VA-WV",0.11172961344835998,0.05535090204968358
49180,"Winston-Salem, NC",0.07216129597126579,0.07683459857372901
49340,"Worcester, MA-CT",0.04983368311518248,0.05224608684586344
49420,"Yakima, WA",0.06543814888726097,0.07488740704535139
49620,"York-Hanover, PA",0.05424323634507402,0.12932988022013597
49660,"Youngstown-Warren-Boardman, OH-PA",0.07174239886576977,0.13407249925993703
49700,"Yuba City, CA",0.06647041507212247,0.04470960322024152
49740,"Yuma, AZ",0.27369840841650933,0.22700507614213197
