cty_fips,county,year,labor_force,employed,unemployed
21001,"Adair County, KY",2005,"8,675","8,190",485
21003,"Allen County, KY",2005,"8,586","8,029",557
21005,"Anderson County, KY",2005,"10,616","10,108",508
21007,"Ballard County, KY",2005,"4,180","3,895",285
21009,"Barren County, KY",2005,"19,363","18,320","1,043"
21011,"Bath County, KY",2005,"5,015","4,605",410
21013,"Bell County, KY",2005,"9,425","8,726",699
21015,"Boone County, KY",2005,"59,889","57,025","2,864"
21017,"Bourbon County, KY",2005,"9,810","9,276",534
21019,"Boyd County, KY",2005,"22,989","21,631","1,358"
21021,"Boyle County, KY",2005,"12,713","11,872",841
21023,"Bracken County, KY",2005,"4,422","4,142",280
21025,"Breathitt County, KY",2005,"5,563","5,150",413
21027,"Breckinridge County, KY",2005,"8,919","8,296",623
21029,"Bullitt County, KY",2005,"35,870","33,830","2,040"
21031,"Butler County, KY",2005,"5,719","5,312",407
21033,"Caldwell County, KY",2005,"6,394","6,019",375
21035,"Calloway County, KY",2005,"17,597","16,615",982
21037,"Campbell County, KY",2005,"45,946","43,475","2,471"
21039,"Carlisle County, KY",2005,"2,321","2,152",169
21041,"Carroll County, KY",2005,"5,619","5,307",312
21043,"Carter County, KY",2005,"13,629","12,504","1,125"
21045,"Casey County, KY",2005,"7,075","6,646",429
21047,"Christian County, KY",2005,"26,460","24,620","1,840"
21049,"Clark County, KY",2005,"17,061","16,130",931
21051,"Clay County, KY",2005,"7,153","6,547",606
21053,"Clinton County, KY",2005,"4,542","4,251",291
21055,"Crittenden County, KY",2005,"4,001","3,762",239
21057,"Cumberland County, KY",2005,"2,963","2,728",235
21059,"Daviess County, KY",2005,"46,341","43,643","2,698"
21061,"Edmonson County, KY",2005,"5,408","5,024",384
21063,"Elliott County, KY",2005,"3,006","2,716",290
21065,"Estill County, KY",2005,"6,039","5,609",430
21067,"Fayette County, KY",2005,"146,365","139,834","6,531"
21069,"Fleming County, KY",2005,"6,629","6,229",400
21071,"Floyd County, KY",2005,"14,982","13,928","1,054"
21073,"Franklin County, KY",2005,"25,110","23,945","1,165"
21075,"Fulton County, KY",2005,"2,858","2,647",211
21077,"Gallatin County, KY",2005,"4,053","3,815",238
21079,"Garrard County, KY",2005,"7,522","7,057",465
21081,"Grant County, KY",2005,"12,592","11,903",689
21083,"Graves County, KY",2005,"16,336","14,709","1,627"
21085,"Grayson County, KY",2005,"11,498","10,509",989
21087,"Green County, KY",2005,"5,585","5,241",344
21089,"Greenup County, KY",2005,"17,203","16,106","1,097"
21091,"Hancock County, KY",2005,"4,154","3,895",259
21093,"Hardin County, KY",2005,"46,216","43,522","2,694"
21095,"Harlan County, KY",2005,"10,052","9,264",788
21097,"Harrison County, KY",2005,"8,880","8,358",522
21099,"Hart County, KY",2005,"7,814","7,309",505
21101,"Henderson County, KY",2005,"23,169","21,920","1,249"
21103,"Henry County, KY",2005,"7,904","7,452",452
21105,"Hickman County, KY",2005,"2,049","1,890",159
21107,"Hopkins County, KY",2005,"22,736","21,403","1,333"
21109,"Jackson County, KY",2005,"4,767","4,410",357
21111,"Jefferson County, KY",2005,"351,726","330,869","20,857"
21113,"Jessamine County, KY",2005,"21,888","20,862","1,026"
21115,"Johnson County, KY",2005,"9,712","9,058",654
21117,"Kenton County, KY",2005,"84,011","79,788","4,223"
21119,"Knott County, KY",2005,"6,666","6,207",459
21121,"Knox County, KY",2005,"12,093","11,322",771
21123,"Larue County, KY",2005,"6,884","6,451",433
21125,"Laurel County, KY",2005,"25,952","24,505","1,447"
21127,"Lawrence County, KY",2005,"5,809","5,342",467
21129,"Lee County, KY",2005,"2,692","2,487",205
21131,"Leslie County, KY",2005,"3,586","3,294",292
21133,"Letcher County, KY",2005,"9,036","8,383",653
21135,"Lewis County, KY",2005,"5,577","5,052",525
21137,"Lincoln County, KY",2005,"10,652","9,921",731
21139,"Livingston County, KY",2005,"4,835","4,554",281
21141,"Logan County, KY",2005,"12,306","11,518",788
21143,"Lyon County, KY",2005,"3,217","2,981",236
21145,"McCracken County, KY",2005,"31,187","29,378","1,809"
21147,"McCreary County, KY",2005,"6,015","5,494",521
21149,"McLean County, KY",2005,"4,642","4,308",334
21151,"Madison County, KY",2005,"41,502","39,467","2,035"
21153,"Magoffin County, KY",2005,"4,479","3,957",522
21155,"Marion County, KY",2005,"9,340","8,805",535
21157,"Marshall County, KY",2005,"14,427","13,489",938
21159,"Martin County, KY",2005,"3,672","3,390",282
21161,"Mason County, KY",2005,"8,732","8,184",548
21163,"Meade County, KY",2005,"12,179","11,324",855
21165,"Menifee County, KY",2005,"2,600","2,389",211
21167,"Mercer County, KY",2005,"10,466","9,863",603
21169,"Metcalfe County, KY",2005,"4,476","4,225",251
21171,"Monroe County, KY",2005,"5,038","4,718",320
21173,"Montgomery County, KY",2005,"11,712","10,903",809
21175,"Morgan County, KY",2005,"5,010","4,529",481
21177,"Muhlenberg County, KY",2005,"12,827","11,728","1,099"
21179,"Nelson County, KY",2005,"20,580","19,280","1,300"
21181,"Nicholas County, KY",2005,"2,999","2,715",284
21183,"Ohio County, KY",2005,"11,590","10,832",758
21185,"Oldham County, KY",2005,"26,226","24,974","1,252"
21187,"Owen County, KY",2005,"5,133","4,835",298
21189,"Owsley County, KY",2005,"1,556","1,436",120
21191,"Pendleton County, KY",2005,"7,494","7,069",425
21193,"Perry County, KY",2005,"11,300","10,495",805
21195,"Pike County, KY",2005,"24,724","23,181","1,543"
21197,"Powell County, KY",2005,"5,503","5,079",424
21199,"Pulaski County, KY",2005,"26,782","25,179","1,603"
21201,"Robertson County, KY",2005,"1,079","1,003",76
21203,"Rockcastle County, KY",2005,"7,392","6,864",528
21205,"Rowan County, KY",2005,"12,137","11,439",698
21207,"Russell County, KY",2005,"7,864","7,346",518
21209,"Scott County, KY",2005,"20,631","19,630","1,001"
21211,"Shelby County, KY",2005,"20,059","19,022","1,037"
21213,"Simpson County, KY",2005,"8,811","8,319",492
21215,"Spencer County, KY",2005,"8,190","7,752",438
21217,"Taylor County, KY",2005,"12,891","12,214",677
21219,"Todd County, KY",2005,"5,334","4,986",348
21221,"Trigg County, KY",2005,"6,469","6,044",425
21223,"Trimble County, KY",2005,"4,358","4,080",278
21225,"Union County, KY",2005,"7,192","6,764",428
21227,"Warren County, KY",2005,"55,266","52,543","2,723"
21229,"Washington County, KY",2005,"5,149","4,840",309
21231,"Wayne County, KY",2005,"8,709","8,177",532
21233,"Webster County, KY",2005,"6,672","6,337",335
21235,"Whitley County, KY",2005,"15,358","14,441",917
21237,"Wolfe County, KY",2005,"2,306","2,076",230
21239,"Woodford County, KY",2005,"13,300","12,747",553
22001,"Acadia Parish, LA",2005,"25,409","23,861","1,548"
22003,"Allen Parish, LA",2005,"8,697","7,854",843
22005,"Ascension Parish, LA",2005,"45,815","42,827","2,988"
22007,"Assumption Parish, LA",2005,"10,045","9,053",992
22009,"Avoyelles Parish, LA",2005,"16,059","14,730","1,329"
22011,"Beauregard Parish, LA",2005,"14,318","13,243","1,075"
22013,"Bienville Parish, LA",2005,"6,270","5,809",461
22015,"Bossier Parish, LA",2005,"51,496","48,695","2,801"
22017,"Caddo Parish, LA",2005,"117,535","110,343","7,192"
22019,"Calcasieu Parish, LA",2005,"91,004","84,177","6,827"
22021,"Caldwell Parish, LA",2005,"4,328","4,010",318
22023,"Cameron Parish, LA",2005,"4,461","4,201",260
22025,"Catahoula Parish, LA",2005,"4,156","3,808",348
22027,"Claiborne Parish, LA",2005,"6,930","6,486",444
22029,"Concordia Parish, LA",2005,"7,361","6,577",784
22031,"De Soto Parish, LA",2005,"11,419","10,627",792
22033,"East Baton Rouge Parish, LA",2005,"212,877","198,114","14,763"
22035,"East Carroll Parish, LA",2005,"2,926","2,536",390
22037,"East Feliciana Parish, LA",2005,"8,204","7,644",560
22039,"Evangeline Parish, LA",2005,"12,148","11,269",879
22041,"Franklin Parish, LA",2005,"7,818","7,103",715
22043,"Grant Parish, LA",2005,"8,558","8,015",543
22045,"Iberia Parish, LA",2005,"32,671","30,483","2,188"
22047,"Iberville Parish, LA",2005,"12,609","11,474","1,135"
22049,"Jackson Parish, LA",2005,"6,412","6,028",384
22051,"Jefferson Parish, LA",2005,0,0,0
22053,"Jefferson Davis Parish, LA",2005,"14,294","13,411",883
22055,"Lafayette Parish, LA",2005,"104,121","98,670","5,451"
22057,"Lafourche Parish, LA",2005,"45,371","42,664","2,707"
22059,"LaSalle Parish, LA",2005,"5,796","5,482",314
22061,"Lincoln Parish, LA",2005,"18,616","17,335","1,281"
22063,"Livingston Parish, LA",2005,"53,346","50,173","3,173"
22065,"Madison Parish, LA",2005,"4,682","4,251",431
22067,"Morehouse Parish, LA",2005,"11,717","10,640","1,077"
22069,"Natchitoches Parish, LA",2005,"17,850","16,615","1,235"
22071,"Orleans Parish, LA",2005,0,0,0
22073,"Ouachita Parish, LA",2005,"72,428","67,986","4,442"
22075,"Plaquemines Parish, LA",2005,0,0,0
22077,"Pointe Coupee Parish, LA",2005,"9,917","9,037",880
22079,"Rapides Parish, LA",2005,"59,209","55,567","3,642"
22081,"Red River Parish, LA",2005,"3,342","3,046",296
22083,"Richland Parish, LA",2005,"8,560","7,895",665
22085,"Sabine Parish, LA",2005,"9,459","8,878",581
22087,"St. Bernard Parish, LA",2005,0,0,0
22089,"St. Charles Parish, LA",2005,0,0,0
22091,"St. Helena Parish, LA",2005,"4,370","3,756",614
22093,"St. James Parish, LA",2005,"9,021","8,067",954
22095,"St. John the Baptist Parish, LA",2005,0,0,0
22097,"St. Landry Parish, LA",2005,"37,026","34,372","2,654"
22099,"St. Martin Parish, LA",2005,"22,687","21,322","1,365"
22101,"St. Mary Parish, LA",2005,"22,426","20,448","1,978"
22103,"St. Tammany Parish, LA",2005,0,0,0
22105,"Tangipahoa Parish, LA",2005,"50,534","45,709","4,825"
22107,"Tensas Parish, LA",2005,"2,300","1,985",315
22109,"Terrebonne Parish, LA",2005,"51,003","47,669","3,334"
22111,"Union Parish, LA",2005,"10,458","9,805",653
22113,"Vermilion Parish, LA",2005,"23,387","21,973","1,414"
22115,"Vernon Parish, LA",2005,"21,068","19,829","1,239"
22117,"Washington Parish, LA",2005,"16,300","14,652","1,648"
22119,"Webster Parish, LA",2005,"19,464","18,212","1,252"
22121,"West Baton Rouge Parish, LA",2005,"10,456","9,720",736
22123,"West Carroll Parish, LA",2005,"4,732","4,210",522
22125,"West Feliciana Parish, LA",2005,"4,932","4,533",399
22127,"Winn Parish, LA",2005,"6,243","5,843",400
23001,"Androscoggin County, ME",2005,"57,033","54,212","2,821"
23003,"Aroostook County, ME",2005,"35,237","32,903","2,334"
23005,"Cumberland County, ME",2005,"155,620","149,953","5,667"
23007,"Franklin County, ME",2005,"14,639","13,793",846
23009,"Hancock County, ME",2005,"29,883","28,227","1,656"
23011,"Kennebec County, ME",2005,"62,219","59,093","3,126"
23013,"Knox County, ME",2005,"21,374","20,474",900
23015,"Lincoln County, ME",2005,"18,258","17,442",816
23017,"Oxford County, ME",2005,"28,122","26,492","1,630"
23019,"Penobscot County, ME",2005,"77,286","73,351","3,935"
23021,"Piscataquis County, ME",2005,"7,517","6,964",553
23023,"Sagadahoc County, ME",2005,"18,535","17,724",811
23025,"Somerset County, ME",2005,"24,780","22,888","1,892"
23027,"Waldo County, ME",2005,"19,519","18,465","1,054"
23029,"Washington County, ME",2005,"15,343","14,037","1,306"
23031,"York County, ME",2005,"111,780","107,108","4,672"
24001,"Allegany County, MD",2005,"35,318","33,166","2,152"
24003,"Anne Arundel County, MD",2005,"274,457","264,791","9,666"
24005,"Baltimore County, MD",2005,"419,256","401,317","17,939"
24009,"Calvert County, MD",2005,"46,014","44,445","1,569"
24011,"Caroline County, MD",2005,"16,172","15,464",708
24013,"Carroll County, MD",2005,"91,900","88,855","3,045"
24015,"Cecil County, MD",2005,"49,714","47,424","2,290"
24017,"Charles County, MD",2005,"72,704","70,220","2,484"
24019,"Dorchester County, MD",2005,"16,998","16,075",923
24021,"Frederick County, MD",2005,"120,349","116,571","3,778"
24023,"Garrett County, MD",2005,"16,519","15,725",794
24025,"Harford County, MD",2005,"129,191","124,093","5,098"
24027,"Howard County, MD",2005,"154,170","149,405","4,765"
24029,"Kent County, MD",2005,"10,919","10,462",457
24031,"Montgomery County, MD",2005,"504,410","488,676","15,734"
24033,"Prince George's County, MD",2005,"442,341","422,550","19,791"
24035,"Queen Anne's County, MD",2005,"25,037","24,160",877
24037,"St. Mary's County, MD",2005,"49,151","47,414","1,737"
24039,"Somerset County, MD",2005,"11,436","10,745",691
24041,"Talbot County, MD",2005,"18,922","18,184",738
24043,"Washington County, MD",2005,"67,796","64,816","2,980"
24045,"Wicomico County, MD",2005,"51,702","49,509","2,193"
24047,"Worcester County, MD",2005,"27,716","25,885","1,831"
24510,"Baltimore city, MD",2005,"272,354","253,539","18,815"
25001,"Barnstable County, MA",2005,"122,143","116,121","6,022"
25003,"Berkshire County, MA",2005,"72,664","69,494","3,170"
25005,"Bristol County, MA",2005,"287,829","270,614","17,215"
25007,"Dukes County, MA",2005,"10,977","10,545",432
25009,"Essex County, MA",2005,"375,771","356,017","19,754"
25011,"Franklin County, MA",2005,"39,577","37,877","1,700"
25013,"Hampden County, MA",2005,"224,160","211,095","13,065"
25015,"Hampshire County, MA",2005,"87,822","84,266","3,556"
25017,"Middlesex County, MA",2005,"810,099","777,113","32,986"
25019,"Nantucket County/town, MA",2005,"8,138","7,940",198
25021,"Norfolk County, MA",2005,"355,887","341,107","14,780"
25023,"Plymouth County, MA",2005,"258,416","245,829","12,587"
25025,"Suffolk County, MA",2005,"332,082","314,372","17,710"
25027,"Worcester County, MA",2005,"398,556","377,703","20,853"
26001,"Alcona County, MI",2005,"4,296","3,848",448
26003,"Alger County, MI",2005,"4,384","4,049",335
26005,"Allegan County, MI",2005,"55,028","51,556","3,472"
26007,"Alpena County, MI",2005,"15,097","13,956","1,141"
26009,"Antrim County, MI",2005,"12,103","11,164",939
26011,"Arenac County, MI",2005,"7,824","7,089",735
26013,"Baraga County, MI",2005,"4,131","3,666",465
26015,"Barry County, MI",2005,"30,891","29,298","1,593"
26017,"Bay County, MI",2005,"55,557","51,608","3,949"
26019,"Benzie County, MI",2005,"9,135","8,420",715
26021,"Berrien County, MI",2005,"79,071","73,591","5,480"
26023,"Branch County, MI",2005,"22,721","21,100","1,621"
26025,"Calhoun County, MI",2005,"71,724","66,925","4,799"
26027,"Cass County, MI",2005,"27,659","26,253","1,406"
26029,"Charlevoix County, MI",2005,"14,363","13,295","1,068"
26031,"Cheboygan County, MI",2005,"13,225","12,020","1,205"
26033,"Chippewa County, MI",2005,"17,538","16,024","1,514"
26035,"Clare County, MI",2005,"13,482","12,170","1,312"
26037,"Clinton County, MI",2005,"37,266","35,272","1,994"
26039,"Crawford County, MI",2005,"6,800","6,313",487
26041,"Delta County, MI",2005,"20,300","18,819","1,481"
26043,"Dickinson County, MI",2005,"14,474","13,637",837
26045,"Eaton County, MI",2005,"58,653","55,410","3,243"
26047,"Emmet County, MI",2005,"20,154","18,550","1,604"
26049,"Genesee County, MI",2005,"212,686","195,902","16,784"
26051,"Gladwin County, MI",2005,"10,902","9,776","1,126"
26053,"Gogebic County, MI",2005,"7,756","7,144",612
26055,"Grand Traverse County, MI",2005,"48,348","45,460","2,888"
26057,"Gratiot County, MI",2005,"20,309","18,614","1,695"
26059,"Hillsdale County, MI",2005,"22,353","20,645","1,708"
26061,"Houghton County, MI",2005,"17,571","16,423","1,148"
26063,"Huron County, MI",2005,"17,061","15,750","1,311"
26065,"Ingham County, MI",2005,"152,166","142,407","9,759"
26067,"Ionia County, MI",2005,"30,924","28,656","2,268"
26069,"Iosco County, MI",2005,"10,958","9,953","1,005"
26071,"Iron County, MI",2005,"5,874","5,438",436
26073,"Isabella County, MI",2005,"37,989","36,097","1,892"
26075,"Jackson County, MI",2005,"78,307","72,944","5,363"
26077,"Kalamazoo County, MI",2005,"132,576","125,622","6,954"
26079,"Kalkaska County, MI",2005,"8,774","8,110",664
26081,"Kent County, MI",2005,"321,655","302,857","18,798"
26083,"Keweenaw County, MI",2005,"1,064",951,113
26085,"Lake County, MI",2005,"4,388","3,930",458
26087,"Lapeer County, MI",2005,"45,788","42,344","3,444"
26089,"Leelanau County, MI",2005,"11,576","10,976",600
26091,"Lenawee County, MI",2005,"49,734","46,189","3,545"
26093,"Livingston County, MI",2005,"96,140","91,165","4,975"
26095,"Luce County, MI",2005,"2,834","2,615",219
26097,"Mackinac County, MI",2005,"6,509","5,849",660
26099,"Macomb County, MI",2005,"428,038","399,805","28,233"
26101,"Manistee County, MI",2005,"12,157","11,188",969
26103,"Marquette County, MI",2005,"35,566","33,490","2,076"
26105,"Mason County, MI",2005,"15,205","14,013","1,192"
26107,"Mecosta County, MI",2005,"20,188","18,705","1,483"
26109,"Menominee County, MI",2005,"13,293","12,583",710
26111,"Midland County, MI",2005,"41,907","39,428","2,479"
26113,"Missaukee County, MI",2005,"6,720","6,217",503
26115,"Monroe County, MI",2005,"77,855","73,029","4,826"
26117,"Montcalm County, MI",2005,"29,471","26,895","2,576"
26119,"Montmorency County, MI",2005,"4,301","3,780",521
26121,"Muskegon County, MI",2005,"90,054","83,745","6,309"
26123,"Newaygo County, MI",2005,"23,425","21,667","1,758"
26125,"Oakland County, MI",2005,"642,576","607,355","35,221"
26127,"Oceana County, MI",2005,"14,393","13,221","1,172"
26129,"Ogemaw County, MI",2005,"9,884","9,126",758
26131,"Ontonagon County, MI",2005,"3,578","3,313",265
26133,"Osceola County, MI",2005,"10,242","9,459",783
26135,"Oscoda County, MI",2005,"3,957","3,537",420
26137,"Otsego County, MI",2005,"12,957","12,041",916
26139,"Ottawa County, MI",2005,"136,228","129,095","7,133"
26141,"Presque Isle County, MI",2005,"6,222","5,520",702
26143,"Roscommon County, MI",2005,"11,205","10,253",952
26145,"Saginaw County, MI",2005,"98,365","90,520","7,845"
26147,"St. Clair County, MI",2005,"85,725","79,111","6,614"
26149,"St. Joseph County, MI",2005,"30,942","28,946","1,996"
26151,"Sanilac County, MI",2005,"22,187","20,371","1,816"
26153,"Schoolcraft County, MI",2005,"4,070","3,633",437
26155,"Shiawassee County, MI",2005,"36,739","33,817","2,922"
26157,"Tuscola County, MI",2005,"29,259","26,868","2,391"
26159,"Van Buren County, MI",2005,"40,873","37,996","2,877"
26161,"Washtenaw County, MI",2005,"189,926","181,459","8,467"
26163,"Wayne County, MI",2005,"910,762","835,251","75,511"
26165,"Wexford County, MI",2005,"14,753","13,622","1,131"
27001,"Aitkin County, MN",2005,"7,741","7,276",465
27003,"Anoka County, MN",2005,"189,702","182,389","7,313"
27005,"Becker County, MN",2005,"16,642","15,751",891
27007,"Beltrami County, MN",2005,"21,185","20,062","1,123"
27009,"Benton County, MN",2005,"22,165","21,129","1,036"
27011,"Big Stone County, MN",2005,"2,759","2,633",126
27013,"Blue Earth County, MN",2005,"35,479","34,296","1,183"
27015,"Brown County, MN",2005,"14,822","14,187",635
27017,"Carlton County, MN",2005,"17,021","16,036",985
27019,"Carver County, MN",2005,"48,068","46,435","1,633"
27021,"Cass County, MN",2005,"14,438","13,549",889
27023,"Chippewa County, MN",2005,"7,170","6,875",295
27025,"Chisago County, MN",2005,"27,047","25,756","1,291"
27027,"Clay County, MN",2005,"30,853","29,791","1,062"
27029,"Clearwater County, MN",2005,"3,869","3,478",391
27031,"Cook County, MN",2005,"3,241","3,100",141
27033,"Cottonwood County, MN",2005,"6,311","6,038",273
27035,"Crow Wing County, MN",2005,"32,080","30,515","1,565"
27037,"Dakota County, MN",2005,"227,941","219,756","8,185"
27039,"Dodge County, MN",2005,"11,172","10,741",431
27041,"Douglas County, MN",2005,"20,027","19,266",761
27043,"Faribault County, MN",2005,"8,048","7,661",387
27045,"Fillmore County, MN",2005,"11,274","10,798",476
27047,"Freeborn County, MN",2005,"16,243","15,485",758
27049,"Goodhue County, MN",2005,"24,721","23,627","1,094"
27051,"Grant County, MN",2005,"3,052","2,880",172
27053,"Hennepin County, MN",2005,"652,568","628,595","23,973"
27055,"Houston County, MN",2005,"11,082","10,580",502
27057,"Hubbard County, MN",2005,"9,656","9,131",525
27059,"Isanti County, MN",2005,"21,044","20,029","1,015"
27061,"Itasca County, MN",2005,"22,419","21,092","1,327"
27063,"Jackson County, MN",2005,"6,670","6,444",226
27065,"Kanabec County, MN",2005,"7,778","7,256",522
27067,"Kandiyohi County, MN",2005,"23,214","22,252",962
27069,"Kittson County, MN",2005,"2,575","2,440",135
27071,"Koochiching County, MN",2005,"6,953","6,530",423
27073,"Lac qui Parle County, MN",2005,"4,099","3,939",160
27075,"Lake County, MN",2005,"6,089","5,829",260
27077,"Lake of the Woods County, MN",2005,"2,447","2,338",109
27079,"Le Sueur County, MN",2005,"14,186","13,416",770
27081,"Lincoln County, MN",2005,"3,394","3,271",123
27083,"Lyon County, MN",2005,"14,619","14,139",480
27085,"McLeod County, MN",2005,"20,040","19,222",818
27087,"Mahnomen County, MN",2005,"2,552","2,412",140
27089,"Marshall County, MN",2005,"5,289","4,915",374
27091,"Martin County, MN",2005,"11,241","10,776",465
27093,"Meeker County, MN",2005,"12,352","11,725",627
27095,"Mille Lacs County, MN",2005,"11,974","11,174",800
27097,"Morrison County, MN",2005,"17,370","16,425",945
27099,"Mower County, MN",2005,"20,333","19,559",774
27101,"Murray County, MN",2005,"5,395","5,176",219
27103,"Nicollet County, MN",2005,"18,843","18,242",601
27105,"Nobles County, MN",2005,"11,095","10,730",365
27107,"Norman County, MN",2005,"3,619","3,451",168
27109,"Olmsted County, MN",2005,"78,290","75,583","2,707"
27111,"Otter Tail County, MN",2005,"29,550","28,123","1,427"
27113,"Pennington County, MN",2005,"8,194","7,742",452
27115,"Pine County, MN",2005,"13,666","12,768",898
27117,"Pipestone County, MN",2005,"5,049","4,866",183
27119,"Polk County, MN",2005,"16,899","16,140",759
27121,"Pope County, MN",2005,"6,093","5,858",235
27123,"Ramsey County, MN",2005,"271,356","260,757","10,599"
27125,"Red Lake County, MN",2005,"2,235","2,082",153
27127,"Redwood County, MN",2005,"8,201","7,884",317
27129,"Renville County, MN",2005,"8,437","8,024",413
27131,"Rice County, MN",2005,"31,538","30,121","1,417"
27133,"Rock County, MN",2005,"5,184","5,027",157
27135,"Roseau County, MN",2005,"10,185","9,672",513
27137,"St. Louis County, MN",2005,"101,353","96,270","5,083"
27139,"Scott County, MN",2005,"69,821","67,345","2,476"
27141,"Sherburne County, MN",2005,"46,529","44,513","2,016"
27143,"Sibley County, MN",2005,"8,874","8,504",370
27145,"Stearns County, MN",2005,"80,640","77,165","3,475"
27147,"Steele County, MN",2005,"19,668","18,858",810
27149,"Stevens County, MN",2005,"5,528","5,328",200
27151,"Swift County, MN",2005,"5,281","5,041",240
27153,"Todd County, MN",2005,"12,448","11,819",629
27155,"Traverse County, MN",2005,"1,850","1,780",70
27157,"Wabasha County, MN",2005,"12,593","12,080",513
27159,"Wadena County, MN",2005,"6,424","5,993",431
27161,"Waseca County, MN",2005,"10,446","9,990",456
27163,"Washington County, MN",2005,"125,591","121,213","4,378"
27165,"Watonwan County, MN",2005,"5,749","5,512",237
27167,"Wilkin County, MN",2005,"3,604","3,472",132
27169,"Winona County, MN",2005,"28,262","27,240","1,022"
27171,"Wright County, MN",2005,"62,757","60,088","2,669"
27173,"Yellow Medicine County, MN",2005,"5,513","5,281",232
28001,"Adams County, MS",2005,"13,403","12,187","1,216"
28003,"Alcorn County, MS",2005,"15,986","14,873","1,113"
28005,"Amite County, MS",2005,"5,267","4,830",437
28007,"Attala County, MS",2005,"7,659","7,034",625
28009,"Benton County, MS",2005,"2,987","2,691",296
28011,"Bolivar County, MS",2005,"15,524","14,105","1,419"
28013,"Calhoun County, MS",2005,"6,324","5,878",446
28015,"Carroll County, MS",2005,"4,811","4,480",331
28017,"Chickasaw County, MS",2005,"7,768","7,063",705
28019,"Choctaw County, MS",2005,"3,609","3,336",273
28021,"Claiborne County, MS",2005,"3,759","3,321",438
28023,"Clarke County, MS",2005,"7,215","6,670",545
28025,"Clay County, MS",2005,"8,547","7,646",901
28027,"Coahoma County, MS",2005,"11,127","9,979","1,148"
28029,"Copiah County, MS",2005,"12,489","11,494",995
28031,"Covington County, MS",2005,"8,793","8,205",588
28033,"DeSoto County, MS",2005,"71,502","68,547","2,955"
28035,"Forrest County, MS",2005,"35,646","33,425","2,221"
28037,"Franklin County, MS",2005,"3,119","2,849",270
28039,"George County, MS",2005,"8,562","7,805",757
28041,"Greene County, MS",2005,"4,769","4,330",439
28043,"Grenada County, MS",2005,"10,186","9,443",743
28045,"Hancock County, MS",2005,"21,028","18,754","2,274"
28047,"Harrison County, MS",2005,"92,740","82,699","10,041"
28049,"Hinds County, MS",2005,"122,092","114,214","7,878"
28051,"Holmes County, MS",2005,"7,045","6,222",823
28053,"Humphreys County, MS",2005,"4,301","3,874",427
28055,"Issaquena County, MS",2005,765,676,89
28057,"Itawamba County, MS",2005,"10,531","9,859",672
28059,"Jackson County, MS",2005,"62,240","56,060","6,180"
28061,"Jasper County, MS",2005,"7,410","6,836",574
28063,"Jefferson County, MS",2005,"2,813","2,399",414
28065,"Jefferson Davis County, MS",2005,"5,429","4,944",485
28067,"Jones County, MS",2005,"30,093","28,366","1,727"
28069,"Kemper County, MS",2005,"4,236","3,846",390
28071,"Lafayette County, MS",2005,"21,324","20,230","1,094"
28073,"Lamar County, MS",2005,"22,323","21,140","1,183"
28075,"Lauderdale County, MS",2005,"33,605","31,249","2,356"
28077,"Lawrence County, MS",2005,"5,128","4,711",417
28079,"Leake County, MS",2005,"8,557","7,936",621
28081,"Lee County, MS",2005,"38,532","36,145","2,387"
28083,"Leflore County, MS",2005,"13,873","12,540","1,333"
28085,"Lincoln County, MS",2005,"14,552","13,487","1,065"
28087,"Lowndes County, MS",2005,"25,498","23,594","1,904"
28089,"Madison County, MS",2005,"44,044","41,794","2,250"
28091,"Marion County, MS",2005,"10,325","9,480",845
28093,"Marshall County, MS",2005,"15,345","14,042","1,303"
28095,"Monroe County, MS",2005,"17,190","15,817","1,373"
28097,"Montgomery County, MS",2005,"4,818","4,435",383
28099,"Neshoba County, MS",2005,"14,761","13,889",872
28101,"Newton County, MS",2005,"9,741","9,135",606
28103,"Noxubee County, MS",2005,"4,200","3,688",512
28105,"Oktibbeha County, MS",2005,"20,208","18,993","1,215"
28107,"Panola County, MS",2005,"14,792","13,517","1,275"
28109,"Pearl River County, MS",2005,"21,363","19,403","1,960"
28111,"Perry County, MS",2005,"5,130","4,711",419
28113,"Pike County, MS",2005,"15,522","14,164","1,358"
28115,"Pontotoc County, MS",2005,"13,370","12,578",792
28117,"Prentiss County, MS",2005,"11,426","10,554",872
28119,"Quitman County, MS",2005,"3,953","3,588",365
28121,"Rankin County, MS",2005,"71,680","68,458","3,222"
28123,"Scott County, MS",2005,"13,266","12,535",731
28125,"Sharkey County, MS",2005,"2,561","2,280",281
28127,"Simpson County, MS",2005,"11,967","11,248",719
28129,"Smith County, MS",2005,"6,847","6,435",412
28131,"Stone County, MS",2005,"6,830","6,307",523
28133,"Sunflower County, MS",2005,"11,187","10,060","1,127"
28135,"Tallahatchie County, MS",2005,"6,428","5,849",579
28137,"Tate County, MS",2005,"11,896","11,121",775
28139,"Tippah County, MS",2005,"9,567","8,918",649
28141,"Tishomingo County, MS",2005,"8,097","7,408",689
28143,"Tunica County, MS",2005,"4,505","4,047",458
28145,"Union County, MS",2005,"11,913","11,155",758
28147,"Walthall County, MS",2005,"5,894","5,361",533
28149,"Warren County, MS",2005,"23,031","21,454","1,577"
28151,"Washington County, MS",2005,"23,151","20,602","2,549"
28153,"Wayne County, MS",2005,"8,568","7,927",641
28155,"Webster County, MS",2005,"3,546","3,265",281
