zip,cbsa,tot_ratio
43333,13340,1
43334,18140,1
43336,13340,1
43337,32020,0.872928177
43337,99999,0.127071823
43338,18140,1
43340,18140,0.082172702
43340,99999,0.917827298
43341,32020,1
43342,18140,0.025783972
43342,32020,0.974216028
43343,13340,0.860640301
43343,46500,0.120527307
43343,43380,0.018832392
43344,32020,0.007930214
43344,18140,0.992069786
43345,18140,0.025575448
43345,99999,0.542199488
43345,13340,0.432225064
43346,99999,1
43347,99999,0.05950096
43347,13340,0.94049904
43348,13340,1
43349,18140,1
43350,18140,1
43351,99999,1
43356,18140,0.197044335
43356,32020,0.802955665
43357,46500,0.182495345
43357,13340,0.817504655
43358,18140,0.486315789
43358,13340,0.513684211
43359,99999,1
43360,13340,1
43402,45780,1
43403,45780,1
43406,23380,0.042502952
43406,45780,0.957497048
43407,23380,1
43408,45780,1
43410,45660,0.029405999
43410,23380,0.970594001
43412,45780,1
43413,45780,1
43414,45780,1
43416,23380,0.035610465
43416,45780,0.964389535
43420,45780,0.001691284
43420,23380,0.998308716
43430,23380,0.023049645
43430,45780,0.976950355
43431,23380,0.991866245
43431,45780,0.008133755
43432,45780,1
43433,45780,1
43434,45780,1
43435,23380,1
43436,45780,1
43437,45780,1
43438,41780,1
43439,45780,1
43440,45780,1
43441,45780,1
43442,23380,0.995294118
43442,45780,0.004705882
43443,45780,0.99758162
43443,23380,0.00241838
43445,45780,1
43446,45780,1
43447,45780,1
43449,23380,0.005893496
43449,45780,0.994106504
43450,45780,0.996280223
43450,23380,0.003719777
43451,45780,1
43452,45780,1
43456,45780,1
43457,23380,0.347560976
43457,45660,0.038617886
43457,45780,0.613821138
43458,45780,1
43460,45780,1
43462,45780,1
43463,45780,1
43464,41780,0.284518828
43464,23380,0.715481172
43465,45780,1
43466,45780,1
43467,45780,1
43468,45780,1
43469,23380,0.948840382
43469,45780,0.051159618
43501,99999,1
43502,45780,0.903872191
43502,99999,0.096127809
43504,45780,1
43505,99999,1
43506,99999,0.977751196
43506,19580,0.022248804
43510,99999,1
43511,45780,0.931989924
43511,99999,0.068010076
43512,19580,0.96773169
43512,99999,0.03226831
43515,45780,0.998441963
43515,99999,0.001558037
43516,22300,0.01184669
43516,99999,0.896167247
43516,45780,0.091986063
43517,99999,0.79280397
43517,19580,0.20719603
43518,99999,1
43519,19580,1
43520,19580,1
43521,45780,0.993208829
43521,99999,0.006791171
43522,99999,0.016736402
43522,45780,0.983263598
43523,99999,1
43524,99999,1
43525,45780,1
43526,19580,0.980722047
43526,99999,0.019277953
43527,19580,0.070227498
43527,99999,0.929772502
43528,45780,1
43529,99999,1
43530,19580,1
43531,99999,1
43532,45780,0.071022727
43532,99999,0.928977273
43533,45780,1
43534,99999,1
43535,99999,1
43536,19580,1
43537,45780,1
43540,45780,1
43541,45780,1
43542,45780,1
43543,99999,1
43545,19580,0.001454257
43545,45780,0.000396616
43545,99999,0.998149127
43547,45780,1
43548,99999,0.93883792
43548,19580,0.06116208
43549,19580,1
43551,45780,1
43552,45780,1
43553,45780,1
43554,99999,1
43555,99999,1
43556,99999,0.005190311
43556,19580,0.994809689
43557,99999,0.984399376
43557,45780,0.015600624
43558,45780,1
43560,45780,1
43565,45780,1
43566,45780,1
43567,99999,0.003603321
43567,45780,0.996396679
43569,45780,1
43570,99999,0.97653773
43570,45780,0.02346227
43571,45780,1
43601,45780,1
43604,45780,1
43605,45780,1
43606,45780,1
43607,45780,1
43608,45780,1
43609,45780,1
43610,45780,1
43611,45780,1
43612,45780,1
43613,45780,1
43614,45780,1
43615,45780,1
43616,45780,1
43617,45780,1
43619,45780,1
43620,45780,1
43623,45780,1
43635,45780,1
43652,45780,1
43654,45780,1
43656,45780,1
43657,45780,1
43659,45780,1
43660,45780,1
43661,45780,1
43666,45780,1
43667,45780,1
43701,18140,0.000100905
43701,49780,0.999899095
43702,49780,1
43711,99999,1
43713,99999,0.000245278
43713,15740,0.000490557
43713,48540,0.999264165
43716,48540,0.176470588
43716,99999,0.823529412
43717,99999,1
43718,48540,1
43719,48540,1
43720,49780,0.980360065
43720,99999,0.019639935
43721,18140,1
43722,15740,1
43723,15740,1
43724,99999,1
43725,15740,1
43727,49780,1
43728,99999,0.95
43728,11900,0.05
43730,99999,0.00625
43730,18140,0.99375
43731,99999,0.157176287
43731,18140,0.842823713
43732,49780,0.051068884
43732,99999,0.228028504
43732,15740,0.720902613
43733,15740,1
43734,49780,1
43735,49780,1
43736,15740,1
43738,49780,1
43739,18140,1
43740,18140,1
43746,18140,0.085763293
43746,49780,0.914236707
43747,99999,0.694390716
43747,48540,0.305609284
43748,18140,1
43749,15740,0.938616939
43749,35420,0.007770008
43749,18740,0.053613054
43750,15740,1
43752,99999,1
43754,99999,1
43755,15740,1
43756,49780,0.010641836
43756,99999,0.989358164
43757,99999,1
43758,99999,1
43759,48540,1
43760,18140,0.664375716
43760,49780,0.335624284
43761,18140,1
43762,49780,0.80139677
43762,15740,0.19860323
43764,18140,1
43766,18140,1
43767,49780,1
43768,15740,1
43771,49780,1
43772,15740,0.650416171
43772,99999,0.349583829
43773,99999,0.404095563
43773,48540,0.002047782
43773,15740,0.593856655
43777,49780,0.592695331
43777,18140,0.406380028
43777,99999,0.000924642
43778,15740,0.981106613
43778,99999,0.018893387
43779,99999,1
43780,99999,0.234398782
43780,15740,0.765601218
43782,18140,1
43783,18140,1
43786,99999,1
43787,31930,0.131353135
43787,99999,0.868646865
43788,99999,1
43791,49780,1
43793,99999,1
43802,49780,1
43803,18740,1
43804,18740,0.140517241
43804,99999,0.536206897
43804,35420,0.323275862
43805,18740,1
43811,18740,0.997590361
43811,49780,0.002409639
43812,18740,1
43821,18740,0.147086915
43821,49780,0.852913085
43822,34540,0.07022835
43822,49780,0.627315812
43822,18140,0.202068074
43822,18740,0.100387764
43824,18740,0.936685289
43824,35420,0.063314711
43828,18740,1
43830,49780,0.890106128
43830,18140,0.109893872
43832,15740,0.028193613
43832,35420,0.823852295
43832,18740,0.147954092
43836,18740,1
43837,35420,0.937354988
43837,15740,0.062645012
43840,18740,0.005545287
43840,35420,0.994454713
43842,49780,1
43843,34540,0.458181818
43843,18740,0.541818182
43844,18740,0.997226844
43844,34540,0.002773156
43845,18740,1
43901,48540,0.072492552
43901,48260,0.756703078
43901,99999,0.170804369
43902,48540,1
43903,15940,0.49522673
43903,48260,0.50477327
43905,48540,1
43906,48540,1
43907,48260,0.016710642
43907,99999,0.983289358
43908,15940,0.028790787
43908,48260,0.971209213
43909,48540,1
43910,48260,0.949526814
43910,99999,0.050473186
43912,48540,1
43913,48260,1
43914,99999,1
43915,99999,1
43916,48540,1
43917,48540,0.142101285
43917,48260,0.857898715
43920,41400,1
43925,48260,1
43926,48260,1
43927,48540,1
43928,48540,1
43930,48260,0.738386308
43930,41400,0.261613692
43931,99999,1
43932,41400,0.072386059
43932,48260,0.927613941
43933,48540,1
43934,48540,1
43935,48540,1
43937,48540,1
43938,48260,1
43939,48260,1
43940,48540,1
43941,48260,1
43942,48540,0.949215833
43942,99999,0.050784167
43943,48260,0.962401455
43943,48540,0.037598545
43944,48260,1
43945,48260,0.049623116
43945,15940,0.147613065
43945,41400,0.802763819
43946,99999,1
43947,48540,1
43948,48260,1
43950,99999,0.00057006
43950,48540,0.99942994
43951,48540,1
43952,48260,1
43953,48260,1
43961,48260,1
43962,41400,1
43963,48260,1
43964,48260,1
43967,48540,1
43968,41400,1
43970,48260,1
43971,48540,0.326704545
43971,48260,0.673295455
43972,48540,1
43973,35420,0.004135649
43973,48540,0.003308519
43973,99999,0.58560794
43973,15740,0.406947891
43974,99999,1
43976,99999,1
43977,48540,0.929389313
43977,99999,0.070610687
43981,99999,1
43983,99999,0.232018561
43983,15740,0.167053364
43983,48540,0.600928074
43984,99999,1
43985,48540,1
43986,99999,0.968495935
43986,15940,0.031504065
43988,99999,0.817403709
43988,15940,0.182596291
44001,17460,1
44003,11780,1
44004,11780,1
44010,11780,1
44011,17460,1
44012,17460,1
44017,17460,1
44021,17460,1
44022,17460,1
44023,17460,1
44024,17460,1
44026,17460,1
44028,17460,1
44030,11780,1
44032,11780,1
44033,17460,1
44035,17460,1
44036,17460,1
44039,17460,1
44040,17460,1
44041,11780,0.991495748
44041,17460,0.008504252
44044,17460,1
44045,17460,1
44046,11780,0.005148005
44046,17460,0.994851995
44047,11780,1
44048,11780,1
44049,17460,1
44050,17460,1
44052,17460,1
44053,17460,1
44054,17460,1
44055,17460,1
44056,10420,1
44057,17460,0.997480844
44057,11780,0.002519156
44060,17460,1
44061,17460,1
44062,11780,0.019723118
44062,49660,0.145268348
44062,17460,0.835008534
44064,17460,0.963350785
44064,11780,0.036649215
44065,17460,1
44067,10420,1
44068,11780,1
44070,17460,1
44072,17460,1
44073,17460,1
44074,17460,1
44076,49660,0.113836187
44076,11780,0.886163813
44077,17460,1
44080,17460,1
44081,17460,1
44082,11780,1
44084,11780,1
44085,11780,1
44086,17460,0.972324723
44086,11780,0.027675277
44087,10420,1
44088,11780,1
44089,17460,0.391263832
44089,41780,0.608736168
44090,17460,1
44092,17460,1
44093,11780,0.989781022
44093,49660,0.010218978
44094,17460,1
44095,17460,1
44096,17460,1
44099,11780,0.842857143
44099,17460,0.157142857
44101,17460,1
44102,17460,1
44103,17460,1
44104,17460,1
44105,17460,1
44106,17460,1
44107,17460,1
44108,17460,1
44109,17460,1
44110,17460,1
44111,17460,1
44112,17460,1
44113,17460,1
44114,17460,1
44115,17460,1
44116,17460,1
44117,17460,1
44118,17460,1
44119,17460,1
44120,17460,1
44121,17460,1
44122,17460,1
44123,17460,1
44124,17460,1
44125,17460,1
44126,17460,1
44127,17460,1
44128,17460,1
44129,17460,1
44130,17460,1
44131,17460,1
44132,17460,1
44133,17460,1
44134,17460,1
44135,17460,1
44136,17460,1
44137,17460,1
44138,17460,1
44139,17460,1
44140,17460,1
44141,10420,0.026713124
44141,17460,0.973286876
44142,17460,1
44143,17460,1
44144,17460,1
44145,17460,1
44146,17460,1
44147,17460,1
44149,17460,1
44181,17460,1
44195,17460,1
44199,17460,1
44201,10420,0.981468023
44201,15940,0.018531977
44202,10420,0.986048689
44202,17460,0.013951311
44203,17460,0.002134313
44203,10420,0.995383928
44203,49300,0.002481759
44210,10420,1
44211,10420,1
44212,17460,1
44214,49300,0.794147326
44214,17460,0.205852674
44215,17460,1
44216,10420,0.931971094
44216,15940,0.063792674
44216,49300,0.004236232
44217,49300,0.917564655
44217,17460,0.082435345
44221,10420,1
44222,10420,1
44223,10420,1
44224,10420,1
44230,49300,0.962141698
44230,10420,0.000270416
44230,17460,0.037587885
44231,17460,0.078471864
44231,49660,0.002065049
44231,10420,0.919463087
44232,10420,1
44233,17460,1
44234,17460,0.355978261
44234,10420,0.644021739
44235,17460,0.984375
44235,11740,0.015625
44236,10420,1
44237,10420,1
44240,10420,1
44241,10420,1
44242,10420,1
44243,10420,1
44250,10420,1
44251,17460,1
44253,17460,1
44254,17460,1
44255,10420,1
44256,10420,0.000654857
44256,17460,0.999345143
44258,17460,1
44260,15940,0.054086333
44260,10420,0.945913667
44262,10420,1
44264,10420,1
44265,10420,1
44266,10420,1
44270,49300,0.930738119
44270,17460,0.069261881
44272,10420,1
44273,49300,0.005750799
44273,17460,0.994249201
44274,17460,1
44275,17460,1
44276,49300,1
44278,10420,1
44280,17460,1
44281,49300,0.000325924
44281,17460,0.993742259
44281,10420,0.005931817
44285,10420,1
44286,10420,1
44287,17460,0.045165394
44287,49300,0.606870229
44287,11740,0.347964377
44288,10420,0.982092893
44288,49660,0.017907107
44301,10420,1
44302,10420,1
44303,10420,1
44304,10420,1
44305,10420,1
44306,10420,1
44307,10420,1
44308,10420,1
44309,10420,1
44310,10420,1
44311,10420,1
44312,10420,1
44313,10420,1
44314,10420,1
44315,10420,1
44316,10420,1
44317,10420,1
44319,10420,1
44320,10420,1
44321,17460,0.00494621
44321,10420,0.99505379
44325,10420,1
44326,10420,1
44328,10420,1
44333,10420,0.993639299
44333,17460,0.006360701
44334,10420,1
44396,10420,1
44401,49660,1
44402,49660,1
44403,49660,1
44404,49660,1
44405,49660,1
44406,49660,1
44408,49660,0.19586942
44408,41400,0.80413058
44410,49660,1
44411,10420,1
44412,49660,0.232968881
44412,10420,0.767031119
44413,41400,1
44415,41400,1
44416,49660,1
44417,49660,1
44418,49660,1
44420,49660,1
44422,49660,1
44423,41400,1
44424,49660,1
44425,49660,1
44427,15940,0.391053391
44427,41400,0.608946609
44428,49660,0.978548896
44428,11780,0.021451104
44429,10420,0.006389776
44429,49660,0.993610224
44430,49660,1
44431,41400,1
44432,41400,1
44436,49660,1
44437,49660,1
44438,49660,1
44439,49660,1
44440,49660,1
44441,41400,1
44442,49660,1
44443,49660,0.961716937
44443,41400,0.038283063
44444,49660,0.931855352
44444,10420,0.068144648
44445,41400,1
44446,49660,1
44449,10420,0.524590164
44449,49660,0.475409836
44450,49660,1
44451,49660,1
44452,49660,1
44453,49660,1
44454,49660,0.907079646
44454,41400,0.092920354
44455,41400,1
44460,49660,0.149351095
44460,41400,0.850648905
44470,10420,0.004334365
44470,49660,0.995665635
44471,49660,1
44473,49660,1
44481,49660,1
44483,49660,1
44484,49660,1
44485,49660,1
44490,49660,0.626373626
44490,41400,0.373626374
44491,49660,0.814984709
44491,10420,0.016055046
44491,17460,0.168960245
44492,41400,1
44493,41400,1
44501,49660,1
44502,49660,1
44503,49660,1
44504,49660,1
44505,49660,1
44506,49660,1
44507,49660,1
44509,49660,1
44510,49660,1
44511,49660,1
44512,49660,1
44513,49660,1
44514,49660,1
44515,49660,1
44555,49660,1
44601,15940,0.921036293
44601,49660,0.041993566
44601,41400,0.036349269
44601,10420,0.000620873
44606,49300,1
44607,15940,1
44608,35420,0.223076923
44608,15940,0.776923077
44609,49660,0.585244885
44609,41400,0.414755115
44610,99999,1
44611,99999,0.9675
44611,49300,0.0325
44612,35420,0.962088975
44612,15940,0.037911025
44613,15940,1
44614,49300,0.000847458
44614,10420,0.013728814
44614,15940,0.985423729
44615,15940,1
44617,99999,1
44618,15940,0.080384615
44618,49300,0.919615385
44619,49660,1
44620,15940,1
44621,99999,0.044724273
44621,15940,0.014329136
44621,35420,0.940946591
44622,35420,1
44624,99999,0.487431694
44624,49300,0.104918033
44624,15940,0.004371585
44624,35420,0.403278689
44625,41400,0.792706334
44625,15940,0.207293666
44626,15940,0.976339596
44626,35420,0.023660404
44627,49300,0.571588367
44627,99999,0.428411633
44628,34540,0.25
44628,99999,0.75
44629,35420,1
44630,15940,1
44632,10420,0.053353332
44632,15940,0.946646668
44633,99999,1
44634,41400,0.74796748
44634,15940,0.25203252
44636,49300,1
44637,99999,0.892050209
44637,18740,0.107949791
44638,49300,0.046174142
44638,11740,0.166226913
44638,99999,0.787598945
44639,15940,1
44640,15940,1
44641,15940,1
44643,15940,0.613559322
44643,35420,0.386440678
44644,15940,1
44645,49300,0.976676385
44645,10420,0.009718173
44645,15940,0.013605442
44646,15940,1
44647,15940,1
44648,15940,1
44650,15940,1
44651,15940,1
44652,15940,1
44653,35420,1
44654,18740,0.020208282
44654,99999,0.979791718
44656,15940,0.055253623
44656,35420,0.944746377
44657,41400,0.168534907
44657,15940,0.831465093
44659,49300,1
44660,99999,1
44661,99999,1
44662,49300,0.036100253
44662,15940,0.963899747
44663,35420,1
44665,41400,1
44666,15940,0.848760331
44666,49300,0.151239669
44667,49300,1
44669,15940,1
44670,15940,1
44671,35420,1
44672,49660,1
44675,15940,0.816326531
44675,35420,0.183673469
44676,99999,0.190428714
44676,49300,0.809571286
44677,49300,1
44678,35420,1
44679,35420,1
44680,35420,0.999058824
44680,15940,0.000941176
44681,99999,0.305740988
44681,35420,0.694259012
44682,35420,1
44683,99999,0.054123113
44683,35420,0.945876887
44685,15940,0.468323978
44685,10420,0.531676022
44687,99999,1
44688,15940,1
44689,15940,0.395061728
44689,99999,0.604938272
44690,99999,1
44691,49300,0.999399038
44691,11740,0.000600962
44693,99999,1
44695,15940,0.463309353
44695,99999,0.536690647
44697,35420,1
44699,15740,0.010638298
44699,35420,0.227963526
44699,99999,0.761398176
44702,15940,1
44703,15940,1
44704,15940,1
44705,15940,1
44706,15940,1
44707,15940,1
44708,15940,1
44709,15940,1
44710,15940,1
44711,15940,1
44714,15940,1
44718,15940,1
44720,15940,0.913973407
44720,10420,0.086026593
44721,15940,1
44730,15940,1
44735,15940,1
44750,15940,1
44767,15940,1
44799,15940,1
44802,22300,0.443661972
44802,99999,0.007042254
44802,45660,0.549295775
44804,22300,1
44805,31900,0.008537245
44805,11740,0.991462755
44807,35940,0.083820663
44807,45660,0.916179337
44809,45660,1
44811,45660,0.080382775
44811,41780,0.04354067
44811,35940,0.394098884
44811,23380,0.481977671
44813,18140,0.07165109
44813,31900,0.897762673
44813,34540,0.030586236
44814,41780,1
44815,45660,1
44816,41780,1
44817,45780,0.946745562
44817,22300,0.053254438
44818,15340,0.324596774
44818,45660,0.675403226
44820,15340,1
44822,31900,0.746909091
44822,11740,0.004363636
44822,34540,0.248727273
44824,23380,0.021952629
44824,41780,0.978047371
44825,15340,1
44826,35940,0.911357341
44826,41780,0.088642659
44827,15340,0.898741106
44827,31900,0.101258894
44828,45660,1
44830,45780,0.133694859
44830,22300,0.198456565
44830,45660,0.667848576
44833,31900,0.024151876
44833,15340,0.837789261
44833,32020,0.00966075
44833,18140,0.128398113
44836,45660,0.626373626
44836,23380,0.373626374
44837,35940,0.746529563
44837,11740,0.100257069
44837,31900,0.153213368
44838,11740,1
44839,41780,1
44840,49300,0.009397024
44840,11740,0.990602976
44841,45660,0.729577465
44841,23380,0.270422535
44842,99999,0.13030303
44842,11740,0.863299663
44842,34540,0.006397306
44843,11740,0.038560411
44843,31900,0.961439589
44844,45660,0.465346535
44844,99999,0.534653465
44845,45660,1
44846,41780,0.90341275
44846,35940,0.09658725
44847,35940,0.813061714
44847,41780,0.186938286
44848,11740,1
44849,15340,0.159874608
44849,32020,0.011494253
44849,99999,0.828631139
44850,35940,1
44851,11740,0.038009404
44851,17460,0.08346395
44851,35940,0.878526646
44853,45660,1
44854,15340,0.98053528
44854,45660,0.01703163
44854,35940,0.00243309
44855,35940,1
44856,15340,1
44857,35940,0.989343667
44857,41780,0.010656333
44859,17460,0.043250328
44859,11740,0.956749672
44860,15340,1
44861,45660,1
44862,31900,1
44864,31900,0.225050234
44864,11740,0.774949766
44865,35940,0.502525253
44865,15340,0.030934343
44865,31900,0.466540404
44866,11740,1
44867,45660,1
44870,41780,1
44871,41780,1
44874,11740,1
44875,31900,0.990987062
44875,15340,0.009012938
44878,31900,0.937234945
44878,11740,0.022052587
44878,35940,0.040712468
44880,11740,0.911190053
44880,17460,0.088809947
44881,15340,1
44882,15340,0.251231527
44882,99999,0.702791461
44882,45660,0.045977011
44883,45660,1
44887,15340,1
44888,35940,1
44889,35940,0.656311315
44889,17460,0.096795291
44889,41780,0.246893394
44890,35940,1
44901,31900,1
44902,31900,1
44903,18140,0.013670647
44903,11740,0.002278441
44903,34540,0.000078567
44903,31900,0.983972344
44904,31900,0.908119041
44904,18140,0.091880959
44905,31900,1
44906,31900,1
44907,31900,1
45001,17140,1
45002,17140,1
45003,17140,0.26344086
45003,99999,0.73655914
45004,17140,1
45005,17140,0.987163931
45005,19430,0.012836069
45011,17140,1
45012,17140,1
45013,17140,1
45014,17140,1
45015,17140,1
45018,17140,1
45030,17140,1
45032,17140,1
45033,17140,1
45034,17140,1
45036,17140,1
45039,17140,1
45040,17140,1
45041,17140,1
45042,99999,0.009637103
45042,17140,0.987276013
45042,19430,0.003086885
45044,17140,1
45050,17140,1
45051,17140,1
45052,17140,1
45053,17140,1
45054,17140,1
45055,17140,1
45056,17140,0.999843505
45056,99999,0.000156495
45061,17140,1
45062,17140,1
45063,17140,1
45064,99999,0.518932874
45064,17140,0.481067126
45065,17140,1
45066,17140,0.962779802
45066,19430,0.037220198
45067,17140,1
45068,48940,0.002934395
45068,17140,0.971494446
45068,19430,0.025571159
45069,17140,1
45070,99999,1
45071,17140,1
45101,17140,0.998595506
45101,99999,0.001404494
45102,17140,1
45103,17140,1
45105,99999,1
45106,17140,1
45107,48940,0.707767639
45107,17140,0.292232361
45111,17140,1
45112,17140,1
45113,17140,0.369098712
45113,48940,0.630901288
45115,17140,1
45118,99999,0.015271493
45118,17140,0.984728507
45119,17140,1
45120,17140,1
45121,17140,1
45122,17140,1
45123,47920,0.079964262
45123,99999,0.796068796
45123,17060,0.123966942
45130,17140,1
45131,17140,1
45132,99999,1
45133,17140,0.001100456
45133,99999,0.998899544
45135,47920,0.09104187
45135,99999,0.886562804
45135,48940,0.022395326
45140,17140,1
45142,99999,0.754448399
45142,48940,0.150177936
45142,17140,0.095373665
45144,17140,0.027862595
45144,99999,0.972137405
45146,48940,1
45147,17140,1
45148,48940,0.916666667
45148,17140,0.083333333
45150,17140,1
45152,17140,1
45153,17140,1
45154,17140,0.942882842
45154,99999,0.057117158
45155,99999,1
45156,17140,1
45157,17140,1
45158,17140,1
45159,48940,0.651678277
45159,99999,0.348321723
45160,17140,1
45162,17140,1
45164,48940,1
45166,48940,1
45167,17140,1
45168,17140,1
45169,47920,0.055770056
45169,19430,0.012012012
45169,48940,0.932217932
45171,17140,0.805109728
45171,99999,0.194890272
45172,99999,1
45174,17140,1
45176,17140,1
45177,48940,1
45201,17140,1
45202,17140,1
45203,17140,1
45204,17140,1
45205,17140,1
45206,17140,1
45207,17140,1
45208,17140,1
45209,17140,1
45211,17140,1
45212,17140,1
45213,17140,1
45214,17140,1
45215,17140,1
45216,17140,1
45217,17140,1
45218,17140,1
45219,17140,1
45220,17140,1
45221,17140,1
45222,17140,1
45223,17140,1
45224,17140,1
45225,17140,1
45226,17140,1
45227,17140,1
45229,17140,1
45230,17140,1
45231,17140,1
45232,17140,1
45233,17140,1
45234,17140,1
45235,17140,1
45236,17140,1
45237,17140,1
45238,17140,1
45239,17140,1
45240,17140,1
45241,17140,1
45242,17140,1
45243,17140,1
45244,17140,1
45245,17140,1
45246,17140,1
45247,17140,1
45248,17140,1
45249,17140,1
45250,17140,1
45251,17140,1
45252,17140,1
45253,17140,1
45254,17140,1
45255,17140,1
45258,17140,1
45262,17140,1
45263,17140,1
45267,17140,1
45275,17140,1
45301,19430,1
45302,43380,1
45303,24820,1
45304,19430,0.002694611
45304,24820,0.990419162
45304,99999,0.006886228
45305,19430,1
45306,47540,0.023834197
45306,43380,0.976165803
45307,19430,1
45308,24820,0.611139241
45308,19430,0.388860759
45309,19430,0.993894166
45309,99999,0.006105834
45310,16380,1
45311,99999,1
45312,44220,0.003472222
45312,46500,0.026041667
45312,19430,0.970486111
45314,44220,0.004926108
45314,19430,0.995073892
45315,19430,1
45316,19430,1
45317,43380,0.079625293
45317,19430,0.447306792
45317,46500,0.473067916
45318,19430,0.998455002
45318,24820,0.001544998
45319,44220,1
45320,99999,1
45321,99999,1
45322,19430,1
45323,44220,1
45324,44220,0.034102117
45324,19430,0.965897883
45325,19430,0.99572284
45325,99999,0.00427716
45326,19430,0.997946612
45326,43380,0.002053388
45327,19430,0.970806302
45327,17140,0.022474513
45327,99999,0.006719184
45328,24820,1
45330,99999,1
45331,24820,1
45332,24820,1
45333,43380,1
45334,43380,0.983298539
45334,47540,0.010438413
45334,13340,0.006263048
45335,19430,0.979716677
45335,47920,0.007405023
45335,48940,0.0128783
45336,43380,1
45337,19430,0.85136897
45337,24820,0.14863103
45338,99999,0.993520518
45338,19430,0.006479482
45339,19430,1
45340,43380,1
45341,44220,1
45342,19430,0.996164271
45342,17140,0.003835729
45343,19430,1
45344,44220,0.900776531
45344,19430,0.094539628
45344,46500,0.004683841
45345,19430,1
45346,24820,1
45347,24820,0.121040189
45347,99999,0.878959811
45348,45780,0.002724796
45348,24820,0.989100817
45348,16380,0.008174387
45349,44220,1
45350,24820,1
45351,24820,1
45352,24820,1
45353,43380,1
45354,19430,1
45356,19430,0.978553732
45356,43380,0.021446268
45358,24820,1
45359,19430,1
45360,43380,1
45361,19430,1
45362,24820,1
45363,43380,1
45365,43380,0.999305249
45365,19430,0.000126318
45365,46500,0.000568433
45367,43380,1
45368,44220,0.985467757
45368,19430,0.014532243
45369,44220,0.995087719
45369,18140,0.004912281
45370,19430,1
45371,19430,1
45372,44220,1
45373,19430,1
45374,19430,1
45377,19430,1
45378,19430,0.157608696
45378,99999,0.842391304
45380,43380,0.001586672
45380,24820,0.998413328
45381,99999,0.946740859
45381,19430,0.053259141
45382,24820,0.171779141
45382,99999,0.828220859
45383,24820,0.002017873
45383,19430,0.997982127
45384,19430,1
45385,19430,0.999845385
45385,48940,0.000154615
45387,19430,0.96076555
45387,44220,0.03923445
45388,16380,0.015686275
45388,24820,0.964705882
45388,43380,0.019607843
45389,46500,1
45390,24820,1
45401,19430,1
45402,19430,1
45403,19430,1
45404,19430,1
45405,19430,1
45406,19430,1
45409,19430,1
45410,19430,1
45413,19430,1
45414,19430,1
45415,19430,1
45416,19430,1
45417,19430,1
45419,19430,1
45420,19430,1
45422,19430,1
45423,19430,1
45424,19430,1
45426,19430,1
45428,19430,1
45429,19430,1
45430,19430,1
45431,19430,1
45432,19430,1
45433,19430,1
45434,19430,1
45435,19430,1
45437,19430,1
45439,19430,1
45440,19430,1
45441,19430,1
45448,19430,1
45449,19430,1
45458,17140,0.080940257
45458,19430,0.919059743
45459,19430,1
45469,19430,1
45470,19430,1
45475,19430,1
45481,19430,1
45490,19430,1
45501,44220,1
45502,44220,0.980133253
45502,46500,0.019866747
45503,44220,1
45504,44220,1
45505,44220,1
45506,44220,1
45601,27160,0.004005015
45601,17060,0.990596921
45601,99999,0.005398064
45612,99999,0.289535799
45612,17060,0.710464201
45613,39020,0.008583691
45613,99999,0.871244635
45613,27160,0.120171674
45614,38580,0.999141999
45614,99999,0.000858001
45616,39020,0.198821797
45616,99999,0.801178203
45617,17060,1
45618,99999,1
45619,26580,1
45620,99999,0.112
45620,38580,0.888
45621,27160,1
45622,18140,0.041353383
45622,99999,0.958646617
45623,26580,0.204059243
45623,38580,0.795940757
45624,99999,1
45628,17060,1
45629,26580,0.00183711
45629,39020,0.99816289
45630,39020,1
45631,38580,1
45633,17060,1
45634,99999,0.996848739
45634,27160,0.003151261
45636,39020,1
45638,39020,0.037192655
45638,26580,0.962807345
45640,27160,0.998454589
45640,39020,0.001545411
45642,99999,1
45643,38580,1
45644,17060,0.825051335
45644,18140,0.174948665
45645,26580,1
45646,99999,1
45647,99999,0.460825611
45647,17060,0.539174389
45648,99999,0.146809614
45648,39020,0.853190386
45650,99999,1
45651,99999,1
45652,39020,1
45653,27160,0.000512558
45653,39020,0.999487442
45654,99999,0.581589958
45654,18140,0.418410042
45656,39020,0.002998092
45656,26580,0.025892614
45656,27160,0.929681112
45656,38580,0.041428182
45657,99999,0.15867657
45657,39020,0.84132343
45658,26580,0.000858369
45658,38580,0.999141631
45659,26580,0.991150442
45659,39020,0.008849558
45660,99999,0.988631196
45660,39020,0.011368804
45661,99999,0.996946989
45661,39020,0.003053011
45662,39020,1
45663,39020,1
45669,26580,1
45671,99999,0.239837398
45671,39020,0.760162602
45672,17060,0.014973262
45672,99999,0.480213904
45672,27160,0.504812834
45673,17060,1
45674,38580,1
45675,26580,1
45677,39020,1
45678,26580,0.900297619
45678,38580,0.099702381
45679,99999,1
45680,26580,1
45681,17060,1
45682,26580,0.051515152
45682,39020,0.946464646
45682,27160,0.002020202
45684,99999,0.390493942
45684,39020,0.609506058
45685,38580,0.637271215
45685,27160,0.362728785
45686,27160,0.006396588
45686,38580,0.754264392
45686,99999,0.239339019
45687,99999,1
45688,26580,0.95473251
45688,38580,0.04526749
45690,17060,0.090384615
45690,99999,0.909615385
45692,99999,0.004897785
45692,27160,0.995102215
45693,99999,1
45694,39020,1
