zip,cbsa,tot_ratio
12912,99999,0.408921933
12912,31660,0.010223048
12913,99999,0.798185941
12913,31660,0.201814059
12914,31660,0.904176904
12914,36300,0.095823096
12915,31660,1
12916,31660,1
12917,31660,1
12918,38460,1
12919,38460,1
12920,38460,0.03997093
12920,31660,0.96002907
12921,38460,1
12922,36300,1
12923,38460,1
12924,38460,1
12926,31660,1
12927,36300,1
12928,99999,1
12929,38460,1
12930,31660,0.977272727
12930,36300,0.022727273
12932,99999,1
12933,38460,1
12934,38460,1
12935,38460,1
12936,99999,1
12937,31660,1
12939,31660,1
12941,99999,1
12942,99999,1
12943,99999,1
12944,99999,0.572086596
12944,38460,0.427913404
12945,31660,1
12946,99999,1
12949,36300,1
12950,99999,1
12952,38460,1
12953,31660,1
12955,31660,0.09057971
12955,38460,0.90942029
12956,99999,1
12957,31660,1
12958,38460,1
12959,38460,1
12960,99999,1
12961,99999,1
12962,38460,1
12964,99999,1
12965,36300,1
12966,31660,1
12967,36300,0.952991453
12967,31660,0.047008547
12969,31660,1
12970,31660,1
12972,99999,0.004954268
12972,38460,0.995045732
12973,36300,1
12974,99999,1
12975,99999,1
12976,31660,1
12977,99999,1
12978,38460,1
12979,38460,1
12980,31660,0.732517483
12980,36300,0.267482517
12981,38460,0.991158267
12981,31660,0.008841733
12983,31660,0.71915553
12983,99999,0.28084447
12985,38460,1
12986,36300,0.031737036
12986,31660,0.968262964
12987,99999,1
12989,31660,0.976744186
12989,99999,0.023255814
12992,38460,1
12993,99999,1
12995,31660,1
12996,99999,1
12997,38460,0.00681431
12997,99999,0.99318569
12998,99999,1
13020,45060,1
13021,12180,0.998909345
13021,45060,0.001090655
13022,12180,1
13024,12180,1
13026,12180,1
13027,12180,0.001028513
13027,45060,0.998971487
13028,45060,1
13029,45060,1
13030,45060,1
13031,45060,1
13032,45060,0.987784135
13032,46540,0.012215865
13033,45060,0.003757044
13033,12180,0.996242956
13034,12180,1
13035,45060,1
13036,45060,1
13037,45060,1
13039,45060,1
13040,18660,0.922767498
13040,99999,0.077232502
13041,45060,1
13042,46540,0.650679456
13042,45060,0.349320544
13043,45060,1
13044,45060,1
13045,27060,0.008273009
13045,18660,0.965744571
13045,12180,0.02598242
13051,45060,1
13052,45060,0.650515464
13052,18660,0.187628866
13052,99999,0.16185567
13053,27060,0.877313591
13053,18660,0.122686409
13054,46540,1
13057,45060,1
13060,12180,0.00193299
13060,45060,0.99806701
13061,45060,1
13062,27060,1
13063,45060,1
13064,12180,1
13065,42900,1
13066,45060,1
13068,27060,1
13069,45060,1
13071,12180,1
13072,45060,0.652054795
13072,99999,0.347945205
13073,12180,0.02272
13073,18660,0.00352
13073,27060,0.97376
13074,12180,0.033106134
13074,45060,0.966893866
13076,45060,1
13077,18660,0.964091732
13077,45060,0.028968014
13077,12180,0.006940253
13078,45060,1
13080,12180,0.298439532
13080,45060,0.701560468
13081,27060,0.001831502
13081,12180,0.998168498
13082,45060,1
13083,45060,0.98245614
13083,48060,0.01754386
13084,45060,1
13087,18660,1
13088,45060,1
13089,45060,1
13090,45060,1
13092,12180,0.896147404
13092,27060,0.103852596
13093,45060,1
13101,18660,1
13102,27060,1
13103,45060,1
13104,45060,1
13108,45060,1
13110,45060,1
13111,45060,0.188933873
13111,12180,0.811066127
13112,45060,1
13113,12180,1
13114,45060,1
13115,45060,1
13116,45060,1
13117,12180,1
13118,12180,1
13119,45060,1
13120,45060,1
13121,45060,1
13122,45060,1
13123,46540,1
13124,99999,1
13126,12180,0.002040932
13126,45060,0.997959068
13131,45060,1
13132,45060,1
13134,45060,1
13135,45060,1
13136,99999,1
13137,45060,1
13138,45060,1
13139,12180,1
13140,12180,1
13141,45060,0.293939394
13141,18660,0.706060606
13142,45060,1
13143,40380,0.651975684
13143,12180,0.348024316
13144,45060,1
13145,48060,0.000979432
13145,45060,0.999020568
13146,12180,0.005708849
13146,40380,0.939105614
13146,42900,0.055185538
13147,12180,1
13148,40380,0.001709402
13148,42900,0.998290598
13152,12180,0.057713249
13152,45060,0.942286751
13153,45060,1
13154,40380,1
13155,99999,1
13156,12180,0.961904762
13156,40380,0.035497835
13156,45060,0.002597403
13157,46540,1
13158,18660,0.965367965
13158,45060,0.034632035
13159,45060,0.810231023
13159,18660,0.189768977
13160,12180,1
13162,46540,1
13163,45060,1
13164,45060,1
13165,42900,0.999820176
13165,40380,0.000179824
13166,12180,0.988549618
13166,45060,0.011450382
13167,45060,1
13201,45060,1
13202,45060,1
13203,45060,1
13204,45060,1
13205,45060,1
13206,45060,1
13207,45060,1
13208,45060,1
13209,45060,1
13210,45060,1
13211,45060,1
13212,45060,1
13214,45060,1
13215,45060,1
13217,45060,1
13218,45060,1
13219,45060,1
13220,45060,1
13224,45060,1
13225,45060,1
13235,45060,1
13244,45060,1
13252,45060,1
13261,45060,1
13290,45060,1
13301,46540,1
13302,45060,1
13303,46540,1
13304,46540,1
13305,99999,1
13308,46540,1
13309,46540,0.848363393
13309,99999,0.151636607
13310,45060,1
13312,99999,1
13313,46540,1
13314,45060,1
13315,36580,1
13316,99999,0.064370776
13316,46540,0.920823946
13316,45060,0.014805278
13317,36580,0.012639029
13317,11220,0.987360971
13318,46540,1
13319,46540,1
13320,36580,0.976580796
13320,11220,0.018735363
13320,10580,0.004683841
13321,46540,1
13322,46540,1
13323,46540,1
13324,46540,1
13325,99999,1
13326,36580,1
13327,99999,1
13328,46540,1
13329,24100,0.260030472
13329,46540,0.739969528
13331,99999,0.004504505
13331,46540,0.995495495
13332,99999,0.238383838
13332,45060,0.761616162
13333,36580,1
13334,45060,1
13335,36580,1
13337,36580,1
13338,46540,1
13339,24100,0.067412334
13339,11220,0.852176542
13339,46540,0.080411125
13340,46540,1
13341,46540,1
13342,36580,1
13343,99999,1
13345,99999,1
13346,45060,1
13348,36580,1
13350,46540,1
13352,46540,1
13353,99999,1
13354,46540,1
13355,45060,1
13357,46540,1
13360,99999,0.995085995
13360,46540,0.004914005
13361,36580,0.236486486
13361,46540,0.763513514
13362,46540,1
13363,46540,1
13364,45060,1
13365,46540,1
13367,99999,0.99317968
13367,46540,0.00682032
13368,99999,1
13401,46540,1
13402,46540,0.018518519
13402,45060,0.981481481
13403,46540,1
13404,99999,1
13406,46540,1
13407,46540,1
13408,45060,1
13409,46540,0.052319842
13409,45060,0.947680158
13410,11220,1
13411,36580,0.504431315
13411,99999,0.495568685
13413,46540,1
13415,36580,1
13416,46540,1
13417,46540,1
13418,45060,1
13420,46540,1
13421,46540,0.153802336
13421,45060,0.846197664
13424,46540,1
13425,45060,0.081885856
13425,46540,0.918114144
13426,45060,1
13428,11220,1
13431,46540,1
13433,99999,1
13435,46540,1
13436,99999,1
13437,99999,0.167832168
13437,45060,0.832167832
13438,46540,1
13439,46540,0.234548336
13439,36580,0.765451664
13440,46540,1
13441,46540,1
13450,36580,1
13452,11220,0.577586207
13452,24100,0.422413793
13454,24100,0.010362694
13454,46540,0.989637306
13455,46540,1
13456,46540,1
13457,36580,1
13459,11220,0.034416826
13459,10580,0.961759082
13459,36580,0.003824092
13460,99999,0.995482778
13460,45060,0.004517222
13461,46540,1
13464,45060,0.006593407
13464,99999,0.993406593
13468,36580,1
13469,46540,1
13470,24100,0.834782609
13470,46540,0.165217391
13471,46540,0.984604619
13471,99999,0.015395381
13472,46540,1
13473,99999,1
13475,46540,1
13476,46540,1
13477,46540,1
13478,46540,1
13479,46540,1
13480,46540,0.971962617
13480,45060,0.028037383
13482,36580,1
13483,45060,0.097744361
13483,46540,0.902255639
13484,45060,1
13485,45060,0.698681733
13485,99999,0.097928437
13485,36580,0.203389831
13486,46540,1
13488,36580,1
13489,99999,0.923469388
13489,46540,0.076530612
13490,46540,1
13491,46540,0.535647861
13491,36580,0.350898946
13491,45060,0.113453193
13492,46540,1
13493,45060,1
13494,46540,1
13495,46540,1
13501,46540,1
13502,46540,1
13504,46540,1
13601,99999,0.001296312
13601,48060,0.998703688
13602,48060,1
13603,48060,1
13605,48060,1
13606,48060,1
13607,48060,1
13608,36300,0.180806676
13608,48060,0.819193324
13611,48060,1
13612,48060,1
13613,36300,1
13614,36300,1
13615,48060,1
13616,48060,1
13617,36300,1
13618,48060,1
13619,48060,0.900670891
13619,99999,0.099329109
13620,99999,1
13621,36300,1
13622,48060,1
13623,36300,1
13624,48060,1
13625,36300,1
13626,48060,0.185096154
13626,99999,0.814903846
13628,48060,1
13630,36300,1
13631,48060,1
13632,48060,1
13633,36300,1
13634,48060,1
13635,36300,1
13636,48060,1
13637,48060,1
13638,48060,1
13639,36300,1
13640,48060,1
13641,48060,1
13642,36300,0.994007026
13642,48060,0.005992974
13643,48060,1
13645,36300,1
13646,36300,0.988452656
13646,48060,0.011547344
13647,36300,1
13648,36300,0.438842204
13648,99999,0.561157796
13649,36300,1
13650,48060,1
13651,48060,1
13652,36300,1
13654,36300,1
13655,31660,1
13656,48060,1
13658,36300,1
13659,48060,1
13660,36300,1
13661,48060,0.88681592
13661,45060,0.11318408
13662,36300,1
13664,36300,1
13665,99999,0.417322835
13665,48060,0.582677165
13666,36300,1
13667,36300,1
13668,36300,1
13669,36300,1
13670,36300,1
13671,48060,1
13672,36300,1
13673,48060,1
13674,48060,1
13675,48060,1
13676,36300,1
13677,36300,1
13678,36300,1
13679,36300,0.118181818
13679,48060,0.881818182
13680,36300,1
13681,36300,1
13682,99999,0.017857143
13682,48060,0.982142857
13683,31660,1
13684,36300,1
13685,48060,1
13687,36300,1
13690,36300,1
13691,48060,0.993020305
13691,36300,0.006979695
13692,48060,1
13693,48060,1
13694,36300,1
13695,36300,1
13696,36300,1
13697,36300,1
13699,36300,1
13730,99999,0.946531792
13730,13780,0.053468208
13731,99999,0.998626374
13731,28740,0.001373626
13732,13780,1
13733,99999,0.967183556
13733,36580,0.032816444
13734,13780,1
13736,13780,0.868778281
13736,27060,0.131221719
13737,13780,1
13738,18660,1
13739,99999,1
13740,99999,1
13743,13780,1
13744,13780,1
13745,13780,1
13746,13780,0.742629482
13746,99999,0.257370518
13747,36580,1
13748,13780,1
13749,13780,1
13750,99999,0.973251029
13750,36580,0.026748971
13751,99999,1
13752,99999,1
13753,99999,1
13754,13780,0.595238095
13754,99999,0.404761905
13755,99999,1
13756,99999,1
13757,99999,1
13758,99999,1
13760,13780,1
13761,13780,1
13762,13780,1
13774,99999,1
13775,36580,0.002398082
13775,99999,0.997601918
13776,36580,1
13777,13780,1
13778,99999,0.978745286
13778,13780,0.021254714
13780,99999,1
13782,99999,1
13783,99999,0.996737357
13783,13780,0.003262643
13784,18660,1
13786,99999,1
13787,99999,0.184144819
13787,13780,0.815855181
13788,99999,1
13790,13780,1
13794,13780,1
13795,13780,1
13796,36580,1
13797,13780,1
13801,99999,1
13802,13780,1
13803,18660,0.9084014
13803,13780,0.0915986
13804,99999,1
13806,99999,1
13807,36580,1
13808,36580,1
13809,99999,0.633744856
13809,36580,0.366255144
13810,36580,1
13811,13780,1
13812,13780,1
13813,99999,0.159144893
13813,13780,0.840855107
13814,99999,1
13815,99999,1
13820,36580,0.900772979
13820,99999,0.099227021
13825,99999,0.023989034
13825,36580,0.976010966
13826,13780,1
13827,13780,1
13830,99999,1
13832,99999,1
13833,13780,1
13834,36580,1
13835,18660,0.205014749
13835,13780,0.794985251
13838,99999,0.956215213
13838,36580,0.043784787
13839,99999,1
13840,13780,1
13841,99999,0.805970149
13841,18660,0.194029851
13842,99999,1
13843,36580,0.461625282
13843,99999,0.538374718
13844,99999,1
13845,13780,1
13846,99999,1
13847,99999,1
13848,13780,1
13849,36580,0.750124688
13849,99999,0.249875312
13850,13780,1
13851,13780,1
13856,99999,1
13859,36580,1
13860,99999,1
13861,36580,1
13862,13780,0.992773763
13862,18660,0.007226237
13863,13780,0.023474178
13863,18660,0.976525822
13864,13780,0.711864407
13864,27060,0.288135593
13865,13780,1
13901,13780,1
13902,13780,1
13903,13780,1
13904,13780,1
13905,13780,1
14001,15380,0.961071497
14001,12860,0.038928503
14004,15380,0.935067475
14004,99999,0.050850773
14004,12860,0.014081752
14005,12860,1
14006,15380,1
14008,15380,1
14009,36460,0.07980399
14009,99999,0.92019601
14010,15380,1
14011,99999,0.892769822
14011,12860,0.107230178
14012,15380,0.976830399
14012,40380,0.023169601
14013,12860,0.983957219
14013,15380,0.016042781
14020,12860,1
14021,12860,1
14024,99999,1
14025,15380,1
14026,15380,1
14027,15380,1
14028,15380,1
14029,99999,1
14030,36460,0.156330749
14030,99999,0.023255814
14030,15380,0.820413437
14031,15380,1
14032,15380,1
14033,15380,1
14034,15380,1
14035,15380,1
14036,15380,0.006381039
14036,12860,0.993618961
14037,15380,0.140952381
14037,99999,0.859047619
14038,15380,1
14039,99999,1
14040,99999,0.159340659
14040,12860,0.840659341
14041,36460,1
14042,36460,1
14043,15380,1
14047,15380,1
14048,27460,1
14051,15380,1
14052,15380,1
14054,99999,0.027118644
14054,12860,0.972881356
14055,15380,1
14056,12860,1
14057,15380,1
14058,40380,0.044181034
14058,12860,0.955818966
14059,15380,1
14060,99999,0.447761194
14060,36460,0.552238806
14061,15380,1
14062,27460,0.992146597
14062,36460,0.007853403
14063,27460,1
14065,36460,0.795918367
14065,99999,0.204081633
14066,99999,1
14067,15380,1
14068,15380,1
14069,15380,1
14070,36460,0.562091503
14070,15380,0.437908497
14072,15380,1
14075,15380,1
14080,15380,1
14081,27460,0.306532663
14081,15380,0.678894472
14081,36460,0.014572864
14082,99999,1
14083,99999,1
14085,15380,1
14086,15380,1
14091,15380,1
14092,15380,1
14094,15380,1
14095,15380,1
14098,15380,0.009029345
14098,40380,0.990970655
14101,36460,1
14102,15380,1
14103,12860,0.000190658
14103,40380,0.997712107
14103,15380,0.002097235
14105,40380,0.044444444
14105,15380,0.951927438
14105,12860,0.003628118
14107,15380,1
14108,15380,1
14109,15380,1
14110,15380,1
14111,15380,1
14112,15380,1
14113,99999,1
14120,15380,1
14125,40380,0.003761755
14125,12860,0.996238245
14126,15380,1
14127,15380,1
14129,36460,1
14130,99999,1
14131,15380,1
14132,15380,1
14134,15380,1
14135,27460,1
14136,27460,1
14138,27460,0.28588661
14138,36460,0.71411339
14139,15380,1
14140,15380,1
14141,36460,0.054576603
14141,15380,0.945423397
14143,12860,1
14144,15380,1
14145,99999,0.951515152
14145,15380,0.048484848
14150,15380,1
14151,15380,1
14166,27460,1
14167,99999,1
14168,36460,1
14169,15380,1
14170,15380,1
14171,36460,1
14172,15380,1
14173,36460,1
14174,15380,1
14201,15380,1
14202,15380,1
14203,15380,1
14204,15380,1
14205,15380,1
14206,15380,1
14207,15380,1
14208,15380,1
14209,15380,1
14210,15380,1
14211,15380,1
14212,15380,1
14213,15380,1
14214,15380,1
14215,15380,1
14216,15380,1
14217,15380,1
14218,15380,1
14219,15380,1
14220,15380,1
14221,15380,1
14222,15380,1
14223,15380,1
14224,15380,1
14225,15380,1
14226,15380,1
14227,15380,1
14228,15380,1
14231,15380,1
14233,15380,1
14240,15380,1
14241,15380,1
14260,15380,1
14263,15380,1
14265,15380,1
14269,15380,1
14270,15380,1
14272,15380,1
14273,15380,1
14276,15380,1
14280,15380,1
14301,15380,1
14302,15380,1
14303,15380,1
14304,15380,1
14305,15380,1
14410,40380,1
14411,40380,1
14413,40380,1
14414,40380,1
14415,40380,1
14416,12860,0.93867121
14416,40380,0.06132879
14418,18500,0.17611336
14418,40380,0.82388664
14420,40380,1
14422,40380,0.016304348
14422,12860,0.983695652
14423,40380,1
14424,40380,1
14425,40380,1
14427,99999,1
14428,40380,0.998939273
14428,12860,0.001060727
14429,40380,1
14430,40380,1
14432,40380,1
14433,42900,0.058457115
14433,40380,0.941542885
14435,40380,1
14437,40380,0.907273084
14437,18500,0.089786316
14437,99999,0.0029406
14441,40380,1
14445,40380,1
14449,40380,1
14450,40380,1
14452,40380,1
14453,40380,1
14454,40380,1
14456,40380,0.948091382
14456,42900,0.051908618
14461,40380,1
14462,40380,1
14463,40380,1
14464,40380,1
14466,40380,1
14467,40380,1
14468,40380,1
14469,40380,1
14470,40380,1
14471,40380,1
14472,40380,1
14475,40380,1
14476,40380,1
14477,40380,1
14478,40380,1
14479,40380,1
14480,40380,1
14481,40380,0.996432818
14481,99999,0.003567182
14482,40380,0.029891929
14482,12860,0.970108071
14485,40380,1
14486,40380,1
14487,40380,1
14488,40380,1
14489,40380,0.990597345
14489,42900,0.009402655
14502,40380,1
14504,40380,1
14505,40380,1
14506,40380,1
14507,40380,1
14508,40380,1
14510,40380,1
14511,40380,1
14512,40380,0.95334608
14512,18500,0.04665392
14513,40380,1
14514,40380,1
14515,40380,1
14516,40380,1
14517,40380,1
14518,40380,1
14519,40380,1
14520,40380,1
14521,42900,1
14522,40380,1
14525,40380,0.043814433
14525,12860,0.64604811
14525,99999,0.310137457
14526,40380,1
14527,40380,1
14529,18500,1
14530,40380,0.00236247
14530,99999,0.99763753
14532,40380,0.954098361
14532,42900,0.045901639
14533,40380,0.995529061
14533,99999,0.004470939
14534,40380,1
14536,99999,1
14537,40380,1
14538,40380,1
14539,40380,1
14541,42900,1
14542,40380,1
14543,40380,1
14544,40380,1
14545,40380,1
14546,40380,1
14547,40380,1
14548,40380,1
14549,99999,1
14550,99999,1
14551,40380,1
14555,40380,1
14556,40380,1
14557,12860,1
14558,40380,1
14559,40380,1
14560,40380,1
14561,40380,1
14563,40380,1
14564,40380,1
14568,40380,1
14569,99999,1
14571,40380,1
14572,40380,0.195842451
14572,18500,0.804157549
14580,40380,1
14585,40380,1
14586,40380,1
14588,42900,1
14589,40380,1
14590,40380,1
14591,12860,0.077445652
14591,99999,0.922554348
14592,40380,1
14602,40380,1
14603,40380,1
14604,40380,1
14605,40380,1
14606,40380,1
14607,40380,1
14608,40380,1
14609,40380,1
14610,40380,1
14611,40380,1
14612,40380,1
14613,40380,1
14614,40380,1
14615,40380,1
14616,40380,1
14617,40380,1
14618,40380,1
14619,40380,1
14620,40380,1
14621,40380,1
14622,40380,1
14623,40380,1
14624,40380,1
14625,40380,1
14626,40380,1
14627,40380,1
14638,40380,1
14639,40380,1
14642,40380,1
14643,40380,1
14646,40380,1
14647,40380,1
14649,40380,1
14650,40380,1
14651,40380,1
14652,40380,1
14653,40380,1
14692,40380,1
14701,27460,1
14702,27460,1
14706,36460,1
14707,99999,1
14708,99999,1
14709,99999,1
14710,27460,1
14711,99999,1
14712,27460,1
14714,99999,1
14715,99999,1
14716,27460,1
14717,99999,1
14718,27460,1
14719,36460,1
14720,27460,1
14721,99999,1
14722,27460,1
14723,27460,1
14724,27460,1
14726,27460,0.172143975
14726,36460,0.827856025
14727,36460,0.23490977
14727,99999,0.76509023
14728,27460,1
14729,36460,1
14730,36460,1
14731,36460,1
14732,27460,1
14733,27460,1
14735,99999,1
14736,27460,1
14737,36460,0.9957663
14737,99999,0.0042337
14738,36460,0.117211598
14738,27460,0.882788402
14739,99999,1
14740,27460,1
14741,36460,1
14742,27460,1
14743,36460,1
14744,99999,1
14745,99999,1
14747,36460,0.096928983
14747,27460,0.903071017
14748,36460,1
14750,27460,1
14751,36460,1
14752,27460,1
14753,36460,1
14754,99999,1
14755,36460,1
14757,27460,1
14758,27460,1
14760,36460,1
14766,36460,1
14767,27460,1
14769,27460,1
14770,99999,0.277822908
14770,36460,0.722177092
14772,36460,1
14774,99999,1
14775,27460,1
14777,99999,1
14778,36460,1
14779,36460,1
14781,27460,1
14782,27460,1
14783,36460,1
14784,27460,1
14785,27460,1
14786,99999,1
14787,27460,1
14788,36460,1
14801,18500,1
14802,99999,1
14803,18500,0.051155116
14803,99999,0.948844884
14804,99999,0.983305509
14804,18500,0.016694491
14805,99999,0.958115183
14805,21300,0.041884817
14806,99999,0.889258029
14806,18500,0.110741971
14807,99999,0.163551402
14807,18500,0.836448598
14808,18500,1
14809,18500,1
14810,18500,1
14812,18500,0.202860858
14812,21300,0.306241873
14812,99999,0.490897269
14813,99999,1
14814,18500,0.089552239
14814,21300,0.910447761
14815,99999,0.731788079
14815,18500,0.268211921
14816,21300,1
14817,27060,0.964533539
14817,13780,0.035466461
14818,99999,1
14819,18500,1
14820,18500,1
14821,18500,1
14822,40380,0.073333333
14822,99999,0.926666667
14823,18500,1
14824,21300,0.330434783
14824,99999,0.669565217
14825,21300,1
14826,18500,1
14827,18500,1
14830,18500,0.988220009
14830,21300,0.011779991
14831,18500,1
14836,99999,0.294759825
14836,40380,0.705240175
14837,99999,0.183480027
14837,40380,0.773865944
14837,18500,0.042654028
14838,21300,0.988052569
14838,99999,0.011947431
14839,18500,1
14840,99999,0.016497938
14840,18500,0.983502062
14841,99999,0.902386117
14841,42900,0.097613883
14842,40380,1
14843,18500,0.993987428
14843,99999,0.006012572
14845,99999,0.000376471
14845,21300,0.999623529
14846,40380,0.770833333
14846,99999,0.229166667
14847,42900,1
14850,27060,1
14851,27060,1
14852,27060,1
14853,27060,1
14854,27060,1
14855,18500,1
14856,18500,1
14857,40380,1
14858,18500,1
14859,21300,0.402535658
14859,13780,0.597464342
14860,42900,1
14861,21300,1
14863,99999,1
14864,21300,0.866562009
14864,99999,0.133437991
14865,99999,1
14867,21300,0.001092498
14867,27060,0.997815004
14867,99999,0.001092498
14869,99999,1
14870,18500,0.984857089
14870,99999,0.015142911
14871,21300,0.905519642
14871,18500,0.094480358
14872,21300,1
14873,40380,0.000747943
14873,18500,0.999252057
14874,18500,1
14876,99999,1
14877,18500,1
14878,99999,0.715012723
14878,40380,0.284987277
14879,18500,1
14880,99999,1
14881,27060,1
14882,27060,0.995959596
14882,12180,0.004040404
14883,27060,0.22284264
14883,21300,0.002030457
14883,13780,0.775126904
14884,99999,0.99408284
14884,40380,0.00591716
14885,18500,1
14886,99999,0.223855663
14886,27060,0.656197795
14886,42900,0.119946542
14887,99999,1
14889,99999,0.004868549
14889,21300,0.991236611
14889,13780,0.003894839
14891,99999,1
14892,13780,0.897357502
14892,21300,0.102642498
14893,99999,1
14894,21300,1
14895,99999,1
14897,99999,0.97640118
14897,18500,0.02359882
14898,18500,1
14901,21300,1
14902,21300,1
14903,21300,1
14904,21300,1
14905,21300,1
15001,38300,1
15003,38300,1
15004,38300,1
15005,38300,1
15006,38300,1
15007,38300,1
15009,38300,1
15010,38300,1
15012,38300,1
15014,38300,1
15015,38300,1
15017,38300,1
15018,38300,1
15019,38300,1
15020,38300,1
15021,38300,1
15022,38300,1
15024,38300,1
15025,38300,1
15026,38300,1
15027,38300,1
15028,38300,1
15030,38300,1
15031,38300,1
15032,38300,1
15033,38300,1
15034,38300,1
15035,38300,1
15037,38300,1
15038,38300,1
15042,38300,1
15043,38300,1
15044,38300,1
15045,38300,1
15046,38300,1
15047,38300,1
15049,38300,1
15050,38300,1
15051,38300,1
15052,38300,1
15053,38300,1
15054,38300,1
15055,38300,1
15056,38300,1
15057,38300,1
15059,38300,1
15060,38300,1
15061,38300,1
15062,38300,1
15063,38300,1
15064,38300,1
15065,38300,1
15066,38300,1
15067,38300,1
15068,38300,1
15071,38300,1
15072,38300,1
15074,38300,1
15075,38300,1
15076,38300,1
15077,38300,1
15078,38300,1
15081,38300,1
15082,38300,1
15083,38300,1
15084,38300,1
15085,38300,1
15086,38300,1
15087,38300,1
15088,38300,1
15089,38300,1
15090,38300,1
15091,38300,1
15095,38300,1
15096,38300,1
15101,38300,1
15102,38300,1
15104,38300,1
15106,38300,1
15108,38300,1
15110,38300,1
15112,38300,1
15116,38300,1
15120,38300,1
15122,38300,1
15123,38300,1
15126,38300,1
15127,38300,1
15129,38300,1
15131,38300,1
15132,38300,1
15133,38300,1
15134,38300,1
15135,38300,1
15136,38300,1
15137,38300,1
15139,38300,1
15140,38300,1
15142,38300,1
15143,38300,1
15144,38300,1
15145,38300,1
15146,38300,1
15147,38300,1
15148,38300,1
15201,38300,1
15202,38300,1
15203,38300,1
15204,38300,1
15205,38300,1
15206,38300,1
15207,38300,1
15208,38300,1
15209,38300,1
15210,38300,1
15211,38300,1
15212,38300,1
15213,38300,1
15214,38300,1
15215,38300,1
15216,38300,1
15217,38300,1
15218,38300,1
15219,38300,1
15220,38300,1
15221,38300,1
15222,38300,1
15223,38300,1
15224,38300,1
15225,38300,1
15226,38300,1
15227,38300,1
15228,38300,1
15229,38300,1
15230,38300,1
15231,38300,1
15232,38300,1
15233,38300,1
15234,38300,1
15235,38300,1
15236,38300,1
15237,38300,1
15238,38300,1
15239,38300,1
15240,38300,1
15241,38300,1
15243,38300,1
15244,38300,1
15253,38300,1
15258,38300,1
15259,38300,1
15260,38300,1
15261,38300,1
15262,38300,1
15265,38300,1
15267,38300,1
15272,38300,1
15275,38300,1
15276,38300,1
15277,38300,1
15282,38300,1
15289,38300,1
15290,38300,1
15295,38300,1
15301,38300,1
15310,99999,1
15311,38300,1
15312,38300,1
15313,38300,1
15314,38300,1
15315,99999,1
15316,99999,1
15317,38300,1
15320,99999,0.997118156
15320,38300,0.002881844
15321,38300,1
15322,38300,0.406035665
15322,99999,0.593964335
15323,38300,1
15324,38300,1
15325,99999,1
15327,99999,1
15329,38300,0.818062827
15329,99999,0.181937173
15330,38300,1
15331,38300,1
15332,38300,1
15333,38300,1
15334,99999,1
15336,38300,1
15337,99999,1
15338,99999,1
15339,38300,1
15340,38300,1
15341,99999,1
15342,38300,1
15344,99999,1
15345,38300,1
15346,99999,1
15347,38300,1
15348,38300,1
15349,99999,1
15350,38300,1
15351,99999,1
15352,99999,1
15353,99999,1
15357,99999,0.994482759
15357,38300,0.005517241
15358,38300,1
15359,99999,1
15360,38300,1
15361,38300,1
15362,99999,1
15363,38300,1
15364,99999,1
15365,38300,1
15366,38300,1
15367,38300,1
15368,38300,1
15370,99999,0.998427223
15370,38300,0.001572777
15376,38300,1
15377,38300,0.795724466
15377,99999,0.204275534
15378,38300,1
15379,38300,1
15380,99999,1
15401,38300,1
15410,38300,1
15411,43740,1
15412,38300,1
15413,38300,1
15415,38300,1
15416,38300,1
15417,38300,1
15419,38300,1
15420,38300,1
15421,38300,1
15422,38300,1
15423,38300,1
15424,38300,0.237827715
15424,43740,0.762172285
15425,38300,1
15427,38300,1
15428,38300,1
15429,38300,1
15430,38300,1
15431,38300,1
15432,38300,1
15433,38300,1
15434,38300,1
15435,38300,1
15436,38300,1
15437,38300,1
15438,38300,1
15439,38300,1
15440,38300,1
15442,38300,1
15443,38300,1
15444,38300,1
15445,38300,1
15446,38300,1
15447,38300,1
15448,38300,1
15449,38300,1
15450,38300,1
15451,38300,1
15454,38300,1
15455,38300,1
15456,38300,1
15458,38300,1
15459,38300,1
15460,38300,1
15461,99999,0.000431406
15461,38300,0.999568594
15462,38300,1
15463,38300,1
15464,38300,1
15465,38300,1
15466,38300,1
15467,38300,1
15468,38300,1
15469,38300,1
15470,38300,1
15472,38300,1
15473,38300,1
15474,38300,1
15475,38300,1
15476,38300,1
15477,38300,1
15478,38300,1
15479,38300,1
15480,38300,1
15482,38300,1
15483,38300,1
15484,38300,1
15485,43740,1
15486,38300,1
15488,38300,1
15489,38300,1
15490,38300,1
15492,38300,1
15501,38300,0.003544621
15501,43740,0.996455379
15502,43740,1
15510,43740,1
15520,43740,1
15521,99999,1
15522,99999,1
15530,43740,0.998003195
15530,99999,0.001996805
15531,43740,0.986294896
15531,38300,0.013705104
15532,43740,1
15533,99999,1
15534,99999,0.984962406
15534,43740,0.015037594
15535,99999,1
15536,99999,1
15537,99999,1
15538,43740,1
15539,99999,1
15540,43740,1
15541,43740,1
15542,43740,1
15544,43740,1
15545,43740,0.231676495
15545,99999,0.768323505
15546,43740,1
15547,43740,1
15548,43740,1
15549,43740,1
15550,43740,0.004761905
15550,99999,0.995238095
15551,43740,1
15552,43740,1
15553,43740,1
15554,99999,1
15555,43740,1
15557,43740,0.995203837
15557,38300,0.004796163
15558,43740,1
15559,43740,0.010626993
