density,age_pct_u18,age_pct_o64,nat_nativity,laus_lfpr,access,r1_per_100k,st_cap,mfg_lq_gmp,chartbl_per_cap,freight_sqmi,enplane_per_cap,ln_hist_bldg,city_decades_since_peak,pctchg_00_05,vacancy_city,pct_prewar_msa,pct_ph,med_val_cbsa,prop_crimes_per100k,pct_low_inf_bw,pct_obese_adult,pct_uninsured_adult,pov_poverty_rate,gini,pct_deficient,sfund_per_sqmi,edu_no_hs_diploma,edu_bachelors_plus
0.6198156148158772,0.013036821327670554,0.00845321455705811,-0.16207414876078904,0.01802555821365864,0.1472803582098062,-0.09829794743255253,0.01146680113984687,0.13510137646645937,0.3401010096196266,1,0.23549782983027473,0.3373128170436845,0.36939253653717014,-0.217368349085918,0.009744396516772665,0.33701037236657405,0.3896066400793497,0.05444532265549291,-0.028954082514823704,0.044246180516834016,0.06843774822684595,-0.3471746962210067,-0.20461252316962722,0.09749410652064915,-0.07882805235603257,0.3558013217903101,-0.03556401946878006,0.04553349612711122
0.3164125809915062,0.06526802712645266,-0.18445107975772357,-0.3749472953952224,0.12068688613032745,0.19190654250844066,-0.055461207756191684,0.252165255949329,-0.29994025869599766,0.3486607079794204,0.23549782983027473,1,0.2780988758052899,-0.013718021875186283,0.23162275241395483,-0.04228576876441997,-0.1655602490571624,-0.09876667295058987,0.2868449656661547,0.11980184620252102,-0.019083405894379016,-0.2181714171228881,0.039450504722005175,-0.20795902746797737,0.07720016687703107,-0.04460395838048305,0.08456557086748685,-0.1909277659157104,0.2998996897746251
0.42802598139907305,-0.12807606460783683,-0.07368669441997865,-0.33078080009930955,0.1288231197462827,0.22172188945747753,0.019477936578085157,0.2649733508874814,-0.03361972833886345,0.4602422554563272,0.3373128170436845,0.2780988758052899,1,0.23817744101269162,-0.08213758961341981,0.02850605609818026,0.17209470181597028,0.22761195964989042,0.1545499020342885,-0.13255479356439698,0.17405681521643268,0.006904997863124059,-0.20696645277919726,-0.24320224970429247,0.1385910607539855,0.06407127701173652,0.23258945222713437,-0.06553409369708235,0.28627105623399157
0.24462196846772347,-0.151957055397378,0.2577311221027287,0.09496857415716327,-0.03628476768457661,0.1482157040059633,-0.11109867067307708,0.01936594845230398,0.13751047974536568,0.09312010954889949,0.36939253653717014,-0.013718021875186283,0.23817744101269162,1,-0.4556633412018787,0.2707868495573285,0.6450112066297902,0.48504310405486906,-0.1719115751284496,-0.1884568037622043,0.10350313983376595,0.1603161624028777,-0.4310344287364521,-0.19623161365811034,-0.026362429177515783,-0.04832964001761527,0.2884202114769754,-0.07643845022914747,-0.12011121458751958
-0.10065541440947719,0.18047907087081758,-0.0684266349524978,-0.007083982720286615,-0.06047778957042917,-0.14921887816179535,-0.012787104191360381,0.07927683531517934,-0.3355155446892003,-0.021072488533564977,-0.217368349085918,0.23162275241395483,-0.08213758961341981,-0.4556633412018787,1,-0.061319306688568546,-0.5175656954326838,-0.49183460117683875,0.11610448671150828,0.0688129844562196,-0.17616205784345917,-0.26363927042877033,0.4484646595151735,0.08550162128763134,7.323720571404374e-4,-0.08153265544989306,-0.1684815317678097,0.07796565586135419,0.07726985392891839
0.057524086486063795,-0.15478731222259806,0.4228882566951535,0.26422805090613555,-0.17506899254363534,-0.13914181147641502,-0.15858802740516553,-0.035699519089362565,-0.11848666070585206,-0.0235363675559168,0.009744396516772665,-0.04228576876441997,0.02850605609818026,0.2707868495573285,-0.061319306688568546,1,-0.025490645955610045,0.0695797235372136,-0.16647829253895216,0.11356999804141217,0.245169255109778,0.10664173488592268,0.07329230877600856,0.02765417303785295,0.15998854291661105,0.09768665894414773,0.08444578188496937,0.1327568829812853,-0.1938484489064575
0.16721115164322647,-0.2414730425809364,0.20952571130803402,-0.06636533579975559,0.23951539135356412,0.35620265108043786,0.019797387559399252,-0.03707109376616289,0.26094760378925724,0.07568275964123165,0.33701037236657405,-0.1655602490571624,0.17209470181597028,0.6450112066297902,-0.5175656954326838,-0.025490645955610045,1,0.4340347852025038,-0.12121535879460257,-0.40175775390744706,-0.2259830554249338,0.059652855652439746,-0.6458589722637988,-0.36527668774233013,-0.2572117241339704,-0.06859309084144788,0.2869417620868976,-0.27976626096391966,-0.002784849331543087
0.2188038086740967,-0.08076326229215121,0.029727270333983737,0.0045478485537657765,-0.10738499329265047,0.021986159375145437,-0.07951798100802412,0.016207320800342304,0.20328814297678963,0.15051283563317994,0.3896066400793497,-0.09876667295058987,0.22761195964989042,0.48504310405486906,-0.49183460117683875,0.0695797235372136,0.4340347852025038,1,-0.27455156536637626,0.01892018025163918,0.39862203112208594,0.3511817026531972,-0.351082438338156,0.07299635886682666,0.16379251148612575,-0.01755088595133578,0.2511121688864305,0.1375580584107051,-0.16332275451636297
0.43652608527391923,-0.053747215335749346,-0.12100848378072915,-0.27500590121012664,0.2086592617561497,0.47287620738290975,0.12080951562506535,0.11221460346115925,-0.2565806636806297,0.2240818219743528,0.05444532265549291,0.2868449656661547,0.1545499020342885,-0.1719115751284496,0.11610448671150828,-0.16647829253895216,-0.12121535879460257,-0.27455156536637626,1,-0.14935070991656127,-0.388263756286365,-0.6479125063469128,0.058820973404753486,-0.2449898564865593,0.08180612951657196,0.0054792514784429,0.18538904126896982,-0.21937387890767154,0.5188736871915066
-0.1264736094013232,0.22890286533148058,-0.11579193953073512,0.09466353940862525,-0.2157083464403751,-0.28960575053793824,-0.09106639674031235,0.05899671651645168,0.011793713935623975,-0.03533387130731924,-0.028954082514823704,0.11980184620252102,-0.13255479356439698,-0.1884568037622043,0.0688129844562196,0.11356999804141217,-0.40175775390744706,0.01892018025163918,-0.14935070991656127,1,0.2782478312970872,0.18782008573164521,0.2492455561805897,0.36372562677399606,0.25878510985611286,-0.02304221677125719,-0.16221707686528175,0.28041387359651515,-0.16098881744818916
-0.028866810414018396,-0.06354615727821128,0.007996622051312754,0.08018996705077688,-0.30310456997729657,-0.3987352120715952,-0.1420421283112019,0.031978126319757966,0.07649746332722981,-0.010145503069882784,0.044246180516834016,-0.019083405894379016,0.17405681521643268,0.10350313983376595,-0.17616205784345917,0.245169255109778,-0.2259830554249338,0.39862203112208594,-0.388263756286365,0.2782478312970872,1,0.45899760571286125,0.09274127780725704,0.28644984866999434,0.323546171601717,0.06341938149018699,-0.021954510213741684,0.27792936336188245,-0.22970711757874007
-0.25088999661314576,0.12502820773539455,-0.09778217099477286,0.18076523742267808,-0.2518633734681876,-0.43422473821685126,-0.14946876607219545,-0.03546050014751703,0.31235951216587404,-0.08416924648803684,0.06843774822684595,-0.2181714171228881,0.006904997863124059,0.1603161624028777,-0.26363927042877033,0.10664173488592268,0.059652855652439746,0.3511817026531972,-0.6479125063469128,0.18782008573164521,0.45899760571286125,1,-0.21873970982062182,0.23363691933509684,-0.08640285370325931,0.027159217800484706,-0.0628112121014668,0.2871991514392351,-0.48925021555610393
-0.15523213350505904,0.12721625738439016,-0.05582579981566359,0.11213753274346604,-0.3318225633919615,-0.13976659228324687,0.1263669352980287,-0.10315250573162986,-0.25867141212535605,-0.08623940761663393,-0.3471746962210067,0.039450504722005175,-0.20696645277919726,-0.4310344287364521,0.4484646595151735,0.07329230877600856,-0.6458589722637988,-0.351082438338156,0.058820973404753486,0.2492455561805897,0.09274127780725704,-0.21873970982062182,1,0.5546555664795003,0.40769656396849735,0.01590535152332837,-0.286878210474516,0.38679463977876843,0.014074625357121832
-0.2144215655649047,0.26606899944685963,-0.19553797642668255,0.2152327984272797,-0.5065216407064567,-0.11916670929450089,0.12561731258025016,-0.17745381382076675,-0.15405310261466026,-0.17700379902628027,-0.20461252316962722,-0.20795902746797737,-0.24320224970429247,-0.19623161365811034,0.08550162128763134,0.02765417303785295,-0.36527668774233013,0.07299635886682666,-0.2449898564865593,0.36372562677399606,0.28644984866999434,0.23363691933509684,0.5546555664795003,1,0.4829477840578744,0.03294289270019264,-0.22159691511862897,0.6515549153524438,-0.2610513344412028
0.25032919345530186,-0.22727465935530403,0.06512777679352796,-0.22049341298097777,-0.1444379867937109,0.09786662636978337,0.2649254231650994,-0.05864696301626628,-0.1602045971530734,0.19223189530600132,0.09749410652064915,0.07720016687703107,0.1385910607539855,-0.026362429177515783,7.323720571404374e-4,0.15998854291661105,-0.2572117241339704,0.16379251148612575,0.08180612951657196,0.25878510985611286,0.323546171601717,-0.08640285370325931,0.40769656396849735,0.4829477840578744,1,0.08431652655831488,-0.032261811268985204,0.23284724138330368,0.2808765461917736
-0.06094770641903513,-0.05620696690047373,0.06397844742369162,0.013894975812356871,0.05715456972520691,-0.054022465590239196,0.04393075415582216,0.0065709166232374525,-0.005010839004736782,-0.024117017374133257,-0.07882805235603257,-0.04460395838048305,0.06407127701173652,-0.04832964001761527,-0.08153265544989306,0.09768665894414773,-0.06859309084144788,-0.01755088595133578,0.0054792514784429,-0.02304221677125719,0.06341938149018699,0.027159217800484706,0.01590535152332837,0.03294289270019264,0.08431652655831488,1,-0.028961051538031534,-0.03589995710133077,0.06271054735214394
0.5085835743393977,-0.024959587162343724,0.043386820760179363,-0.05894730559786666,0.03587087500460853,0.24183166927592945,-0.042244107404071016,0.013965522974066225,0.04663944368365948,0.2606044900061273,0.3558013217903101,0.08456557086748685,0.23258945222713437,0.2884202114769754,-0.1684815317678097,0.08444578188496937,0.2869417620868976,0.2511121688864305,0.18538904126896982,-0.16221707686528175,-0.021954510213741684,-0.0628112121014668,-0.286878210474516,-0.22159691511862897,-0.032261811268985204,-0.028961051538031534,1,-0.07885373558535112,0.0547395674497357
-0.03561251423556522,0.38402207818295625,0.008046704462389878,0.5593808282212259,-0.5152348342948982,-0.42069190377183274,-0.2814513819892625,-0.17955940682007826,0.08980905248217462,-0.09998373772851686,-0.03556401946878006,-0.1909277659157104,-0.06553409369708235,-0.07643845022914747,0.07796565586135419,0.1327568829812853,-0.27976626096391966,0.1375580584107051,-0.21937387890767154,0.28041387359651515,0.27792936336188245,0.2871991514392351,0.38679463977876843,0.6515549153524438,0.23284724138330368,-0.03589995710133077,-0.07885373558535112,1,-0.6322856041189187
0.2708929098152894,-0.3185182995959804,-0.2827727489093962,-0.8260504345590485,0.48846329085367335,0.6159619641876876,0.5945989512495479,0.26277227474131926,-0.23310681539917277,0.2759982467314559,0.04553349612711122,0.2998996897746251,0.28627105623399157,-0.12011121458751958,0.07726985392891839,-0.1938484489064575,-0.002784849331543087,-0.16332275451636297,0.5188736871915066,-0.16098881744818916,-0.22970711757874007,-0.48925021555610393,0.014074625357121832,-0.2610513344412028,0.2808765461917736,0.06271054735214394,0.0547395674497357,-0.6322856041189187,1
