density,age_pct_u18,age_pct_o64,nat_nativity,laus_lfpr,access,r1_per_100k,st_cap,mfg_lq_gmp,chartbl_per_cap,freight_sqmi,enplane_per_cap,ln_hist_bldg,city_decades_since_peak,pctchg_00_05,vacancy_city,pct_prewar_msa,pct_ph,med_val_cbsa,prop_crimes_per100k,pct_low_inf_bw,pct_obese_adult,pct_uninsured_adult,pov_poverty_rate,gini,pct_deficient,sfund_per_sqmi,edu_no_hs_diploma,edu_bachelors_plus
1,-0.08598374006623265,0.03724458577110234,-0.23697148875905918,0.03657596842589482,0.3268325665311742,0.013468386990806838,0.11040755450652168,-0.06463500341006304,0.475041250758423,0.6198156148158772,0.3164125809915062,0.42802598139907305,0.24462196846772347,-0.10065541440947719,0.057524086486063795,0.16721115164322647,0.2188038086740967,0.43652608527391923,-0.1264736094013232,-0.028866810414018396,-0.25088999661314576,-0.15523213350505904,-0.2144215655649047,0.25032919345530186,-0.06094770641903513,0.5085835743393977,-0.03561251423556522,0.2708929098152894
-0.08598374006623265,1,-0.5353858569874826,0.32114578356751383,-0.25411333091512117,-0.21733035795466535,-0.36538525089836793,-0.010833903010082474,-0.011454709643373966,-0.002053122184166242,0.013036821327670554,0.06526802712645266,-0.12807606460783683,-0.151957055397378,0.18047907087081758,-0.15478731222259806,-0.2414730425809364,-0.08076326229215121,-0.053747215335749346,0.22890286533148058,-0.06354615727821128,0.12502820773539455,0.12721625738439016,0.26606899944685963,-0.22727465935530403,-0.05620696690047373,-0.024959587162343724,0.38402207818295625,-0.3185182995959804
0.03724458577110234,-0.5353858569874826,1,0.46040291575072784,-0.08582230091009196,-0.19692796247361147,-0.21311408672396687,-0.13587481015517802,-0.032261153689293755,-0.10856771839569712,0.00845321455705811,-0.18445107975772357,-0.07368669441997865,0.2577311221027287,-0.0684266349524978,0.4228882566951535,0.20952571130803402,0.029727270333983737,-0.12100848378072915,-0.11579193953073512,0.007996622051312754,-0.09778217099477286,-0.05582579981566359,-0.19553797642668255,0.06512777679352796,0.06397844742369162,0.043386820760179363,0.008046704462389878,-0.2827727489093962
-0.23697148875905918,0.32114578356751383,0.46040291575072784,1,-0.4539668623673058,-0.5367371028157079,-0.5596818690078758,-0.2500781738755807,0.08537479105431094,-0.2825971726172843,-0.16207414876078904,-0.3749472953952224,-0.33078080009930955,0.09496857415716327,-0.007083982720286615,0.26422805090613555,-0.06636533579975559,0.0045478485537657765,-0.27500590121012664,0.09466353940862525,0.08018996705077688,0.18076523742267808,0.11213753274346604,0.2152327984272797,-0.22049341298097777,0.013894975812356871,-0.05894730559786666,0.5593808282212259,-0.8260504345590485
0.03657596842589482,-0.25411333091512117,-0.08582230091009196,-0.4539668623673058,1,0.26138812050974675,0.204493428627488,0.16509779041426584,0.026703068838178145,0.11256114541235385,0.01802555821365864,0.12068688613032745,0.1288231197462827,-0.03628476768457661,-0.06047778957042917,-0.17506899254363534,0.23951539135356412,-0.10738499329265047,0.2086592617561497,-0.2157083464403751,-0.30310456997729657,-0.2518633734681876,-0.3318225633919615,-0.5065216407064567,-0.1444379867937109,0.05715456972520691,0.03587087500460853,-0.5152348342948982,0.48846329085367335
0.3268325665311742,-0.21733035795466535,-0.19692796247361147,-0.5367371028157079,0.26138812050974675,1,0.44790734098739104,0.05251822028608429,-0.21917530466618165,0.21640184884260283,0.1472803582098062,0.19190654250844066,0.22172188945747753,0.1482157040059633,-0.14921887816179535,-0.13914181147641502,0.35620265108043786,0.021986159375145437,0.47287620738290975,-0.28960575053793824,-0.3987352120715952,-0.43422473821685126,-0.13976659228324687,-0.11916670929450089,0.09786662636978337,-0.054022465590239196,0.24183166927592945,-0.42069190377183274,0.6159619641876876
0.013468386990806838,-0.36538525089836793,-0.21311408672396687,-0.5596818690078758,0.204493428627488,0.44790734098739104,1,0.03548244488158017,-0.011623056711080612,-0.009807561651290755,-0.09829794743255253,-0.055461207756191684,0.019477936578085157,-0.11109867067307708,-0.012787104191360381,-0.15858802740516553,0.019797387559399252,-0.07951798100802412,0.12080951562506535,-0.09106639674031235,-0.1420421283112019,-0.14946876607219545,0.1263669352980287,0.12561731258025016,0.2649254231650994,0.04393075415582216,-0.042244107404071016,-0.2814513819892625,0.5945989512495479
0.11040755450652168,-0.010833903010082474,-0.13587481015517802,-0.2500781738755807,0.16509779041426584,0.05251822028608429,0.03548244488158017,1,-0.22043349194285206,0.18937060195566666,0.01146680113984687,0.252165255949329,0.2649733508874814,0.01936594845230398,0.07927683531517934,-0.035699519089362565,-0.03707109376616289,0.016207320800342304,0.11221460346115925,0.05899671651645168,0.031978126319757966,-0.03546050014751703,-0.10315250573162986,-0.17745381382076675,-0.05864696301626628,0.0065709166232374525,0.013965522974066225,-0.17955940682007826,0.26277227474131926
-0.06463500341006304,-0.011454709643373966,-0.032261153689293755,0.08537479105431094,0.026703068838178145,-0.21917530466618165,-0.011623056711080612,-0.22043349194285206,1,-0.10039104440015127,0.13510137646645937,-0.29994025869599766,-0.03361972833886345,0.13751047974536568,-0.3355155446892003,-0.11848666070585206,0.26094760378925724,0.20328814297678963,-0.2565806636806297,0.011793713935623975,0.07649746332722981,0.31235951216587404,-0.25867141212535605,-0.15405310261466026,-0.1602045971530734,-0.005010839004736782,0.04663944368365948,0.08980905248217462,-0.23310681539917277
0.475041250758423,-0.002053122184166242,-0.10856771839569712,-0.2825971726172843,0.11256114541235385,0.21640184884260283,-0.009807561651290755,0.18937060195566666,-0.10039104440015127,1,0.3401010096196266,0.3486607079794204,0.4602422554563272,0.09312010954889949,-0.021072488533564977,-0.0235363675559168,0.07568275964123165,0.15051283563317994,0.2240818219743528,-0.03533387130731924,-0.010145503069882784,-0.08416924648803684,-0.08623940761663393,-0.17700379902628027,0.19223189530600132,-0.024117017374133257,0.2606044900061273,-0.09998373772851686,0.2759982467314559
