cbsa_fips,csa_fips,cbsa,cbsa_type,csa
44860,206,"Sulphur Springs, TX",Micropolitan Statistical Area,"Dallas-Fort Worth, TX-OK"
13700,,"Big Spring, TX",Micropolitan Statistical Area,
21340,238,"El Paso, TX",Metropolitan Statistical Area,"El Paso-Las Cruces, TX-NM"
19100,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Fort Worth, TX-OK"
14420,108,"Borger, TX",Micropolitan Statistical Area,"Amarillo-Borger, TX"
41660,,"San Angelo, TX",Metropolitan Statistical Area,
13140,,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,
10860,204,"Alice, TX",Micropolitan Statistical Area,"Corpus Christi-Kingsville-Alice, TX"
19100,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Fort Worth, TX-OK"
10180,,"Abilene, TX",Metropolitan Statistical Area,
19100,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Fort Worth, TX-OK"
41700,,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,
28780,204,"Kingsville, TX",Micropolitan Statistical Area,"Corpus Christi-Kingsville-Alice, TX"
28500,,"Kerrville, TX",Micropolitan Statistical Area,
28780,204,"Kingsville, TX",Micropolitan Statistical Area,"Corpus Christi-Kingsville-Alice, TX"
37580,,"Paris, TX",Micropolitan Statistical Area,
28660,,"Killeen-Temple, TX",Metropolitan Statistical Area,
26420,288,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,"Houston-The Woodlands, TX"
31180,352,"Lubbock, TX",Metropolitan Statistical Area,"Lubbock-Levelland, TX"
31180,352,"Lubbock, TX",Metropolitan Statistical Area,"Lubbock-Levelland, TX"
47380,,"Waco, TX",Metropolitan Statistical Area,
33260,372,"Midland, TX",Metropolitan Statistical Area,"Midland-Odessa, TX"
13060,288,"Bay City, TX",Micropolitan Statistical Area,"Houston-The Woodlands, TX"
20580,,"Eagle Pass, TX",Micropolitan Statistical Area,
41700,,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,
33260,372,"Midland, TX",Metropolitan Statistical Area,"Midland-Odessa, TX"
26420,288,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,"Houston-The Woodlands, TX"
20300,,"Dumas, TX",Micropolitan Statistical Area,
34860,,"Nacogdoches, TX",Micropolitan Statistical Area,
18620,206,"Corsicana, TX",Micropolitan Statistical Area,"Dallas-Fort Worth, TX-OK"
13140,,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,
45020,,"Sweetwater, TX",Micropolitan Statistical Area,
18580,204,"Corpus Christi, TX",Metropolitan Statistical Area,"Corpus Christi-Kingsville-Alice, TX"
11100,108,"Amarillo, TX",Metropolitan Statistical Area,"Amarillo-Borger, TX"
13140,,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,
33420,206,"Mineral Wells, TX",Micropolitan Statistical Area,"Dallas-Fort Worth, TX-OK"
19100,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Fort Worth, TX-OK"
11100,108,"Amarillo, TX",Metropolitan Statistical Area,"Amarillo-Borger, TX"
11100,108,"Amarillo, TX",Metropolitan Statistical Area,"Amarillo-Borger, TX"
37780,,"Pecos, TX",Micropolitan Statistical Area,
17780,,"College Station-Bryan, TX",Metropolitan Statistical Area,
19100,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Fort Worth, TX-OK"
30980,346,"Longview, TX",Metropolitan Statistical Area,"Longview-Marshall, TX"
18580,204,"Corpus Christi, TX",Metropolitan Statistical Area,"Corpus Christi-Kingsville-Alice, TX"
43660,,"Snyder, TX",Micropolitan Statistical Area,
46340,540,"Tyler, TX",Metropolitan Statistical Area,"Tyler-Jacksonville, TX"
19100,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Fort Worth, TX-OK"
40100,365,"Rio Grande City, TX",Micropolitan Statistical Area,"McAllen-Edinburg, TX"
19100,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Fort Worth, TX-OK"
10180,,"Abilene, TX",Metropolitan Statistical Area,
34420,,"Mount Pleasant, TX",Micropolitan Statistical Area,
41660,,"San Angelo, TX",Metropolitan Statistical Area,
12420,,"Austin-Round Rock, TX",Metropolitan Statistical Area,
26660,288,"Huntsville, TX",Micropolitan Statistical Area,"Houston-The Woodlands, TX"
30980,346,"Longview, TX",Metropolitan Statistical Area,"Longview-Marshall, TX"
46620,,"Uvalde, TX",Micropolitan Statistical Area,
19620,,"Del Rio, TX",Micropolitan Statistical Area,
47020,544,"Victoria, TX",Metropolitan Statistical Area,"Victoria-Port Lavaca, TX"
26660,288,"Huntsville, TX",Micropolitan Statistical Area,"Houston-The Woodlands, TX"
26420,288,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,"Houston-The Woodlands, TX"
14780,288,"Brenham, TX",Micropolitan Statistical Area,"Houston-The Woodlands, TX"
29700,,"Laredo, TX",Metropolitan Statistical Area,
20900,288,"El Campo, TX",Micropolitan Statistical Area,"Houston-The Woodlands, TX"
48660,,"Wichita Falls, TX",Metropolitan Statistical Area,
46900,,"Vernon, TX",Micropolitan Statistical Area,
39700,154,"Raymondville, TX",Micropolitan Statistical Area,"Brownsville-Harlingen-Raymondville, TX"
12420,,"Austin-Round Rock, TX",Metropolitan Statistical Area,
41700,,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,
19100,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Fort Worth, TX-OK"
49820,,"Zapata, TX",Micropolitan Statistical Area,
36260,482,"Ogden-Clearfield, UT",Metropolitan Statistical Area,"Salt Lake City-Provo-Orem, UT"
30860,,"Logan, UT-ID",Metropolitan Statistical Area,
39220,,"Price, UT",Micropolitan Statistical Area,
36260,482,"Ogden-Clearfield, UT",Metropolitan Statistical Area,"Salt Lake City-Provo-Orem, UT"
16260,,"Cedar City, UT",Micropolitan Statistical Area,
39340,482,"Provo-Orem, UT",Metropolitan Statistical Area,"Salt Lake City-Provo-Orem, UT"
36260,482,"Ogden-Clearfield, UT",Metropolitan Statistical Area,"Salt Lake City-Provo-Orem, UT"
41620,482,"Salt Lake City, UT",Metropolitan Statistical Area,"Salt Lake City-Provo-Orem, UT"
44920,482,"Summit Park, UT",Micropolitan Statistical Area,"Salt Lake City-Provo-Orem, UT"
41620,482,"Salt Lake City, UT",Metropolitan Statistical Area,"Salt Lake City-Provo-Orem, UT"
46860,,"Vernal, UT",Micropolitan Statistical Area,
39340,482,"Provo-Orem, UT",Metropolitan Statistical Area,"Salt Lake City-Provo-Orem, UT"
25720,482,"Heber, UT",Micropolitan Statistical Area,"Salt Lake City-Provo-Orem, UT"
41100,,"St. George, UT",Metropolitan Statistical Area,
36260,482,"Ogden-Clearfield, UT",Metropolitan Statistical Area,"Salt Lake City-Provo-Orem, UT"
13540,,"Bennington, VT",Micropolitan Statistical Area,
15540,,"Burlington-South Burlington, VT",Metropolitan Statistical Area,
13620,,"Berlin, NH-VT",Micropolitan Statistical Area,
15540,,"Burlington-South Burlington, VT",Metropolitan Statistical Area,
15540,,"Burlington-South Burlington, VT",Metropolitan Statistical Area,
17200,,"Claremont-Lebanon, NH-VT",Micropolitan Statistical Area,
40860,,"Rutland, VT",Micropolitan Statistical Area,
12740,,"Barre, VT",Micropolitan Statistical Area,
17200,,"Claremont-Lebanon, NH-VT",Micropolitan Statistical Area,
16820,,"Charlottesville, VA",Metropolitan Statistical Area,
40060,,"Richmond, VA",Metropolitan Statistical Area,
31340,,"Lynchburg, VA",Metropolitan Statistical Area,
31340,,"Lynchburg, VA",Metropolitan Statistical Area,
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
44420,277,"Staunton-Waynesboro, VA",Metropolitan Statistical Area,"Harrisonburg-Staunton-Waynesboro, VA"
31340,,"Lynchburg, VA",Metropolitan Statistical Area,
40220,,"Roanoke, VA",Metropolitan Statistical Area,
16820,,"Charlottesville, VA",Metropolitan Statistical Area,
31340,,"Lynchburg, VA",Metropolitan Statistical Area,
40060,,"Richmond, VA",Metropolitan Statistical Area,
40060,,"Richmond, VA",Metropolitan Statistical Area,
40060,,"Richmond, VA",Metropolitan Statistical Area,
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
40220,,"Roanoke, VA",Metropolitan Statistical Area,
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
13720,,"Big Stone Gap, VA",Micropolitan Statistical Area,
40060,,"Richmond, VA",Metropolitan Statistical Area,
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
13980,,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,
16820,,"Charlottesville, VA",Metropolitan Statistical Area,
40220,,"Roanoke, VA",Metropolitan Statistical Area,
49020,548,"Winchester, VA-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
13980,,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"Virginia Beach-Norfolk, VA-NC"
40060,,"Richmond, VA",Metropolitan Statistical Area,
16820,,"Charlottesville, VA",Metropolitan Statistical Area,
40060,,"Richmond, VA",Metropolitan Statistical Area,
40060,,"Richmond, VA",Metropolitan Statistical Area,
32300,,"Martinsville, VA",Micropolitan Statistical Area,
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"Virginia Beach-Norfolk, VA-NC"
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"Virginia Beach-Norfolk, VA-NC"
40060,,"Richmond, VA",Metropolitan Statistical Area,
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"Virginia Beach-Norfolk, VA-NC"
13980,,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,
16820,,"Charlottesville, VA",Metropolitan Statistical Area,
40060,,"Richmond, VA",Metropolitan Statistical Area,
19260,,"Danville, VA",Micropolitan Statistical Area,
40060,,"Richmond, VA",Metropolitan Statistical Area,
40060,,"Richmond, VA",Metropolitan Statistical Area,
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
13980,,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
40220,,"Roanoke, VA",Metropolitan Statistical Area,
25500,277,"Harrisonburg, VA",Metropolitan Statistical Area,"Harrisonburg-Staunton-Waynesboro, VA"
28700,304,"Kingsport-Bristol-Bristol, TN-VA",Metropolitan Statistical Area,"Johnson City-Kingsport-Bristol, TN-VA"
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
40060,,"Richmond, VA",Metropolitan Statistical Area,
14140,,"Bluefield, WV-VA",Micropolitan Statistical Area,
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
28700,304,"Kingsport-Bristol-Bristol, TN-VA",Metropolitan Statistical Area,"Johnson City-Kingsport-Bristol, TN-VA"
13720,,"Big Stone Gap, VA",Micropolitan Statistical Area,
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"Virginia Beach-Norfolk, VA-NC"
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
31340,,"Lynchburg, VA",Metropolitan Statistical Area,
28700,304,"Kingsport-Bristol-Bristol, TN-VA",Metropolitan Statistical Area,"Johnson City-Kingsport-Bristol, TN-VA"
16820,,"Charlottesville, VA",Metropolitan Statistical Area,
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"Virginia Beach-Norfolk, VA-NC"
40060,,"Richmond, VA",Metropolitan Statistical Area,
19260,,"Danville, VA",Micropolitan Statistical Area,
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"Virginia Beach-Norfolk, VA-NC"
25500,277,"Harrisonburg, VA",Metropolitan Statistical Area,"Harrisonburg-Staunton-Waynesboro, VA"
40060,,"Richmond, VA",Metropolitan Statistical Area,
31340,,"Lynchburg, VA",Metropolitan Statistical Area,
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
32300,,"Martinsville, VA",Micropolitan Statistical Area,
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"Virginia Beach-Norfolk, VA-NC"
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"Virginia Beach-Norfolk, VA-NC"
13720,,"Big Stone Gap, VA",Micropolitan Statistical Area,
40060,,"Richmond, VA",Metropolitan Statistical Area,
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"Virginia Beach-Norfolk, VA-NC"
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"Virginia Beach-Norfolk, VA-NC"
13980,,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,
40060,,"Richmond, VA",Metropolitan Statistical Area,
40220,,"Roanoke, VA",Metropolitan Statistical Area,
40220,,"Roanoke, VA",Metropolitan Statistical Area,
44420,277,"Staunton-Waynesboro, VA",Metropolitan Statistical Area,"Harrisonburg-Staunton-Waynesboro, VA"
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"Virginia Beach-Norfolk, VA-NC"
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"Virginia Beach-Norfolk, VA-NC"
44420,277,"Staunton-Waynesboro, VA",Metropolitan Statistical Area,"Harrisonburg-Staunton-Waynesboro, VA"
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,"Virginia Beach-Norfolk, VA-NC"
49020,548,"Winchester, VA-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
36830,393,"Othello, WA",Micropolitan Statistical Area,"Moses Lake-Othello, WA"
30300,,"Lewiston, ID-WA",Metropolitan Statistical Area,
28420,,"Kennewick-Richland, WA",Metropolitan Statistical Area,
48300,,"Wenatchee, WA",Metropolitan Statistical Area,
38820,,"Port Angeles, WA",Micropolitan Statistical Area,
38900,440,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,"Portland-Vancouver-Salem, OR-WA"
47460,,"Walla Walla, WA",Metropolitan Statistical Area,
31020,440,"Longview, WA",Metropolitan Statistical Area,"Portland-Vancouver-Salem, OR-WA"
48300,,"Wenatchee, WA",Metropolitan Statistical Area,
28420,,"Kennewick-Richland, WA",Metropolitan Statistical Area,
34180,393,"Moses Lake, WA",Micropolitan Statistical Area,"Moses Lake-Othello, WA"
10140,,"Aberdeen, WA",Micropolitan Statistical Area,
36020,500,"Oak Harbor, WA",Micropolitan Statistical Area,"Seattle-Tacoma, WA"
42660,500,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,"Seattle-Tacoma, WA"
14740,500,"Bremerton-Silverdale, WA",Metropolitan Statistical Area,"Seattle-Tacoma, WA"
21260,,"Ellensburg, WA",Micropolitan Statistical Area,
16500,500,"Centralia, WA",Micropolitan Statistical Area,"Seattle-Tacoma, WA"
43220,500,"Shelton, WA",Micropolitan Statistical Area,"Seattle-Tacoma, WA"
44060,518,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
42660,500,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,"Seattle-Tacoma, WA"
34580,500,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,"Seattle-Tacoma, WA"
38900,440,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,"Portland-Vancouver-Salem, OR-WA"
42660,500,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,"Seattle-Tacoma, WA"
44060,518,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
44060,518,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
36500,500,"Olympia-Tumwater, WA",Metropolitan Statistical Area,"Seattle-Tacoma, WA"
47460,,"Walla Walla, WA",Metropolitan Statistical Area,
13380,,"Bellingham, WA",Metropolitan Statistical Area,
39420,446,"Pullman, WA",Micropolitan Statistical Area,"Pullman-Moscow, WA-ID"
49420,,"Yakima, WA",Metropolitan Statistical Area,
25180,548,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
16620,170,"Charleston, WV",Metropolitan Statistical Area,"Charleston-Huntington-Ashland, WV-OH-KY"
48260,430,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area,"Pittsburgh-New Castle-Weirton, PA-OH-WV"
26580,170,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,"Charleston-Huntington-Ashland, WV-OH-KY"
16620,170,"Charleston, WV",Metropolitan Statistical Area,"Charleston-Huntington-Ashland, WV-OH-KY"
17220,,"Clarksburg, WV",Micropolitan Statistical Area,
13220,,"Beckley, WV",Metropolitan Statistical Area,
49020,548,"Winchester, VA-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
48260,430,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area,"Pittsburgh-New Castle-Weirton, PA-OH-WV"
17220,,"Clarksburg, WV",Micropolitan Statistical Area,
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
16620,170,"Charleston, WV",Metropolitan Statistical Area,"Charleston-Huntington-Ashland, WV-OH-KY"
26580,170,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,"Charleston-Huntington-Ashland, WV-OH-KY"
30880,170,"Logan, WV",Micropolitan Statistical Area,"Charleston-Huntington-Ashland, WV-OH-KY"
21900,390,"Fairmont, WV",Micropolitan Statistical Area,"Morgantown-Fairmont, WV"
48540,,"Wheeling, WV-OH",Metropolitan Statistical Area,
38580,,"Point Pleasant, WV-OH",Micropolitan Statistical Area,
14140,,"Bluefield, WV-VA",Micropolitan Statistical Area,
19060,,"Cumberland, MD-WV",Metropolitan Statistical Area,
34060,390,"Morgantown, WV",Metropolitan Statistical Area,"Morgantown-Fairmont, WV"
48540,,"Wheeling, WV-OH",Metropolitan Statistical Area,
34060,390,"Morgantown, WV",Metropolitan Statistical Area,"Morgantown-Fairmont, WV"
26580,170,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,"Charleston-Huntington-Ashland, WV-OH-KY"
13220,,"Beckley, WV",Metropolitan Statistical Area,
21180,,"Elkins, WV",Micropolitan Statistical Area,
17220,,"Clarksburg, WV",Micropolitan Statistical Area,
26580,170,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,"Charleston-Huntington-Ashland, WV-OH-KY"
37620,425,"Parkersburg-Vienna, WV",Metropolitan Statistical Area,"Parkersburg-Marietta-Vienna, WV-OH"
37620,425,"Parkersburg-Vienna, WV",Metropolitan Statistical Area,"Parkersburg-Marietta-Vienna, WV-OH"
24580,267,"Green Bay, WI",Metropolitan Statistical Area,"Green Bay-Shawano, WI"
11540,118,"Appleton, WI",Metropolitan Statistical Area,"Appleton-Oshkosh-Neenah, WI"
20740,232,"Eau Claire, WI",Metropolitan Statistical Area,"Eau Claire-Menomonie, WI"
31540,357,"Madison, WI",Metropolitan Statistical Area,"Madison-Janesville-Beloit, WI"
31540,357,"Madison, WI",Metropolitan Statistical Area,"Madison-Janesville-Beloit, WI"
13180,376,"Beaver Dam, WI",Micropolitan Statistical Area,"Milwaukee-Racine-Waukesha, WI"
20260,,"Duluth, MN-WI",Metropolitan Statistical Area,
32860,232,"Menomonie, WI",Micropolitan Statistical Area,"Eau Claire-Menomonie, WI"
20740,232,"Eau Claire, WI",Metropolitan Statistical Area,"Eau Claire-Menomonie, WI"
27020,,"Iron Mountain, MI-WI",Micropolitan Statistical Area,
22540,,"Fond du Lac, WI",Metropolitan Statistical Area,
38420,,"Platteville, WI",Micropolitan Statistical Area,
31540,357,"Madison, WI",Metropolitan Statistical Area,"Madison-Janesville-Beloit, WI"
31540,357,"Madison, WI",Metropolitan Statistical Area,"Madison-Janesville-Beloit, WI"
48020,376,"Watertown-Fort Atkinson, WI",Micropolitan Statistical Area,"Milwaukee-Racine-Waukesha, WI"
16980,176,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,"Chicago-Naperville, IL-IN-WI"
24580,267,"Green Bay, WI",Metropolitan Statistical Area,"Green Bay-Shawano, WI"
29100,,"La Crosse-Onalaska, WI-MN",Metropolitan Statistical Area,
32980,554,"Merrill, WI",Micropolitan Statistical Area,"Wausau-Stevens Point-Wisconsin Rapids, WI"
31820,,"Manitowoc, WI",Micropolitan Statistical Area,
48140,554,"Wausau, WI",Metropolitan Statistical Area,"Wausau-Stevens Point-Wisconsin Rapids, WI"
31940,,"Marinette, WI-MI",Micropolitan Statistical Area,
43020,267,"Shawano, WI",Micropolitan Statistical Area,"Green Bay-Shawano, WI"
33340,376,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,"Milwaukee-Racine-Waukesha, WI"
24580,267,"Green Bay, WI",Metropolitan Statistical Area,"Green Bay-Shawano, WI"
11540,118,"Appleton, WI",Metropolitan Statistical Area,"Appleton-Oshkosh-Neenah, WI"
33340,376,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,"Milwaukee-Racine-Waukesha, WI"
33460,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"Minneapolis-St. Paul, MN-WI"
44620,554,"Stevens Point, WI",Micropolitan Statistical Area,"Wausau-Stevens Point-Wisconsin Rapids, WI"
39540,376,"Racine, WI",Metropolitan Statistical Area,"Milwaukee-Racine-Waukesha, WI"
27500,357,"Janesville-Beloit, WI",Metropolitan Statistical Area,"Madison-Janesville-Beloit, WI"
33460,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"Minneapolis-St. Paul, MN-WI"
12660,357,"Baraboo, WI",Micropolitan Statistical Area,"Madison-Janesville-Beloit, WI"
43020,267,"Shawano, WI",Micropolitan Statistical Area,"Green Bay-Shawano, WI"
43100,,"Sheboygan, WI",Metropolitan Statistical Area,
48580,376,"Whitewater-Elkhorn, WI",Micropolitan Statistical Area,"Milwaukee-Racine-Waukesha, WI"
33340,376,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,"Milwaukee-Racine-Waukesha, WI"
33340,376,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,"Milwaukee-Racine-Waukesha, WI"
36780,118,"Oshkosh-Neenah, WI",Metropolitan Statistical Area,"Appleton-Oshkosh-Neenah, WI"
49220,554,"Wisconsin Rapids-Marshfield, WI",Micropolitan Statistical Area,"Wausau-Stevens Point-Wisconsin Rapids, WI"
29660,,"Laramie, WY",Micropolitan Statistical Area,
23940,,"Gillette, WY",Micropolitan Statistical Area,
40180,,"Riverton, WY",Micropolitan Statistical Area,
16940,,"Cheyenne, WY",Metropolitan Statistical Area,
16220,,"Casper, WY",Metropolitan Statistical Area,
43260,,"Sheridan, WY",Micropolitan Statistical Area,
40540,,"Rock Springs, WY",Micropolitan Statistical Area,
27220,,"Jackson, WY-ID",Micropolitan Statistical Area,
21740,,"Evanston, WY",Micropolitan Statistical Area,
10260,434,"Adjuntas, PR",Micropolitan Statistical Area,"Ponce-Coamo-Santa Isabel, PR"
10380,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,
10380,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,
41980,490,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,"San Juan-Carolina, PR"
41980,490,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,"San Juan-Carolina, PR"
10380,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,
11640,490,"Arecibo, PR",Metropolitan Statistical Area,"San Juan-Carolina, PR"
25020,490,"Guayama, PR",Metropolitan Statistical Area,"San Juan-Carolina, PR"
41980,490,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,"San Juan-Carolina, PR"
41980,490,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,"San Juan-Carolina, PR"
41980,490,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,"San Juan-Carolina, PR"
41900,364,"San Germán, PR",Metropolitan Statistical Area,"Mayagüez-San Germán, PR"
41980,490,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,"San Juan-Carolina, PR"
11640,490,"Arecibo, PR",Metropolitan Statistical Area,"San Juan-Carolina, PR"
41980,490,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,"San Juan-Carolina, PR"
41980,490,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,"San Juan-Carolina, PR"
41980,490,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,"San Juan-Carolina, PR"
41980,490,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,"San Juan-Carolina, PR"
41980,490,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,"San Juan-Carolina, PR"
41980,490,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,"San Juan-Carolina, PR"
41980,490,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,"San Juan-Carolina, PR"
17620,434,"Coamo, PR",Micropolitan Statistical Area,"Ponce-Coamo-Santa Isabel, PR"
