cbsa_fips,cbsa,sqmi,population_2005,density,age_total_young,age_total_old,age_total,age_pct_u18,age_pct_o64,nat_total,nat_foreign_born,nat_not_foreign_born,nat_native,nat_nativity,laus_lfpr,laus_pop,laus_lf,laus_emp,laus_unemp,access,city_age,r_1,r_2,st_cap,mfg_lq_gmp,mfg_lq_emp,charitable_assets,intermodal_freight,enplanements,hist_bldgs,hist_strct,hist_sites,hist_objct,hist_dists,hist_registry_total,city_peak_yr,city_peak_pop,city_decades_since_peak,city_pop_2010,city_decline_since_peak,pctchg_00_05,vacancy_msa,vacancy_city,pct_prewar_city,pct_prewar_msa,total_units_2005,hud_units_2005,pct_ph,med_val_cbsa,med_val_city,prop_crimes_per100k,prop_crimes_burglary,prop_crimes_larceny,prop_crimes_moto_theft,pct_low_inf_bw,pct_obese_adult,pct_uninsured_adult,pov_total_in_poverty,pov_total,pov_poverty_rate,gini,total_bridges_2005,bad_bridges_2005,pct_deficient,npl_sites,sfund_per_sqmi,edu_no_hs_diploma,edu_bachelors_plus,edu_total_bach,edu_total_mast,edu_total_prof,edu_total_doct,edu_total_nohs,edu_total_degr,edu_total_ov25,enplane_per_cap,chartbl_per_cap,r1_per_cap,r2_per_cap,r_univ_per_cap,freight_sqmi,ln_hist_bldg,ln_hist_registry
19780,"Des Moines-West Des Moines, IA",2907.613,521578,179.3836,125249,55554,481394,0.2602,0.1154,189371,11526,177845,126155,0.9391,0.568,521578,296276,284639,11637,37.0454,120,0,0,1,0.48,0.61,386697285,13,922099,6,16,1,0,4,27,1960,208982,5,203433,0.0266,0.0835,0.0503,0.0536,0.306,0.2112,199393,3185,0.016,169400,79900,4132.0761,4107,15886,1559,6.666,28.04,11.16,35082,469820,0.0747,0.4456,1463,80,0.0547,2,7e-4,0.1152,0.2794,62403,15738,7114,2181,36053,87436,312927,1.7679,741.3988,0,0,0,0.0045,1.7918,3.2958
19820,"Detroit-Warren-Dearborn, MI",4014.7034,4431048,1103.7049,1181921,533116,4452557,0.2654,0.1197,1696943,96737,1600206,1150002,0.943,0.4985,4431048,2209029,2055031,153998,37.674,140,1,0,0,1.37,1.29,4881755387,48,17580363,12,30,0,2,24,68,1950,1849568,6,713777,0.6141,-0.0048,0.0558,0.1031,0.2986,0.1359,1797185,55023,0.0306,149900,62800,3421.4931,33058,81854,36696,7.505,29.0333,11.05,464642,4394866,0.1057,0.4752,2479,0,0,13,0.0032,0.1765,0.2323,425460,181541,52566,17339,514530,676906,2914452,3.9675,1101.7158,0,0,0,0.012,2.4849,4.2195
20020,"Dothan, AL",1730.378,136643,78.9671,33094,19033,130861,0.2529,0.1454,52836,1756,51080,37298,0.9668,0.4771,136643,65199,62654,2545,10.5583,20,0,0,0,0.84,1.17,102433964,3,0,0,0,0,0,0,0,2010,65496,0,65496,0,0.0442,0.1153,0.0862,0.0419,0.0622,59723,1941,0.0325,117000,83600,3899.2118,1209,3828,291,9.0067,32.8667,17.3333,21226,129291,0.1642,0.4718,580,57,0.0983,1,6e-4,0.2691,0.1592,9110,3321,1095,362,23471,13888,87226,0,749.6466,0,0,0,0.0017,-Inf,-Inf
20100,"Dover, DE",597.4565,144585,242.0009,34533,14801,126697,0.2726,0.1168,47224,2011,45213,33615,0.9574,0.4981,144585,72015,69394,2621,42.6694,0,0,0,1,0.7,0.7,1312403,0,0,20,2,0,0,2,24,2010,36047,0,36047,0,0.1412,0.0645,0.0648,0.0693,0.0981,50481,1511,0.0299,205800,107700,2961.5797,788,3206,288,9.24,31.2,13.5,13083,122717,0.1066,0.43,194,0,0,5,0.0084,0.2058,0.1864,9201,4105,958,505,16312,14769,79249,0,9.077,0,0,0,0,2.9957,3.1781
20220,"Dubuque, IA",615.4975,90769,147.4726,22779,13103,89143,0.2555,0.147,33690,1512,32178,23111,0.9551,0.5596,90769,50793,48597,2196,66.1694,50,0,0,0,2.12,1.69,47545129,4,40777,1,4,1,1,0,7,1980,62374,3,57637,0.0759,0.0182,0.0511,0.0529,0.3732,0.3245,35505,556,0.0157,157200,86400,2298.1414,494,1487,105,5.77,27.3,8.9,6639,85587,0.0776,0.4366,323,0,0,1,0.0016,0.1477,0.2133,8340,2685,792,392,8454,12209,57236,0.4492,523.8036,0,0,0,0.0065,0,1.9459
20260,"Duluth, MN-WI",8934.9276,276682,30.9663,63063,43349,275486,0.2289,0.1574,112491,4967,107524,71060,0.9558,0.5098,276682,141059,133794,7265,74.6654,110,0,0,0,0.62,0.66,61564682,10,157013,5,12,3,0,5,25,1960,106884,5,86265,0.1929,0.0043,0.1339,0.0404,0.4835,0.3325,129877,6744,0.0519,148500,80700,3198.2565,2122,6161,566,5.78,26.5,10.0333,30205,264677,0.1141,0.4398,1330,0,0,2,2e-4,0.1332,0.205,26104,7626,2517,1197,24331,37444,182692,0.5675,222.5106,0,0,0,0.0011,1.6094,3.2189
20500,"Durham-Chapel Hill, NC",1811.8199,458287,252.9429,94827,43925,426493,0.2223,0.103,168704,15223,153481,104141,0.9098,0.5335,458287,244489,233982,10507,77.8478,80,2,0,0,3.13,1.44,1108442658,1,0,31,1,0,0,7,39,2010,228330,0,228330,0,0.0745,0.071,0.072,0.067,0.0681,181603,4044,0.0223,212400,125600,4495.8727,5299,13938,1367,8.7825,26.625,19.95,52821,405738,0.1302,0.4929,807,0,0,0,0,0.1723,0.3875,57124,27281,9854,11424,46979,105683,272727,0,2418.6648,0,0,0,6e-4,3.434,3.6636
20740,"Eau Claire, WI",1682.8624,154809,91.9915,36422,19432,148337,0.2455,0.131,57178,2927,54251,37276,0.9488,0.5581,154809,86404,82461,3943,56.0444,30,0,0,0,1.25,1.31,8155844,3,25694,0,5,0,0,0,5,2010,65883,0,65883,0,0.0436,0.0517,0.0353,0.2217,0.2331,60295,1228,0.0204,155600,91700,2266.0181,591,2757,160,6.035,27,10.55,14023,142076,0.0987,0.4227,575,0,0,3,0.0018,0.1293,0.2212,13895,4055,1544,770,11851,20264,91620,0.166,52.6833,0,0,0,0.0018,-Inf,1.6094
20940,"El Centro, CA",4483.4875,156113,34.8195,44746,14305,142361,0.3143,0.1005,39384,788,38596,31465,0.98,0.3881,156113,60592,50920,9672,54.733,0,0,0,0,0.41,0.43,1042673,4,5977,0,0,1,0,0,1,2010,42598,0,42598,0,0.0966,0.1027,0.0672,0.044,0.0474,43891,1218,0.0278,167700,97700,3990.0585,2217,2944,1068,5.63,25.4,21.7,29681,131459,0.2258,0.4719,407,0,0,1,2e-4,0.4096,0.1033,5551,1924,925,241,34258,8641,83632,0.0383,6.679,0,0,0,9e-4,-Inf,0
21060,"Elizabethtown-Fort Knox, KY",1217.3948,140177,115.1451,37150,13240,133896,0.2775,0.0989,49242,1845,47397,36606,0.9625,0.4657,140177,65279,61297,3982,19.0063,0,0,0,0,1.52,1.11,2382975,1,0,4,0,0,1,5,10,2010,28531,0,28531,0,0.0469,0.0852,0.0734,0.0555,0.068,53826,758,0.0141,142800,95900,1463.1502,388,1557,106,7.42,30.8333,18.3,14046,129481,0.1085,0.4234,275,0,0,2,0.0016,0.1975,0.141,6819,3835,904,215,16492,11773,83506,0,16.9998,0,0,0,8e-4,1.3863,2.3026
21140,"Elkhart-Goshen, IN",467.2265,192242,411.4535,52799,19841,182791,0.2888,0.1085,66154,2761,63393,47659,0.9583,0.5301,192242,101915,97189,4726,25.8251,10,0,0,0,4.37,4.88,30205865,3,0,1,1,0,0,2,4,2000,51874,1,50949,0.0178,0.0517,0.0521,0.0745,0.2715,0.1917,69791,1890,0.0271,130800,74200,3753.0821,1381,5325,509,6.79,28.6,17.4,14058,179316,0.0784,0.4164,263,0,0,3,0.0064,0.2426,0.1551,11246,4562,1145,556,27391,17509,112908,0,157.1242,0,0,0,0.0064,0,1.3863
21300,"Elmira, NY",410.1221,88860,216.6672,22210,14222,91070,0.2439,0.1562,35049,1398,33651,23280,0.9601,0.4568,88860,40595,38438,2157,66.9395,0,0,0,0,1.62,1.59,23242445,2,86925,2,0,1,0,2,5,1950,49716,6,29200,0.4127,-0.0243,0.0714,0.1101,0.615,0.3795,37745,1150,0.0305,105500,52500,2932.7031,421,2120,65,8.33,27,11.2,11063,85395,0.1296,0.45,246,0,0,2,0.0049,0.1794,0.1858,6346,3703,980,268,10907,11297,60796,0.9782,261.5625,0,0,0,0.0049,0.6931,1.6094
21340,"El Paso, TX",5591.6014,731511,130.8232,218564,66404,682966,0.32,0.0972,211114,6449,204665,167068,0.9695,0.3983,731511,291338,270806,20532,50.9513,90,0,1,0,1,0.69,53007814,10,1638242,2,0,0,0,1,3,2010,649121,0,649121,0,0.0711,0.0655,0.0599,0.0605,0.0565,225918,8682,0.0384,116300,69900,3086.8982,2622,17111,2848,8.53,25.05,36.85,159902,669975,0.2387,0.4624,747,0,0,0,0,0.3432,0.1657,43385,13872,6093,1862,135037,65212,393450,2.2395,72.4635,0,0,0,0.0018,0.6931,1.0986
21500,"Erie, PA",808.4625,277211,342.8867,70311,40256,280843,0.2504,0.1433,106507,4984,101523,71039,0.9532,0.5072,277211,140605,133043,7562,67.0054,110,0,0,0,1.94,1.84,44798351,4,187997,1,4,0,0,1,6,1960,138440,5,101786,0.2648,-0.0129,0.0684,0.0897,0.4436,0.2972,114322,4207,0.0368,124100,64700,2055.1133,1251,4172,274,7.9,29.8,10.2,32108,267738,0.1199,0.4582,425,0,0,3,0.0037,0.1535,0.2087,23829,9575,2897,1289,27648,37590,180106,0.6782,161.6038,0,0,0,0.0049,0,1.7918
21660,"Eugene, OR",4612.6599,335831,72.8064,73814,42954,322959,0.2286,0.133,130453,7357,123096,82180,0.9436,0.5169,335831,173600,162936,10664,88.7856,50,0,1,0,1.36,1.25,134006194,7,359187,2,23,0,1,2,28,2010,156185,0,156185,0,0.0399,0.0611,0.0543,0.0759,0.0798,138946,2193,0.0158,232800,145000,5502.1722,3560,11864,3054,6.03,26.1,20.8,45423,316016,0.1437,0.4691,864,0,0,0,0,0.1247,0.2551,32829,13772,3981,3141,26265,53723,210601,1.0695,399.0287,0,0,0,0.0015,0.6931,3.3322
21780,"Evansville, IN-KY",1511.9238,303844,200.9652,72287,41249,296195,0.2441,0.1393,118361,5052,113309,79801,0.9573,0.5236,303844,159088,150929,8159,34.7271,120,0,0,0,2.65,1.85,69994615,13,244352,3,1,0,0,1,5,1960,141543,5,117429,0.1704,0.0258,0.0709,0.084,0.2572,0.1837,127388,3998,0.0314,131400,69300,3345.7959,1886,7795,485,8.4125,29.025,12.75,28530,287403,0.0993,0.4627,844,0,0,1,7e-4,0.1694,0.1849,22855,9325,2658,1110,32922,35948,194380,0.8042,230.3637,0,0,0,0.0086,1.0986,1.6094
21820,"Fairbanks, AK",7386.1278,90431,12.2434,24919,3845,82840,0.3008,0.0464,29777,1920,27857,20502,0.9355,0.5003,90431,45247,42606,2641,57.1382,0,0,1,0,0.51,0.14,12545914,1,420597,2,4,1,0,2,9,2010,31535,0,31535,0,0.0916,0.1056,0.1037,0.0268,0.0138,33291,597,0.0179,230600,127000,1997.1028,250,1326,230,5.58,26.1,18,6206,79754,0.0778,0.3977,77,0,0,3,4e-4,0.0817,0.2703,7859,3344,824,941,3918,12968,47974,4.651,138.7347,0,0,0,1e-4,0.6931,2.1972
22020,"Fargo, ND-MN",2813.0145,189303,67.2954,41670,18498,174367,0.239,0.1061,69985,5385,64600,42172,0.9231,0.5974,189303,113083,109814,3269,60.0482,40,0,1,0,0.83,0.79,43130157,10,285298,0,0,0,0,0,0,2010,105549,0,105549,0,0.0857,0.0483,0.0469,0.128,0.1359,73536,1924,0.0262,190300,94100,2214.4393,712,3145,335,6.94,26.25,9.8,18259,166540,0.1096,0.4522,787,0,0,0,0,0.1029,0.294,22356,5001,1905,1388,10726,30650,104248,1.5071,227.8366,0,0,0,0.0036,-Inf,-Inf
22140,"Farmington, NM",5536.764,124809,22.5419,37133,10326,113801,0.3263,0.0907,37711,1033,36678,28930,0.9726,0.4364,124809,54461,51561,2900,18.2957,0,0,0,0,0.34,0.3,1070752,1,29226,0,1,0,0,1,2,2010,45877,0,45877,0,0.0967,0.1275,0.0726,0.0288,0.0233,43221,671,0.0155,143300,92200,2674.4866,768,2210,360,7.02,26.4,25.5,24196,112410,0.2152,0.4535,167,0,0,1,2e-4,0.2321,0.1353,5711,2211,664,241,15146,8827,65262,0.2342,8.5791,0,0,0,2e-4,-Inf,0.6931
22180,"Fayetteville, NC",1050.132,343493,327.0951,94633,25993,336609,0.2811,0.0772,118731,6576,112155,86402,0.9446,0.4237,343493,145555,137622,7933,46.9905,40,0,0,0,0.58,0.53,33380480,2,153524,4,0,0,0,2,6,2010,200564,0,200564,0,0.0205,0.0933,0.0962,0.0341,0.0286,130943,2230,0.017,132300,87200,5720.9317,6032,12332,1287,9.265,31.9,16.25,42122,316947,0.1329,0.4415,305,0,0,2,0.0019,0.1618,0.1828,24759,8056,2343,789,31817,35947,196648,0.4469,97.1795,0,0,0,0.0019,1.3863,1.7918
22220,"Fayetteville-Springdale-Rogers, AR-MO",3212.4689,407987,127.0011,90389,42057,347045,0.2605,0.1212,131939,6494,125445,92903,0.9508,0.5413,407987,220833,213392,7441,37.0667,10,0,1,0,1.09,1.53,1094778639,6,561045,10,17,6,2,2,37,2010,73580,0,73580,0,0.1756,0.0865,0.0655,0.0664,0.0729,144435,2139,0.0148,158800,97700,2987.5952,2003,9424,762,7.1475,27.275,24.1,44368,337874,0.1313,0.4718,983,0,0,0,0,0.212,0.2089,29642,9618,3507,2398,45834,45165,216200,1.3752,2683.3665,0,0,0,0.0019,2.3026,3.6109
22380,"Flagstaff, AZ",18659.3105,127025,6.8076,33425,8143,116320,0.2874,0.07,40448,2551,37897,26946,0.9369,0.5344,127025,67883,64549,3334,76.9741,10,0,1,0,0.55,0.56,6213978,2,452703,4,26,12,1,2,45,2010,65870,0,65870,0,0.092,0.2432,0.0977,0.0336,0.0287,53443,409,0.0077,241400,149000,4758.9057,895,4876,274,8.01,21.5,18.3,20609,113076,0.1823,0.4803,387,0,0,0,0,0.1622,0.2995,12316,4933,1090,1419,10704,19758,65976,3.5639,48.9193,0,0,0,1e-4,1.3863,3.8067
22420,"Flint, MI",648.438,442508,682.4214,119601,50607,436141,0.2742,0.116,169825,7944,161881,115956,0.9532,0.4806,442508,212686,195902,16784,25.9025,90,0,0,0,1.68,1.1,2668518240,4,553468,1,2,0,0,1,4,1960,196940,5,102434,0.4799,0.0146,0.0752,0.1212,0.2295,0.1288,183630,4635,0.0252,96500,49100,4096.4231,5021,10386,2720,9.73,33.6,12.2,56480,431247,0.131,0.4643,370,0,0,2,0.0031,0.1686,0.1623,29272,11618,3018,1151,46810,45059,277660,1.2508,6030.4407,0,0,0,0.0062,0,1.3863
22500,"Florence, SC",1370.8485,199167,145.2874,50310,22995,193155,0.2605,0.119,72940,2802,70138,52242,0.9616,0.4639,199167,92386,84237,8149,17.2165,0,0,0,0,1.74,1.54,5132620,3,54142,6,0,2,0,2,10,2010,37056,0,37056,0,0.0311,0.097,0.089,0.0648,0.0545,80778,2212,0.0274,112600,89500,5792.1242,2824,7878,834,12.24,31.1,15.05,33489,188568,0.1776,0.478,444,0,0,0,0,0.2821,0.1688,14219,4512,1642,631,35102,21004,124416,0.2718,25.7704,0,0,0,0.0022,1.7918,2.3026
22520,"Florence-Muscle Shoals, AL",1343.3748,143717,106.9821,33344,21734,142950,0.2333,0.152,58549,1940,56609,41201,0.9669,0.4664,143717,67023,63515,3508,9.9892,0,0,0,0,1.35,1.26,9270293,1,6157,8,2,2,0,7,19,2010,39319,0,39319,0,0.0054,0.1048,0.1066,0.0804,0.0735,65404,2272,0.0347,120400,82700,2688.6172,856,2878,130,10.715,32.9,16.2,20034,140633,0.1425,0.4526,404,0,0,0,0,0.2481,0.1678,10316,4088,1061,689,23887,16154,96278,0.0428,64.5038,0,0,0,7e-4,2.0794,2.9444
22540,"Fond du Lac, WI",764.378,99297,129.9056,24489,13942,97296,0.2517,0.1433,36931,1712,35219,25467,0.9536,0.5626,99297,55868,53301,2567,45.7725,0,0,0,0,2.1,2.16,20380163,2,0,0,0,1,2,1,4,2010,43021,0,43021,0,0.0206,0.0596,0.0503,0.2887,0.3021,39271,1032,0.0263,149400,89900,1820.8002,248,1497,63,6.24,28.4,9.5,5471,93630,0.0584,0.4118,216,0,0,1,0.0013,0.1578,0.1686,7617,2269,595,234,10026,10715,63548,0,205.2445,0,0,0,0.0026,-Inf,1.3863
22660,"Fort Collins, CO",2630.4807,275116,104.5877,59755,24037,251494,0.2376,0.0956,97164,6972,90192,63197,0.9282,0.6032,275116,165944,158693,7251,47.6448,30,1,0,0,1.32,0.89,65098400,1,34669,3,3,0,0,4,10,2010,143986,0,143986,0,0.0939,0.0781,0.0392,0.0664,0.0795,105392,1121,0.0106,306600,164000,2976.9261,1368,6167,655,7.74,16.5,18.5,22600,244843,0.0923,0.4503,487,0,0,0,0,0.0768,0.3953,39319,15263,3234,4012,12013,61828,156426,0.126,236.6216,0,0,0,4e-4,1.0986,2.3026
22900,"Fort Smith, AR-OK",3472.843,266708,76.7982,68239,32780,255399,0.2672,0.1283,97624,3037,94587,70073,0.9689,0.4742,266708,126475,120658,5817,17.4627,50,0,0,0,1.9,2.07,14619955,5,100546,3,11,4,3,0,21,2010,86209,0,86209,0,0.0443,0.0936,0.0833,0.0924,0.0784,107708,2056,0.0191,107000,72900,3675.1803,2290,6916,596,7.4,29.3,20.5,39380,250609,0.1571,0.4652,1231,0,0,0,0,0.2661,0.1333,14197,5268,1920,511,43726,21896,164312,0.377,54.8163,0,0,0,0.0014,1.0986,3.0445
23060,"Fort Wayne, IN",1366.3553,403240,295.1209,107702,45655,390156,0.276,0.117,150858,8169,142689,102465,0.9458,0.5244,403240,211446,200384,11062,20.0321,100,0,0,0,1.84,1.75,310463207,8,307682,2,2,0,0,2,6,2010,253691,0,253691,0,0.0335,0.0712,0.0834,0.2013,0.1857,162420,3529,0.0217,120500,73100,3320.8511,2787,9733,871,7.85,29.2667,13.1,32880,383706,0.0857,0.4409,793,26,0.0328,2,0.0015,0.1416,0.2133,34737,12932,3749,1162,34901,52580,246531,0.763,769.9217,0,0,0,0.0059,0.6931,1.7918
23420,"Fresno, CA",6009.1133,872470,145.1911,256425,79209,799407,0.3208,0.0991,252940,9401,243539,186736,0.9628,0.4667,872470,407163,370589,36574,45.4545,80,0,0,0,0.67,0.78,71085603,12,574012,2,2,2,0,1,7,2010,494665,0,494665,0,0.0914,0.0658,0.06,0.0647,0.0641,270767,5967,0.022,220600,94900,4801.3112,7590,26165,8135,6.86,26.4,17.5,179085,782294,0.2289,0.4801,838,0,0,6,0.001,0.3248,0.1755,54658,14912,7305,3052,147937,79927,455540,0.6579,81.4763,0,0,0,0.002,0.6931,1.9459
23460,"Gadsden, AL",548.8578,103174,187.9795,24654,16560,103459,0.2383,0.1601,41615,1206,40409,29467,0.971,0.4532,103174,46762,44542,2220,9.1305,60,0,0,0,1.59,1.47,112600,1,0,0,1,0,0,1,2,1960,58088,5,36856,0.3655,-0.0028,0.0945,0.1245,0.1693,0.105,45959,2008,0.0437,105100,49000,4635.8579,972,3488,323,8.98,32.5,15.6,15938,101529,0.157,0.4441,236,0,0,0,0,0.2594,0.1342,5679,2653,809,231,18115,9372,69829,0,1.0914,0,0,0,0.0018,-Inf,0.6931
23540,"Gainesville, FL",1325.5914,249557,188.2609,47467,22886,232392,0.2043,0.0985,92530,7959,84571,51534,0.914,0.5251,249557,131039,127175,3864,76.3105,40,1,0,0,0.35,0.44,144814135,1,171036,0,0,0,0,0,0,2010,124354,0,124354,0,0.0739,0.084,0.0705,0.0523,0.0365,101019,2708,0.0268,162000,83700,3985.4622,2525,6637,784,8.69,27.45,25.95,48783,219278,0.2225,0.5122,116,3,0.0259,1,8e-4,0.13,0.3674,24922,12928,5122,5667,17205,48639,132390,0.6854,580.2848,0,0,0,8e-4,-Inf,-Inf
23580,"Gainesville, GA",429.3931,160979,374.8989,37517,13067,139277,0.2694,0.0938,47381,1841,45540,36021,0.9611,0.5144,160979,82801,79099,3702,15.314,0,0,0,0,2.33,2.26,2961659,0,0,0,0,0,0,1,1,2010,33804,0,33804,0,0.1558,0.0718,0.0594,0.0586,0.0431,51046,979,0.0192,171900,129500,3696.1343,1123,4151,676,6.31,24.4,26.4,16980,136771,0.1241,0.4523,146,0,0,0,0,0.2949,0.1873,10368,3632,1561,700,25604,16261,86821,0,18.3978,0,0,0,0,-Inf,0
24020,"Glens Falls, NY",1774.1766,127674,71.9624,30220,18145,124345,0.243,0.1459,48184,1898,46286,32866,0.9606,0.5296,127674,67615,64560,3055,40.8669,0,0,0,0,1.22,1.18,62839101,0,0,4,4,1,0,2,11,1950,19610,6,14700,0.2504,0.0268,0.2184,0.0799,0.5617,0.3185,61646,671,0.0109,166800,81800,1789.7144,424,1799,62,6.805,25.55,15.3,11429,119224,0.0959,0.4292,317,0,0,0,0,0.1802,0.189,9369,4902,1342,320,15198,15933,84321,0,492.184,0,0,0,0,1.3863,2.3979
24140,"Goldsboro, NC",557.7138,117009,209.8011,29642,13109,113329,0.2616,0.1157,42612,1758,40854,30244,0.9587,0.437,117009,51135,48460,2675,25.8492,0,0,0,0,2.27,1.27,29989084,0,0,1,0,0,0,0,1,1990,40709,2,36437,0.1049,0.0325,0.0994,0.1064,0.0878,0.0776,47313,2162,0.0457,117000,83400,4259.5014,1339,3388,257,9.27,30.8,15,15097,109083,0.1384,0.4596,168,0,0,0,0,0.2281,0.1499,7483,2279,618,545,16624,10925,72894,0,256.2972,0,0,0,0,0,0
24220,"Grand Forks, ND-MN",3427.2855,97777,28.529,23863,11831,97478,0.2448,0.1214,37505,2253,35252,23668,0.9399,0.5624,97777,54988,53021,1967,66.8705,0,0,1,0,0.77,0.79,4222309,4,88065,1,4,0,0,0,5,2010,52838,0,52838,0,0.0031,0.0937,0.0557,0.1425,0.2031,41381,982,0.0237,170200,90100,3354.5721,481,2564,235,6.225,28.3,11.15,10906,91780,0.1188,0.467,800,0,0,0,0,0.1337,0.2424,9488,3075,852,538,7695,13953,57569,0.9007,43.183,0,0,0,0.0012,0,1.6094
24300,"Grand Junction, CO",3338.3707,130194,38.9993,29067,17642,116255,0.25,0.1518,45823,1615,44208,31563,0.9648,0.5439,130194,70811,67350,3461,38.474,0,0,0,0,0.43,0.52,3361691,2,156815,0,2,0,1,3,6,2010,58566,0,58566,0,0.1199,0.0538,0.0489,0.1219,0.0965,48427,1250,0.0258,207900,114000,4080.0651,1004,3877,431,7.48,19.9,16.7,11651,113845,0.1023,0.4473,292,0,0,0,0,0.15,0.2195,11174,3614,1423,553,11453,16764,76358,1.2045,25.8206,0,0,0,6e-4,-Inf,1.7918
24340,"Grand Rapids-Wyoming, MI",2742.0444,970713,354.0107,262668,97854,930670,0.2822,0.1051,337666,18555,319111,237653,0.945,0.5339,970713,518245,488145,30100,39.0207,120,0,0,0,1.75,1.8,1477575919,18,1041967,1,10,0,1,1,13,2000,197800,1,188040,0.0493,0.043,0.0637,0.0608,0.365,0.1779,360632,6932,0.0192,154700,91100,2472.8215,5228,17291,1485,6.9975,28.875,11.55,71970,907408,0.0793,0.4431,913,12,0.0131,11,0.004,0.1499,0.2409,93594,31629,8967,3232,85483,137422,570437,1.0734,1522.1553,0,0,0,0.0066,0,2.5649
24500,"Great Falls, MT",2703.9922,80041,29.601,20912,11248,80357,0.2602,0.14,32547,1330,31217,21450,0.9591,0.4866,80041,38950,37279,1671,52.7246,50,0,0,0,0.23,0.25,17082580,4,156859,0,2,0,0,2,4,1970,60091,4,58505,0.0264,-0.0039,0.076,0.0561,0.2,0.1871,35225,1342,0.0381,168100,89700,4435.2269,304,3086,160,7.18,24.4,16.8,10605,78438,0.1352,0.472,211,0,0,1,4e-4,0.1289,0.2148,7750,2465,842,182,6748,11239,52333,1.9597,213.4229,0,0,0,0.0015,-Inf,1.3863
24540,"Greeley, CO",4012.3739,NA,NA,51033,16240,180936,0.2821,0.0898,63247,2564,60683,45245,0.9595,0.4984,222879,111087,105019,6068,33.0824,30,0,0,0,1.24,1.2,60418382,2,0,1,1,1,0,2,5,2010,92889,0,92889,0,0.2318,0.0445,0.0457,0.0966,0.1369,66194,1261,0.0191,245000,129600,4411.3622,2277,6585,970,7.64,23,21.6,22019,175893,0.1252,0.421,603,0,0,0,0,0.2036,0.2165,15462,5341,1210,984,21633,22997,106245,NA,NA,NA,NA,NA,5e-4,0,1.6094
24580,"Green Bay, WI",1893.4747,296800,156.7489,73500,32679,282599,0.2601,0.1156,108897,6794,102103,73133,0.9376,0.565,296800,167690,159911,7779,45.0571,60,0,0,0,1.57,1.82,85545396,9,419308,2,3,0,0,5,10,2010,104057,0,104057,0,0.0503,0.079,0.0355,0.172,0.1607,118232,1598,0.0135,161900,96300,2340.9704,1291,5250,407,5.7867,28.2333,11.3,18785,274339,0.0685,0.4275,646,9,0.0139,3,0.0016,0.1462,0.2007,26934,6782,2143,614,26561,36473,181694,1.4128,288.2257,0,0,0,0.0048,0.6931,2.3026
24660,"Greensboro-High Point, NC",2019.9631,677080,335.1943,153917,78894,643430,0.2392,0.1226,256315,15003,241312,173361,0.9415,0.5331,677080,360977,342202,18775,34.3767,80,0,2,0,2,1.72,1208838518,9,1310034,17,2,1,0,3,23,2010,269666,0,269666,0,0.0523,0.068,0.0696,0.071,0.0791,275021,6942,0.0252,143800,104700,4629.2905,9091,19963,2290,8.9567,29.2667,16.7667,66648,628070,0.1061,0.4719,1203,0,0,0,0,0.2179,0.2345,70464,20466,5890,3162,92922,99982,426414,1.9348,1785.3703,0,0,0,0.0045,2.8332,3.1355
24780,"Greenville, NC",655.4724,147929,225.683,31554,12828,133798,0.2358,0.0959,52539,4126,48413,32237,0.9215,0.4968,147929,73488,69235,4253,34.3413,10,0,0,0,1.62,0.91,36163020,0,48784,3,0,0,0,1,4,2010,84554,0,84554,0,0.1056,0.1005,0.1045,0.0412,0.0586,58408,1937,0.0332,138700,92100,4894.2398,2377,4519,344,10.94,32.2,17.9,26001,127835,0.2034,0.5015,213,0,0,0,0,0.2006,0.264,13551,4512,1478,1325,15855,20866,79040,0.3298,244.462,0,0,0,0,1.0986,1.3863
24860,"Greenville-Anderson-Mauldin, SC",2788.6184,763048,273.6294,176435,88984,725680,0.2431,0.1226,282801,13971,268830,196611,0.9506,0.5035,763048,384213,360541,23672,31.0531,60,0,1,0,1.46,1.35,199587204,9,0,11,2,3,0,3,19,1960,66188,5,58409,0.1175,0.0515,0.0943,0.1067,0.1347,0.0699,312255,6473,0.0207,148700,112500,3143.7079,5957,15872,2159,8.87,28.075,18.175,82317,703094,0.1171,0.4637,1590,0,0,4,0.0014,0.2392,0.2141,68638,23259,5656,3841,113282,101394,473552,0,261.5657,0,0,0,0.0032,2.3979,2.9444
25060,"Gulfport-Biloxi-Pascagoula, MS",1824.0572,360304,197.5289,96540,40558,363988,0.2652,0.1114,136111,5788,130323,96151,0.9575,0.4885,360304,176008,157513,18495,50.0233,10,0,0,0,0.68,0.51,10952452,5,393803,1,2,1,0,7,11,2000,71127,1,67793,0.0469,-0.0101,0.1068,0.0885,0.0557,0.0484,152386,3940,0.0259,135300,77900,3249.2007,3041,7824,842,9.4333,31.0333,20.5667,49238,354241,0.139,0.44,607,0,0,0,0,0.1978,0.1755,26055,9787,3489,1187,45660,40518,230827,1.093,30.3978,0,0,0,0.0027,0,2.3979
