cbsa_fips,cbsa,clusterz_13,clusterz_11,clusterz_21,clusterz_17,clusterm_13,clusterm_11,clusterm_21,clusterm_17,density,age_pct_u18,age_pct_o64,nat_nativity,laus_lfpr,access,city_age,r1_per_100k,st_cap,mfg_lq_gmp,chartbl_per_cap,freight_sqmi,enplane_per_cap,hist_bldgs,city_decades_since_peak,city_decline_since_peak,pctchg_00_05,vacancy_msa,pct_prewar_city,pct_ph,med_val_cbsa,prop_crimes_per100k,pct_low_inf_bw,pct_obese_adult,pct_uninsured_adult,pov_poverty_rate,gini,pct_deficient,sfund_per_sqmi,edu_no_hs_diploma,edu_bachelors_plus
29020,"Kokomo, IN",1,1,1,1,5,5,16,11,287.4342,0.256,0.1334,0.9557,0.4642,27.2898,0,0,0,4.62,16.797,0.0034,0,1,3,0.0489,-0.0068,0.0746,0.2785,0.037,101300,5080.4674,7.93,28.3,11,0.0949,0.4411,0,0.0034,0.1668,0.1808
29100,"La Crosse-Onalaska, WI-MN",4,4,11,10,5,5,16,11,123.7549,0.2414,0.1309,0.9418,0.5597,66.7776,40,0,0,1.15,424.5079,0.0057,0.9423,1,1,0.0096,0.0214,0.0468,0.2995,0.0284,161800,2317.2699,6.56,26.45,10.15,0.0999,0.4404,0,0.001,0.1103,0.2457
29180,"Lafayette, LA",1,1,3,3,1,1,1,1,119.1059,0.2849,0.108,0.9565,0.4773,32.7695,40,0,0,0.59,203.8895,0.0019,0.4043,2,0,0,0.0268,0.093,0.0436,0.0299,143400,2406.9716,10.212,29.36,21.4,0.1978,0.4794,0.0632,8e-4,0.2822,0.1699
29200,"Lafayette-West Lafayette, IN",7,6,8,8,1,1,1,1,146.548,0.2191,0.0998,0.9304,0.5026,86.5969,10,0.5318,0,2.5,117.321,0.0039,0,1,0,0,0.0531,0.0612,0.2219,0.0241,138400,3042.181,6.3467,28.4333,19.3,0.138,0.4604,0,8e-4,0.1292,0.292
29340,"Lake Charles, LA",1,1,1,1,1,1,1,1,70.2943,0.2744,0.1179,0.9631,0.4963,20.1363,50,0,0,4.38,118.3761,0.0015,0.2412,0,4,0.077,-0.0062,0.1122,0.0861,0.0281,136700,4805.473,9.16,30.6,27.8,0.1527,0.4654,0.0245,7e-4,0.2342,0.164
29460,"Lakeland-Winter Haven, FL",12,10,18,16,9,7,15,12,271.8465,0.2443,0.1834,0.9678,0.4716,18.4029,20,0,0,0.82,565.3795,0.002,0,0,0,0,0.1311,0.1729,0.0754,0.0125,121100,3888.5732,8.16,30.1,24,0.1294,0.4391,0,0.001,0.2524,0.1492
29540,"Lancaster, PA",5,2,6,6,5,5,16,11,503.4377,0.2662,0.1404,0.9582,0.5409,61.9605,90,0,0,1.7,368.8002,0.0071,0.0123,11,6,0.0698,0.0511,0.0413,0.5402,0.0129,193200,2203.4597,6.15,27.4,13.6,0.0779,0.4229,0,0.002,0.2264,0.2051
29620,"Lansing-East Lansing, MI",4,4,11,10,1,1,1,1,270.3274,0.2471,0.1006,0.9344,0.5361,77.1577,90,0.2161,1,1.06,348.04880000000003,0.0035,0.6798,1,4,0.1302,0.0335,0.0517,0.2481,0.0296,138900,2938.7803,7.3067,29.2,13.6667,0.1104,0.4531,0,0.0023,0.1136,0.2838
29700,"Laredo, TX",8,7,13,12,7,1,10,9,66.1371,0.3618,0.0759,0.9781,0.3828,39.7411,60,0,0,0.16,240.1135,0.0021,0.4127,0,0,0,0.1584,0.0809,0.0509,0.0264,115500,5751.3757,7.18,28,39.9,0.3117,0.4912,0,0,0.4701,0.1393
29740,"Las Cruces, NM",8,7,13,12,7,1,10,9,49.551,0.2971,0.106,0.9621,0.4497,42.0267,20,0,0,0.63,5.3319,0,0,0,0,0,0.0831,0.0867,0.0417,0.0169,140700,3198.7484,7.55,22.7,29.8,0.2539,0.4924,0,3e-4,0.2995,0.2229
29820,"Las Vegas-Henderson-Paradise, NV",6,5,12,11,4,4,8,8,214.6057,0.2557,0.1068,0.9384,0.5026,58.9204,50,0,0,0.26,978.844,7e-4,12.53,4,0,0,0.2571,0.0849,0.0056,0.0133,212300,4570.5692,7.91,24.8,20.9,0.1076,0.4544,0,0,0.2055,0.1733
29940,"Lawrence, KS",7,6,8,8,6,4,7,7,222.862,0.2041,0.0794,0.906,0.5979,77.8802,30,0.9462,0,0.84,155.7453,0.0021,0,0,0,0,0.0572,0.0438,0.1121,0.02,188100,4076.4187,6.77,25.2,18.5,0.1585,0.4753,0,0,0.0764,0.4268
30020,"Lawton, OK",3,3,9,9,1,1,1,1,70.3697,0.2764,0.1019,0.9605,0.3999,64.6828,50,0,0,0.62,396.0673,6e-4,0.4196,1,0,0,-0.0011,0.1253,0.0598,0.0206,121900,4095.4929,8.465,29.85,22.7,0.1575,0.4473,0,0,0.1535,0.188
30140,"Lebanon, PA",4,4,11,10,5,5,16,11,348.5168,0.237,0.1637,0.9641,0.5556,51.5679,0,0,0,1.92,94.1976,0.0028,0,2,5,0.152,0.0488,0.0561,0.4946,0.0251,166600,2118.9093,7,28.9,12.2,0.0751,0.4041,0,0.0028,0.2139,0.1539
30300,"Lewiston, ID-WA",3,3,4,4,4,4,9,4,39.5045,0.2439,0.1644,0.9635,0.5064,50.1578,0,0,0,0.8,0,0.0033,1.1266,0,0,0,0.0176,0.0657,0.1638,0.0226,173500,3692.8398,6.655,28,11.2,0.1334,0.4178,0,0,0.1441,0.1858
30340,"Lewiston-Auburn, ME",4,4,11,10,5,5,16,11,216.404,0.2393,0.1442,0.9483,0.5313,52.1091,0,0,0,1.23,167.3324,0.0081,0,0,4,0.1242,0.0343,0.0856,0.4113,0.0407,152000,2684.6263,6.8,27.9,8.2,0.111,0.4245,0,0,0.2016,0.1437
30460,"Lexington-Fayette, KY",6,5,7,7,3,3,3,3,294.5411,0.2289,0.1029,0.9258,0.5243,57.1278,60,0.2289,0,1.45,141.0727,0.0074,1.2268,79,0,0,0.07,0.0651,0.0824,0.0342,170200,3496.2394,8.4417,29.8,16.7833,0.1185,0.4806,0,0,0.1684,0.2978
30620,"Lima, OH",5,2,10,6,5,5,6,6,262.8919,0.259,0.1417,0.966,0.4932,33.4405,60,0,0,2.46,105.3328,0.0098,0,1,4,0.2785,-0.0149,0.0813,0.3437,0.0327,110900,4430.054,9.24,31.1,12.5,0.121,0.4468,0,0,0.175,0.1343
30700,"Lincoln, NE",3,3,4,4,4,4,4,4,200.9617,0.2358,0.1071,0.92490000000000006,0.5789,53.2389,120,0.3503,1,0.98,954.1212,0.0035,0.7132,3,0,0,0.07,0.0492,0.1588,0.0146,162700,4797.0182,6.775,26.7,11.4,0.0938,0.4452,0,0,0.0969,0.3195
30780,"Little Rock-North Little Rock-Conway, AR",6,5,7,7,4,4,4,4,154.5132,0.2564,0.113,0.9466,0.5154,21.9193,90,0,1,0.63,709.6685,0.0021,1.95,4,0,0,0.0627,0.0795,0.0841,0.0284,146000,5711.9164,8.235,28.9667,19.5667,0.1205,0.4662,0.035,5e-4,0.17,0.2416
30860,"Logan, UT-ID",3,3,9,9,4,4,9,4,61.2584,0.3195,0.0765,0.9595,0.5635,74.6035,0,0,0,1.97,14.593,0,0,2,0,0,0.096,0.0574,0.15,0.004,199100,1873.3345,5.295,26.5,19.1,0.1279,0.4261,0.0642,0,0.0986,0.2959
30980,"Longview, TX",1,1,1,1,1,1,1,1,112.3162,0.2634,0.1402,0.9699,0.5023,15.1862,30,0,0,1.72,160.2255,0,0.1154,0,0,0,0.0465,0.0962,0.0375,0.0203,121100,4779.3285,8.32,28.7667,22.8333,0.1495,0.4557,0,6e-4,0.2269,0.1624
31020,"Longview, WA",1,1,1,1,4,4,9,4,82.965,0.2679,0.1331,0.9656,0.4452,24.1432,0,0,0,1.97,10.9235,0.0043,0,1,0,0,0.0386,0.0718,0.1667,0.0112,186600,6146.9296,5.9,34.7,11.8,0.1397,0.4364,0,0,0.1683,0.1328
31080,"Los Angeles-Long Beach-Anaheim, CA",11,8,16,15,11,9,17,14,2596.5805,0.2779,0.0976,0.9359,0.5003,76.4532,120,0.0314,0,0.81,1589.9562,0.0131,3.0181,12,0,0,0.0292,0.0404,0.1671,0.0146,537000,2814.3718,6.49,19.45,22.45,0.1616,0.497,0,0.0039,0.2784,0.2626
31140,"Louisville/Jefferson County, KY-IN",6,5,7,7,3,3,3,3,322.3442,0.2488,0.1247,0.9484,0.5033,45.6721,150,0,0,1.32,855.542,0.0071,1.5879,44,0,0,0.0459,0.0609,0.3287,0.0342,155700,3608.6989,7.9842,29.6917,16.3417,0.109,0.4632,0.0198,0.0016,0.1916,0.2139
31180,"Lubbock, TX",6,5,7,7,4,4,4,4,100.3031,0.2594,0.1123,0.9467,0.5289,37.3598,60,0,0,0.37,902.5618,0.0022,2.0409,0,0,0,0.0555,0.0853,0.031,0.0164,119900,5334.6298,9.5733,27.3,28.6333,0.1824,0.4826,0.0094,0,0.2253,0.2368
31340,"Lynchburg, VA",4,4,11,10,5,5,12,11,78.0631,0.2337,0.1448,0.9603,0.6958,47.0754,50,0,0,1.77,286.5671,9e-4,0.3934,28,0,0,-0.2673,0.0849,0.2126,0.0185,165700,2839.3352,7.705,28.4833,13.6833,0.1137,0.4464,0,0,0.2414,0.1873
31420,"Macon, GA",1,1,3,3,1,1,1,1,131.2102,0.2667,0.1199,0.9567,0.4827,28.8991,90,0,0,0.71,934.4272,0.004,0.0743,9,4,0.2538,0.0259,0.1033,0.1256,0.0532,118400,6360.9863,10.984,30.12,17.88,0.1706,0.5134,0.0249,0,0.239,0.1866
31460,"Madera, CA",8,7,13,12,7,1,10,9,65.2078,0.2962,0.1104,0.9822,0.441,23.691,0,0,0,0.69,2.0051,0,0,0,0,0,0.1397,0.1048,0.0529,0.0094,220400,2933.4417,6.09,23.6,24.4,0.2135,0.4503,0,0,0.3461,0.12
31540,"Madison, WI",3,3,4,4,6,4,7,7,169.5366,0.2326,0.1035,0.9143,0.6133,93.5533,80,0.1745,1,0.82,431.1924,9e-4,1.404,7,0,0,0.0703,0.047,0.1692,0.0195,230200,2621.3013,6.0825,26.425,11.25,0.0865,0.4422,0,0.0015,0.0915,0.3561
31700,"Manchester-Nashua, NH",6,5,12,11,4,4,8,8,444.9982,0.2632,0.1064,0.9413,0.5706,34.5025,110,0,0,1.15,319.3798,0.0045,5.4216,5,0,0,0.0408,0.0367,0.347,0.0262,256300,2078.808,6.6,24.5,12.4,0.0626,0.4252,0,0.0067,0.1304,0.3009
31900,"Mansfield, OH",5,2,10,6,5,5,6,6,255.702,0.2484,0.1416,0.9625,0.4914,28.0307,40,0,0,2.46,144.9189,0.006,0,1,4,0.1313,-0.0088,0.0665,0.2804,0.0132,103700,4507.3753,8.18,29.3,11.1,0.1058,0.4307,0,0,0.1985,0.1261
32580,"McAllen-Edinburg-Mission, TX",8,7,13,12,7,1,10,9,425.3354,0.353,0.0971,0.9797,0.386,16.2102,30,0,0,0.37,11.0903,0.0013,0.5218,5,0,0,0.1853,0.186,0.0216,0.0207,82400,5206.3611,6.77,28.7,30.4,0.3587,0.4902,0,0,0.4955,0.1291
32780,"Medford, OR",3,3,4,4,4,4,9,4,69.6085,0.2442,0.1599,0.9667,0.5071,60.4281,10,0,0,0.74,287.7279,4e-4,1.4736,3,0,0,0.0741,0.0555,0.0984,0.0137,240900,3916.775,5.62,23.2,19.2,0.1254,0.4605,0,0,0.1501,0.2228
32820,"Memphis, TN-MS-AR",1,1,3,3,1,1,1,1,248.9945,0.2827,0.1005,0.9452,0.4718,32.0885,120,0,0,0.94,756.264,0.008,4.4265,11,1,0.0049,0.0484,0.0678,0.0904,0.0295,138200,6048.0438,11.1733,34.7556,16.9889,0.1568,0.4909,0.0024,0.002,0.2117,0.2189
32900,"Merced, CA",8,7,13,12,7,1,10,9,122.6331,0.3452,0.095,0.9756,0.4071,34.9682,20,0,0,1.22,13.8451,0.001,0.0355,1,0,0,0.152,0.0667,0.0604,0.0134,196200,3896.4519,6.2,29.5,15.9,0.2166,0.4653,0,5e-4,0.3619,0.1105
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",6,5,12,11,2,2,2,2,987.1448,0.2362,0.1645,0.9498,0.5009,58.7639,80,0.0185,0,0.31,1464.4455,0.006,5.4183,6,0,0,0.0806,0.1137,0.1062,0.0149,236500,4570.7861,8.55,20.1333,27.7,0.1405,0.5127,0,0.0036,0.2377,0.2405
33140,"Michigan City-La Porte, IN",5,2,10,6,5,5,6,6,181.6302,0.2452,0.1354,0.9624,0.4845,31.9759,0,0,0,2.34,58.3128,0.0017,0,0,4,0.2004,-0.0051,0.1002,0.2674,0.0254,126700,3950.1191,8.29,29.5,14.9,0.087,0.4376,0,0.0033,0.1942,0.1399
33260,"Midland, TX",6,5,7,7,4,4,4,4,69.8031,0.3035,0.1167,0.964,0.539,9.113,50,0,0,0.33,1585.7331,0,3.5141,0,0,0,0.0514,0.1119,0.0243,0.0094,185000,3327.7412,7.17,26.15,27.25,0.1313,0.4749,0.0628,0,0.2131,0.2433
33340,"Milwaukee-Waukesha-West Allis, WI",2,2,2,2,2,2,2,2,1020.5465,0.2639,0.1257,0.9361,0.5142,72.8541,140,0,0,1.37,2084.9948,0.0087,2.3664,10,5,0.1976,0.0144,0.0495,0.336,0.0281,197800,3544.6216,6.3875,27,8.9,0.1061,0.4761,0,0.0047,0.1549,0.2695
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",6,5,12,11,4,4,8,8,394.8736,0.2674,0.0972,0.9263,0.5769,68.605,120,0.0313,1,0.98,2789.121,0.0072,5.6255,6,6,0.2667,0.0551,0.0305,0.5095,0.0303,230700,3461.6257,5.9031,26.65,9.7625,0.0674,0.4465,0,0.0033,0.096,0.3285
33540,"Missoula, MT",3,3,4,4,6,4,7,7,39.1798,0.2288,0.1001,0.9223,0.566,79.7143,10,0,0,0.31,349.4452,4e-4,2.654,0,0,0,0.0678,0.0697,0.1676,0.0158,259600,4372.5195,7.01,19.2,19.7,0.1478,0.4782,0,4e-4,0.0901,0.328
33660,"Mobile, AL",1,1,3,3,1,1,1,1,311.9855,0.2748,0.1198,0.9583,0.4553,17.1754,100,0,0,1.12,476.2619,0.0071,0.8158,4,3,0.0266,-0.0091,0.0904,0.0849,0.0438,124500,4742.9503,11.53,29.9,14.7,0.1851,0.4729,0,0.0024,0.2328,0.1864
33700,"Modesto, CA",8,7,13,12,7,1,10,9,330.4607,0.3115,0.1045,0.969,0.4532,35.7922,40,0,0,1.29,205.5533,0.0026,0.0355,0,0,0,0.1186,0.0375,0.0465,0.013,244100,5435.7826,6.35,28,16.7,0.1598,0.4493,0,0.002,0.2964,0.1405
33740,"Monroe, LA",1,1,3,3,1,1,1,1,112.0124,0.2763,0.1225,0.958,0.4812,29.8717,50,0,0,1.44,214.2655,0.0013,0.6508,1,3,0.1525,0.0129,0.0979,0.066,0.0421,126600,5030.7418,10.4,30.2,23.45,0.204,0.505,0.0781,7e-4,0.2238,0.2117
33780,"Monroe, MI",4,4,11,10,5,5,16,11,270.377,0.274,0.1112,0.9649,0.5109,16.8639,0,0,0,1.8,331.7013,0.0053,0,0,4,0.1323,0.0441,0.0478,0.3806,0.0251,149500,2371.1394,7.62,30.2,8.9,0.0703,0.4174,0,0.0018,0.1688,0.1434
33860,"Montgomery, AL",1,1,3,3,1,1,1,1,128.6375,0.263,0.1139,0.9521,0.4698,18.276,80,0,1,1.06,225.2553,0.0014,0.5676,1,0,0,0.035,0.1031,0.073,0.0329,132800,4833.8394,10.3675,32.95,13.95,0.1577,0.4711,0,7e-4,0.2105,0.2421
34060,"Morgantown, WV",6,5,7,7,6,4,7,7,117.9945,0.1966,0.1183,0.9351,0.4878,69.9843,0,0,0,0.56,1242.94,0.001,0.092,0,0,0,0.0786,0.1027,0.2885,0.0092,157300,2286.2003,8.665,28.55,24.3,0.2159,0.4972,0,0.001,0.1923,0.2604
34100,"Morristown, TN",1,1,1,1,1,1,1,1,219.8196,0.2311,0.131,0.966,0.4912,16.1669,0,0,0,2.5,24.9138,0,0,1,0,0,0.0516,0.0828,0.0601,0.0297,133200,4096.4504,8.14,29.1,16.3,0.1396,0.4541,0,0,0.2993,0.1309
34580,"Mount Vernon-Anacortes, WA",1,1,1,1,4,4,9,4,63.0614,0.263,0.146,0.9667,0.5085,46.7456,0,0,0,1.64,30.4966,0.0011,0,0,0,0,0.0748,0.0897,0.1067,0.0091,269100,7596.4692,5.34,29.5,16.1,0.1111,0.4405,0,0,0.1605,0.2076
34620,"Muncie, IN",1,1,1,1,1,1,1,1,298.8481,0.221,0.1346,0.9518,0.4748,77.025,60,0,0,1.45,166.5664,0.0025,0,2,3,0.0834,-0.005,0.0764,0.2391,0.0248,88600,3171.7018,9.06,31.3,14.6,0.1509,0.473,0,0,0.184,0.2038
34740,"Muskegon, MI",4,4,5,5,2,2,5,5,329.7855,0.2754,0.1286,0.962,0.5187,16.733,0,0,0,2.19,151.3002,0.0057,0.2187,0,6,0.2071,0.02,0.0762,0.3117,0.0303,105300,4830.9986,8.42,30.5,8.6,0.1142,0.4375,0,0.0171,0.1694,0.1389
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",12,10,18,16,9,7,13,12,155.8645,0.2129,0.1551,0.95,0.5167,15.3545,0,0,0,0.29,96.3147,0,2.4424,4,0,0,0.1778,0.3532,0.0181,0.0044,172200,4800.705,9.57,27.3,22.4,0.1219,0.446,0,5e-4,0.1965,0.1798
34900,"Napa, CA",3,3,19,4,6,4,18,15,165.4569,0.2414,0.1536,0.963,0.5471,68.1529,30,0,0,1.7,963.0278,0,0,0,0,0,0.0491,0.0649,0.099,0.0119,560500,2509.5681,5.72,20.8,21.1,0.0829,0.4734,0,0,0.196,0.2639
34940,"Naples-Immokalee-Marco Island, FL",12,10,17,16,9,7,15,12,145.8742,0.1987,0.2447,0.9677,0.4721,41.6675,0,0,0,0.18,1463.8839,0,0.107,1,1,0.0686,0.2231,0.2876,0.0142,0.0033,316200,2082.9268,6.54,20.9,32.9,0.1026,0.5237,0,0,0.1825,0.2792
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",6,5,7,7,3,3,3,3,236.9989,0.2491,0.1029,0.935,0.5161,29.5982,120,0.0662,1,0.99,607.2698,0.0017,3.0194,56,0,0,0.0941,0.0617,0.0775,0.0301,197000,3900.5896,8.2614,29.6214,15.0429,0.1035,0.466,0.0024,2e-4,0.198,0.2503
35300,"New Haven-Milford, CT",2,2,2,2,2,2,2,2,1365.3878,0.2448,0.1448,0.9422,0.5075,81.3211,140,0.118,0,1.38,411.6505,0.0097,0.0769,11,6,0.2108,0.0281,0.0637,0.3671,0.045,244400,3126.7928,8.29,24,11.5,0.0949,0.467,0,0.0081,0.1699,0.2763
35380,"New Orleans-Metairie, LA",1,1,20,3,5,5,19,6,255.1801,0.2677,0.1136,0.945,0.0073,63.284,170,0.0812,0,1.6,424.2319,0.0062,3.1777,8,5,0.4521,-0.0795,0.0911,0.2965,0.0291,184100,4321.0017,10.1587,30.325,21.825,0.1838,0.4999,0.019,8e-4,0.2234,0.2256
35620,"New York-Newark-Jersey City, NY-NJ-PA",9,8,14,13,12,10,20,16,2132.5245,0.2472,0.1256,0.9384,0.4944,99.1469,210,0.026,0,0.43,3688.9253,0.0102,2.6752,212,0,0,0.0149,0.0586,0.3597,0.0531,413200,1927.6186,7.6124,22.924,15.8,0.1349,0.5134,0,0.0143,0.2112,0.3014
35660,"Niles-Benton Harbor, MI",5,2,10,6,5,5,6,6,273.4527,0.2604,0.1443,0.9601,0.4988,39.9917,0,0,0,1.84,182.49,0,0,0,5,0.162,-0.0243,0.1345,0.3739,0.038,140900,3270.4561,7.96,29.1,12.1,0.127,0.4766,0,0.0052,0.1807,0.1962
35840,"North Port-Sarasota-Bradenton, FL",12,10,17,16,9,7,15,12,480.7407,0.1822,0.2852,0.9681,0.4652,26.5465,20,0,0,0.56,706.2839,0.0014,0.9722,5,1,0.0151,0.1437,0.1815,0.0681,0.0073,207600,4005.8866,7.49,21.4,25.85,0.0881,0.4774,0,0,0.1533,0.2458
35980,"Norwich-New London, CT",5,2,6,6,5,5,12,11,386.9026,0.2441,0.1303,0.9493,0.5345,78.4399,0,0,0,1.46,160.077,0.0029,0,22,4,0.0299,0.0408,0.0979,0.4465,0.0274,238900,1388.0236,6.79,22.4,10.1,0.0638,0.4425,0,0.0014,0.1396,0.2623
36100,"Ocala, FL",12,10,17,16,9,7,15,12,182.3365,0.2141,0.2452,0.9745,0.4212,14.5269,0,0,0,0.78,51.5951,6e-4,0,1,0,0,0.1724,0.1297,0.0486,0.0098,119200,2808.0301,8.31,25,25.8,0.1308,0.4467,0,0,0.218,0.1369
36140,"Ocean City, NJ",12,10,18,16,9,7,13,12,347.5674,0.2234,0.2021,0.966,0.5812,74.4898,0,0,0,0.12,86.4714,0,0,0,2,0.2457,-0.0299,0.5371,0.1636,0.0082,295500,4515.0047,6.57,25.1,15.5,0.0858,0.4684,0,0.0035,0.1813,0.2202
36220,"Odessa, TX",1,1,3,3,1,1,1,1,138.9548,0.304,0.1093,0.9662,0.4968,17.561,50,0,0,0.71,63.7439,0,0,0,0,0,0.0351,0.1142,0.0223,0.0155,120800,4003.0946,9.7,28.6,24.2,0.1871,0.4521,0,0.0033,0.3204,0.12
36260,"Ogden-Clearfield, UT",3,3,9,9,4,4,9,4,61.7623,0.3357,0.0883,0.9702,0.5077,46.1591,60,0,0,1.32,229.7252,3e-4,0,3,0,0,0.0969,0.055,0.2081,0.0142,220600,2909.1421,6.29,23.975,17.125,0.0696,0.3934,0,5e-4,0.1118,0.2417
36420,"Oklahoma City, OK",6,5,7,7,4,4,4,4,208.0715,0.257,0.1137,0.9474,0.4942,23.7711,100,0,1,0.54,716.1283,0.0023,1.5272,3,0,0,0.0601,0.0897,0.0932,0.0156,146800,5303.5026,7.5771,29.3286,22.5571,0.1352,0.4624,0,5e-4,0.1646,0.2416
36500,"Olympia-Tumwater, WA",3,3,4,4,4,4,9,4,299.3962,0.2533,0.114,0.9509,0.5372,56.0291,0,0,1,0.26,64.8205,0.0026,0,1,0,0,0.0949,0.058,0.1669,0.0067,255500,3783.7576,5.67,26.9,12.7,0.0884,0.4118,0,0.0013,0.105,0.2984
36540,"Omaha-Council Bluffs, NE-IA",6,5,7,7,4,4,4,4,185.0221,0.2722,0.1095,0.9384,0.5407,36.5708,120,0,0,0.63,1030.5864,0.005,2.5202,5,0,0,0.0616,0.0547,0.2188,0.0224,157500,4153.3374,7.1537,27.8875,11.05,0.0836,0.4418,0,7e-4,0.1219,0.271
36740,"Orlando-Kissimmee-Sanford, FL",6,5,12,11,4,4,8,8,486.8773,0.248,0.1241,0.9362,0.5194,37.6938,60,0,0,0.36,813.8563,0.0027,8.8874,1,0,0,0.1892,0.0853,0.0515,0.0091,180100,4199.1641,8.315,24.15,23.125,0.1068,0.4671,0,0.001,0.1723,0.248
36780,"Oshkosh-Neenah, WI",4,4,11,10,5,5,16,11,279.6549,0.2382,0.1254,0.937,0.5648,47.1651,40,0,0,2.58,230.6342,0.0052,0,1,0,0,0.0299,0.0551,0.3163,0.0238,147300,2098.4695,6.83,26.3,9.2,0.0668,0.4377,0,0,0.1372,0.2278
36980,"Owensboro, KY",1,1,1,1,5,5,16,11,119.6652,0.2573,0.1365,0.9644,0.4946,23.1357,40,0,0,2.29,301.3586,0.0011,0.0324,3,0,0,0.0145,0.0688,0.1183,0.0406,119700,2348.635,8.88,30.6333,18.3667,0.1276,0.4497,0,0.0032,0.2047,0.1557
37100,"Oxnard-Thousand Oaks-Ventura, CA",3,3,19,4,6,4,18,15,427.4865,0.2844,0.102,0.9662,0.5237,44.1235,40,0,0,1.67,608.5102,0.0011,0.0287,0,0,0,0.0544,0.0337,0.0245,0.0111,520300,2106.1525,6.35,23.1,17.9,0.0923,0.4478,0,5e-4,0.199,0.2695
37340,"Palm Bay-Melbourne-Titusville, FL",3,3,4,4,9,7,15,12,408.5977,0.2198,0.1988,0.9627,0.4915,16.8162,20,0,0,1.47,94.9484,0.0015,0.4269,1,0,0,0.1127,0.1075,0.0016,0.0139,162400,3214.715,8.25,23.3,19.6,0.0947,0.4548,0,8e-4,0.1366,0.2355
37460,"Panama City, FL",12,10,18,16,9,7,13,12,122.8833,0.2385,0.136,0.9554,0.4965,25.7755,0,0,0,0.38,111.5058,0.0014,1.0538,1,0,0,0.1062,0.2499,0.069,0.0157,165200,3779.561,7.99,25.25,19.8,0.1332,0.4506,0,7e-4,0.197,0.1702
37620,"Parkersburg-Vienna, WV",5,2,10,6,5,5,6,6,151.6204,0.2314,0.15310000000000001,0.9634,0.4689,34.6729,0,0,0,1.77,522.6033,0.0016,0.1486,1,5,0.297,-0.0128,0.1043,0.3077,0.0248,112300,4376.4503,9.39,31.4,19.05,0.1421,0.4616,0,0.0016,0.1916,0.1491
37860,"Pensacola-Ferry Pass-Brent, FL",3,3,4,4,5,5,6,6,231.7574,0.2439,0.1265,0.9572,0.4622,43.0406,50,0,0,0.43,79.4384,0.0011,1.8549,0,4,0.1274,0.0663,0.1089,0.1478,0.0147,145500,3221.373,8.79,25.25,18.85,0.1377,0.4362,0,0.0042,0.1696,0.2153
37900,"Peoria, IL",4,4,11,10,5,5,16,11,147.0384,0.2497,0.1472,0.9538,0.5167,41.6091,110,0,0,1.86,291.162,0.0052,0.6912,2,4,0.0942,0.0078,0.0632,0.2206,0.0376,133300,2020.1638,7.238,27.1,14.54,0.0979,0.4464,0.0112,0,0.1534,0.2075
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",9,8,14,13,12,10,20,16,1229.3079,0.2538,0.1334,0.9436,0.5003,89.2875,200,0.0343,0,0.83,2799.2952,0.0133,2.6379,172,6,0.2634,0.025,0.0646,0.4173,0.0247,240700,2731.6213,8.24,25.7909,12.2909,0.1083,0.4849,0,0.019,0.1758,0.2773
38060,"Phoenix-Mesa-Scottsdale, AZ",6,5,12,11,4,4,4,4,258.4493,0.2685,0.1194,0.9389,0.5149,45.9025,70,0.0265,1,0.77,514.1112,0.0016,5.3833,7,0,0,0.1608,0.103,0.0249,0.0084,216600,5341.3043,7.065,25.3,21.4,0.1201,0.4659,0,4e-4,0.1807,0.2508
38220,"Pine Bluff, AR",1,1,3,3,1,1,1,1,49.8311,0.2573,0.1283,0.9687,0.4481,23.0031,40,0,0,1.52,77.1537,0.001,0,3,4,0.1447,-0.0319,0.117,0.0736,0.0282,79900,5682.4196,11.1,32.8667,19.7333,0.1996,0.4604,0.0772,0,0.2669,0.1409
38300,"Pittsburgh, PA",2,2,2,2,2,2,2,2,444.9717,0.2228,0.1772,0.953,0.504,87.1078,140,0.0842,0,0.88,2994.6013,0.0045,2.1962,20,6,0.5483,-0.0233,0.0769,0.5067,0.0382,142100,2499.5336,7.7786,28.1714,11.0429,0.1084,0.4691,0,0.0011,0.1509,0.2344
38340,"Pittsfield, MA",5,2,6,6,5,5,12,11,140.3084,0.2237,0.1795,0.9557,0.5481,69.2276,60,0,0,1.14,471.2341,0,0,24,5,0.2271,-0.0177,0.1553,0.4378,0.0305,203300,1971.8926,7.5,22.8,10.7,0.0946,0.464,0,0.0021,0.1495,0.2595
38540,"Pocatello, ID",3,3,4,4,4,4,9,4,67.548,0.2813,0.1014,0.957,0.5238,56.0501,10,0,0,0.68,85.2082,9e-4,0,0,0,0,0.0245,0.0656,0.1386,0.0137,148300,3375.1405,7.33,27.4,11.6,0.1387,0.4519,0,0.0017,0.1245,0.2495
38860,"Portland-South Portland, ME",5,2,6,6,5,5,12,11,224.7838,0.2406,0.1335,0.9429,0.5603,63.7252,110,0,0,0.79,800.0489,0.0022,1.439,16,6,0.1474,0.0466,0.1571,0.4902,0.0252,243800,2456.8527,6.34,23.3333,10.8333,0.0804,0.451,0,0.0022,0.114,0.2922
